avg_score,avg_diff,loss_train,step_idx,avg_winning
0.52499,0.009,0.0,210000,0.476
0.52318,0.022,0.0,211000,0.474
0.51366,0.007,0.0,212000,0.465
0.52374,0.012,0.0,213000,0.474
0.53378,0.006,0.0,214000,0.485
0.5204,0.02,0.0,215000,0.471
0.52192,0.007,0.0,216000,0.473
0.52249,0.015,0.0,217000,0.474
0.51446,0.015,0.0,218000,0.467
0.50072,0.018,0.0,219000,0.453
0.52819,0.013,0.0,220000,0.479
0.51732,0.024,0.0,221000,0.469
0.52581,0.017,0.0,222000,0.477
0.53489,0.01,0.0,223000,0.486
0.52416,0.014,0.0,224000,0.476
0.51701,0.01,0.0,225000,0.468
0.51825,0.014,0.0,226000,0.469
0.53,0.018,0.0,227000,0.481
0.51575,0.008,0.0,228000,0.466
0.52383,0.015,0.0,229000,0.474
0.51648,0.013,0.0,230000,0.467
0.52896,0.016,0.0,231000,0.48
0.52625,0.014,0.0,232000,0.477
0.51142,0.013,0.0,233000,0.462
0.51626,0.008,0.0,234000,0.467
0.51596,0.015,0.0,235000,0.467
0.52616,0.019,0.0,236000,0.477
0.52395,0.01,0.0,237000,0.475
0.51377,0.012,0.0,238000,0.465
0.50363,0.012,0.0,239000,0.455
0.51885,0.015,0.0,240000,0.47
0.49508,0.016,0.0,241000,0.447
0.50347,0.013,0.0,242000,0.456
0.49862,0.012,0.0,243000,0.451
0.51358,0.011,0.0,244000,0.466
0.51542,0.011,0.0,245000,0.468
0.51102,0.007,0.0,246000,0.464
0.523,0.004,0.0,247000,0.475
0.50133,0.018,0.0,248000,0.454
0.51094,0.008,0.0,249000,0.464
0.50881,0.016,0.0,250000,0.461
0.50064,0.007,0.0,251000,0.454
0.50738,0.009,0.0,252000,0.46
0.51712,0.017,0.0,253000,0.47
0.51361,0.009,0.0,254000,0.467
0.51191,0.011,0.0,255000,0.465
0.48752,0.011,0.0,256000,0.441
0.51306,0.014,0.0,257000,0.466
0.51856,0.016,0.0,258000,0.472
0.50769,0.012,0.0,259000,0.46
0.51523,0.014,0.0,260000,0.468
0.51297,0.019,0.0,261000,0.465
0.51149,0.017,0.0,262000,0.464
0.50531,0.017,0.0,263000,0.458
0.51694,0.017,0.0,264000,0.47
0.51303,0.014,0.0,265000,0.466
0.51306,0.022,0.0,266000,0.466
0.51694,0.014,0.0,267000,0.47
0.5165,0.018,0.0,268000,0.47
0.5212,0.016,0.0,269000,0.474
0.52079,0.015,0.0,270000,0.474
0.53026,0.03,0.0,271000,0.483
0.52504,0.02,0.0,272000,0.478
0.53157,0.03,0.0,273000,0.484
0.52008,0.013,0.0,274000,0.472
