loss_train,avg_winning,step_idx,avg_diff,avg_score
0.0,0.483,330000,0.012,0.52968
0.0,0.485,331000,0.023,0.53212
0.0,0.486,332000,0.001,0.53255
0.0,0.492,333000,0.014,0.53816
0.0,0.468,334000,0.017,0.51348
0.0,0.482,335000,0.008,0.5279
0.0,0.471,336000,0.008,0.51739
0.0,0.487,337000,0.015,0.53434
0.0,0.484,338000,0.009,0.53181
0.0,0.472,339000,0.013,0.51917
0.0,0.486,340000,0.008,0.53305
0.0,0.472,341000,0.016,0.51961
0.0,0.477,342000,0.019,0.52513
0.0,0.469,343000,0.013,0.51684
0.0,0.487,344000,0.02,0.53452
0.0,0.484,345000,0.013,0.53179
0.0,0.467,346000,0.02,0.51391
0.0,0.485,347000,0.01,0.53272
0.0,0.498,348000,0.019,0.54583
0.0,0.488,349000,0.016,0.5355
0.0,0.497,350000,0.001,0.54478
0.0,0.495,351000,0.009,0.5427
0.0,0.471,352000,0.007,0.51879
0.0,0.481,353000,0.013,0.52799
0.0,0.479,354000,0.008,0.52592
0.0,0.484,355000,0.008,0.53124
0.0,0.496,356000,0.017,0.5436
0.0,0.485,357000,0.009,0.53108
0.0,0.488,358000,0.008,0.53498
0.0,0.484,359000,0.015,0.53138
0.0,0.479,360000,0.014,0.52602
0.0,0.47,361000,0.011,0.51658
0.0,0.477,362000,0.019,0.52354
0.0,0.487,363000,0.015,0.53466
0.0,0.489,364000,0.011,0.53675
0.0,0.493,365000,0.007,0.54103
0.0,0.486,366000,0.017,0.53525
0.0,0.492,367000,0.012,0.54054
0.0,0.489,368000,0.005,0.53793
0.0,0.48,369000,0.013,0.5286
0.0,0.496,370000,0.006,0.54493
0.0,0.484,371000,0.002,0.5329
0.0,0.485,372000,0.009,0.53383
0.0,0.479,373000,0.017,0.52748
0.0,0.488,374000,0.016,0.53659
0.0,0.489,375000,0.011,0.53789
0.0,0.5,376000,0.014,0.54879
0.0,0.495,377000,0.012,0.54248
0.0,0.479,378000,0.018,0.52628
0.0,0.497,379000,0.012,0.54425
0.0,0.471,380000,0.011,0.51735
0.0,0.474,381000,0.014,0.52194
0.0,0.485,382000,0.018,0.53218
0.0,0.481,383000,0.008,0.52821
0.0,0.485,384000,0.015,0.53222
0.0,0.48,385000,0.008,0.52699
0.0,0.483,386000,0.013,0.5298
0.0,0.474,387000,0.017,0.52123
0.0,0.484,388000,0.006,0.53144
0.0,0.491,389000,0.008,0.53862
0.0,0.475,390000,0.013,0.52199
0.0,0.474,391000,0.018,0.52107
0.0,0.487,392000,0.006,0.53377
0.0,0.471,393000,0.011,0.51782
0.0,0.477,394000,0.012,0.52404
0.0,0.471,395000,0.008,0.51725
0.0,0.481,396000,0.005,0.52684
0.0,0.485,397000,0.009,0.53177
0.0,0.466,398000,0.01,0.51256
0.0,0.465,399000,0.02,0.51251
0.0,0.454,400000,0.019,0.5008
0.0,0.474,401000,0.008,0.52193
0.0,0.473,402000,0.007,0.52037
0.0,0.47,403000,0.011,0.51809
0.0,0.487,404000,0.006,0.53407
0.0,0.476,405000,0.016,0.52413
0.0,0.456,406000,0.007,0.50338
0.0,0.464,407000,0.012,0.51115
0.0,0.465,408000,0.012,0.51173
0.0,0.492,409000,0.007,0.54003
0.0,0.48,410000,0.012,0.52831
0.0,0.476,411000,0.006,0.52461
0.0,0.463,412000,0.015,0.51124
0.0,0.478,413000,0.018,0.52581
0.0,0.475,414000,0.013,0.52247
0.0,0.483,415000,0.015,0.53131
0.0,0.478,416000,0.009,0.5263
0.0,0.471,417000,0.016,0.51996
0.0,0.464,418000,0.02,0.51107
0.0,0.485,419000,0.017,0.53261
0.0,0.464,420000,0.019,0.51095
0.0,0.46,421000,0.02,0.50674
0.0,0.475,422000,0.016,0.52248
0.0,0.478,423000,0.01,0.52387
0.0,0.478,424000,0.014,0.52385
0.0,0.473,425000,0.01,0.51945
0.0,0.458,426000,0.011,0.50451
0.0,0.458,427000,0.015,0.50499
0.0,0.473,428000,0.017,0.5196
0.0,0.463,429000,0.013,0.50989
0.0,0.48,430000,0.019,0.52768
0.0,0.47,431000,0.013,0.51878
0.0,0.465,432000,0.0,0.51377
0.0,0.486,433000,0.011,0.53445
0.0,0.469,434000,0.011,0.5181
0.0,0.485,435000,0.009,0.53418
0.0,0.488,436000,0.009,0.53814
0.0,0.487,437000,0.006,0.53713
0.0,0.492,438000,0.003,0.54216
0.0,0.492,439000,0.017,0.5415
0.0,0.474,440000,0.013,0.52384
0.0,0.481,441000,0.009,0.53032
0.0,0.482,442000,0.017,0.53226
0.0,0.475,443000,0.015,0.52447
0.0,0.478,444000,0.007,0.52754
0.0,0.487,445000,0.012,0.537
0.0,0.464,446000,0.011,0.51347
0.0,0.471,447000,0.013,0.52086
0.0,0.476,448000,0.018,0.52613
0.0,0.49,449000,0.002,0.54034
0.0,0.475,450000,0.01,0.52454
0.0,0.462,451000,0.015,0.51066
0.0,0.48,452000,0.016,0.52876
0.0,0.476,453000,0.011,0.52524
0.0,0.475,454000,0.013,0.52386
0.0,0.473,455000,0.015,0.52209
0.0,0.485,456000,0.004,0.53487
0.0,0.496,457000,0.014,0.54647
0.0,0.486,458000,0.015,0.5361
0.0,0.496,459000,0.014,0.54609
0.0,0.489,460000,0.013,0.5384
0.0,0.491,461000,0.006,0.54042
0.0,0.497,462000,0.011,0.54727
0.0,0.49,463000,0.01,0.5403
0.0,0.49,464000,0.019,0.53922
0.0,0.498,465000,0.015,0.54803
0.0,0.487,466000,0.003,0.53702
0.0,0.487,467000,0.015,0.53732
0.0,0.492,468000,0.009,0.54178
0.0,0.495,469000,0.008,0.54544
0.0,0.48,470000,0.01,0.52934
0.0,0.495,471000,0.013,0.54508
0.0,0.482,472000,0.008,0.53137
0.0,0.468,473000,0.012,0.51703
0.0,0.459,474000,0.014,0.50765
0.0,0.479,475000,0.008,0.52745
0.0,0.474,476000,0.017,0.52195
0.0,0.483,477000,0.008,0.53124
0.0,0.494,478000,0.016,0.54241
0.0,0.478,479000,0.016,0.5252
0.0,0.491,480000,0.006,0.5398
0.0,0.468,481000,0.014,0.515
0.0,0.468,482000,0.009,0.51577
0.0,0.458,483000,0.009,0.5057
