loss_train,avg_winning,avg_score,step_idx,avg_diff
0.0,0.416,0.45439,1000,0.016
0.0,0.421,0.46055,2000,0.022
0.0,0.436,0.47858,3000,0.022
0.0,0.428,0.47201,4000,0.029
0.0,0.445,0.49039,5000,0.02
0.0,0.438,0.4834,6000,0.019
0.0,0.44,0.48552,7000,0.017
0.0,0.443,0.4876,8000,0.017
0.0,0.454,0.50031,9000,0.015
0.0,0.445,0.49096,10000,0.022
0.0,0.451,0.49673,11000,0.019
0.0,0.453,0.4982,12000,0.017
0.0,0.46,0.50552,13000,0.019
0.0,0.442,0.48767,14000,0.016
0.0,0.448,0.49298,15000,0.017
0.0,0.457,0.50324,16000,0.017
0.0,0.442,0.48843,17000,0.006
0.0,0.466,0.51206,18000,0.012
0.0,0.433,0.478,19000,0.009
0.0,0.454,0.49941,20000,0.015
0.0,0.467,0.51232,21000,0.014
0.0,0.456,0.50121,22000,0.028
0.0,0.454,0.49929,23000,0.01
0.0,0.443,0.48812,24000,0.02
0.0,0.452,0.49716,25000,0.018
0.0,0.471,0.51759,26000,0.016
0.0,0.46,0.50602,27000,0.018
0.0,0.456,0.5021,28000,0.02
0.0,0.467,0.51326,29000,0.024
0.0,0.467,0.51443,30000,0.022
0.0,0.452,0.49876,31000,0.014
0.0,0.465,0.51107,32000,0.021
0.0,0.441,0.48729,33000,0.014
0.0,0.458,0.50557,34000,0.021
0.0,0.472,0.51949,35000,0.014
0.0,0.477,0.52402,36000,0.012
0.0,0.463,0.51018,37000,0.016
0.0,0.467,0.51298,38000,0.021
0.0,0.461,0.50773,39000,0.018
0.0,0.461,0.50768,40000,0.025
0.0,0.457,0.50232,41000,0.023
0.0,0.47,0.51642,42000,0.008
0.0,0.485,0.53079,43000,0.019
0.0,0.454,0.49981,44000,0.022
0.0,0.462,0.50862,45000,0.012
0.0,0.463,0.50925,46000,0.021
0.0,0.46,0.50623,47000,0.017
0.0,0.478,0.52468,48000,0.017
0.0,0.484,0.53107,49000,0.018
0.0,0.469,0.5159,50000,0.017
0.0,0.47,0.51639,51000,0.027
0.0,0.488,0.53446,52000,0.017
0.0,0.48,0.52681,53000,0.014
0.0,0.472,0.5187,54000,0.017
0.0,0.478,0.52422,55000,0.016
0.0,0.465,0.51103,56000,0.017
0.0,0.497,0.5439,57000,0.025
0.0,0.487,0.53345,58000,0.015
0.0,0.484,0.53106,59000,0.014
0.0,0.483,0.5293,60000,0.012
0.0,0.492,0.53947,61000,0.008
0.0,0.496,0.5423,62000,0.018
0.0,0.49,0.53607,63000,0.015
0.0,0.478,0.52427,64000,0.007
0.0,0.491,0.5369,65000,0.015
0.0,0.476,0.52179,66000,0.004
0.0,0.473,0.51835,67000,0.019
0.0,0.496,0.5419,68000,0.021
0.0,0.493,0.53975,69000,0.017
0.0,0.489,0.5348,70000,0.014
0.0,0.491,0.53758,71000,0.024
0.0,0.479,0.52537,72000,0.015
0.0,0.495,0.54149,73000,0.009
0.0,0.486,0.53279,74000,0.012
0.0,0.483,0.5294,75000,0.02
0.0,0.498,0.54525,76000,0.015
0.0,0.481,0.52838,77000,0.02
0.0,0.487,0.53459,78000,0.021
0.0,0.467,0.51379,79000,0.009
0.0,0.485,0.53205,80000,0.016
0.0,0.488,0.53616,81000,0.021
0.0,0.482,0.52932,82000,0.021
0.0,0.499,0.54628,83000,0.012
0.0,0.499,0.54623,84000,0.021
0.0,0.494,0.54204,85000,0.02
0.0,0.48,0.52746,86000,0.02
0.0,0.484,0.53065,87000,0.022
0.0,0.482,0.52979,88000,0.018
0.0,0.494,0.54124,89000,0.018
0.0,0.483,0.52964,90000,0.023
0.0,0.481,0.52842,91000,0.012
0.0,0.475,0.52194,92000,0.022
0.0,0.469,0.51628,93000,0.02
0.0,0.47,0.51713,94000,0.023
0.0,0.479,0.52648,95000,0.012
0.0,0.477,0.52353,96000,0.015
0.0,0.491,0.53789,97000,0.02
0.0,0.484,0.53077,98000,0.018
0.0,0.481,0.52728,99000,0.018
0.0,0.481,0.52748,100000,0.014
0.0,0.482,0.52828,101000,0.025
0.0,0.486,0.53336,102000,0.022
0.0,0.476,0.52247,103000,0.019
0.0,0.476,0.5238,104000,0.016
0.0,0.498,0.54546,105000,0.01
0.0,0.474,0.52101,106000,0.019
0.0,0.487,0.53366,107000,0.022
0.0,0.493,0.53984,108000,0.017
0.0,0.486,0.53327,109000,0.022
0.0,0.476,0.52281,110000,0.02
0.0,0.463,0.51008,111000,0.011
0.0,0.48,0.52727,112000,0.027
0.0,0.505,0.55274,113000,0.017
0.0,0.483,0.5293,114000,0.027
0.0,0.495,0.54258,115000,0.024
0.0,0.489,0.53596,116000,0.019
0.0,0.479,0.52593,117000,0.026
0.0,0.504,0.55161,118000,0.024
0.0,0.484,0.53165,119000,0.01
0.0,0.48,0.52761,120000,0.018
0.0,0.496,0.54302,121000,0.017
0.0,0.491,0.53763,122000,0.022
0.0,0.494,0.54148,123000,0.008
0.0,0.48,0.52569,124000,0.022
0.0,0.469,0.51498,125000,0.025
0.0,0.481,0.52811,126000,0.016
0.0,0.492,0.53918,127000,0.021
0.0,0.487,0.53379,128000,0.018
0.0,0.492,0.53904,129000,0.021
0.0,0.475,0.52118,130000,0.015
0.0,0.485,0.53117,131000,0.02
0.0,0.489,0.53505,132000,0.024
0.0,0.501,0.54773,133000,0.02
0.0,0.495,0.54173,134000,0.018
0.0,0.49,0.53538,135000,0.017
0.0,0.486,0.53185,136000,0.014
0.0,0.474,0.51914,137000,0.014
0.0,0.481,0.52636,138000,0.019
0.0,0.481,0.52656,139000,0.015
0.0,0.477,0.52338,140000,0.013
0.0,0.477,0.52287,141000,0.013
0.0,0.48,0.52676,142000,0.013
0.0,0.489,0.53535,143000,0.01
0.0,0.487,0.53245,144000,0.021
0.0,0.479,0.52506,145000,0.017
0.0,0.49,0.5355,146000,0.022
0.0,0.482,0.52738,147000,0.014
0.0,0.497,0.54266,148000,0.019
0.0,0.49,0.53601,149000,0.01
0.0,0.495,0.54034,150000,0.019
0.0,0.504,0.55035,151000,0.013
0.0,0.483,0.52923,152000,0.013
0.0,0.476,0.52213,153000,0.012
0.0,0.488,0.53365,154000,0.017
0.0,0.489,0.53413,155000,0.017
0.0,0.476,0.52216,156000,0.02
0.0,0.464,0.50981,157000,0.015
0.0,0.474,0.51989,158000,0.019
0.0,0.478,0.52366,159000,0.016
0.0,0.486,0.53172,160000,0.012
0.0,0.509,0.55566,161000,0.016
0.0,0.499,0.54678,162000,0.013
0.0,0.484,0.53031,163000,0.018
0.0,0.469,0.51527,164000,0.021
0.0,0.497,0.54357,165000,0.021
0.0,0.474,0.51992,166000,0.019
0.0,0.466,0.51216,167000,0.03
0.0,0.471,0.51715,168000,0.009
0.0,0.47,0.516,169000,0.019
0.0,0.487,0.53374,170000,0.022
0.0,0.465,0.51158,171000,0.019
0.0,0.466,0.5129,172000,0.026
0.0,0.48,0.52739,173000,0.016
0.0,0.48,0.52747,174000,0.023
0.0,0.491,0.5383,175000,0.017
0.0,0.481,0.52795,176000,0.009
0.0,0.463,0.50997,177000,0.022
0.0,0.489,0.53687,178000,0.025
0.0,0.473,0.51995,179000,0.012
0.0,0.481,0.52835,180000,0.016
0.0,0.48,0.52732,181000,0.016
0.0,0.479,0.52692,182000,0.018
0.0,0.47,0.5168,183000,0.019
0.0,0.461,0.50784,184000,0.021
0.0,0.464,0.51096,185000,0.02
0.0,0.476,0.5229,186000,0.02
0.0,0.491,0.53935,187000,0.019
0.0,0.462,0.50945,188000,0.014
0.0,0.48,0.52689,189000,0.017
0.0,0.472,0.51992,190000,0.022
0.0,0.468,0.51462,191000,0.02
0.0,0.469,0.51626,192000,0.015
0.0,0.468,0.51519,193000,0.019
0.0,0.473,0.51997,194000,0.028
0.0,0.491,0.53859,195000,0.017
0.0,0.476,0.52412,196000,0.021
0.0,0.49,0.53837,197000,0.02
0.0,0.473,0.52085,198000,0.015
0.0,0.486,0.53321,199000,0.014
0.0,0.484,0.53179,200000,0.025
0.0,0.454,0.5015,201000,0.016
0.0,0.458,0.50544,202000,0.017
0.0,0.471,0.51883,203000,0.025
0.0,0.478,0.52528,204000,0.022
0.0,0.472,0.51957,205000,0.014
0.0,0.488,0.53621,206000,0.018
0.0,0.474,0.5221,207000,0.013
0.0,0.463,0.51093,208000,0.014
0.0,0.472,0.51974,209000,0.018
0.0,0.466,0.51296,210000,0.017
0.0,0.492,0.54075,211000,0.011
0.0,0.468,0.51603,212000,0.019
0.0,0.477,0.52454,213000,0.009
0.0,0.482,0.52979,214000,0.017
0.0,0.476,0.52356,215000,0.018
0.0,0.471,0.5183,216000,0.013
0.0,0.493,0.54081,217000,0.025
0.0,0.483,0.53022,218000,0.019
0.0,0.486,0.53398,219000,0.016
0.0,0.469,0.51622,220000,0.011
0.0,0.472,0.51943,221000,0.017
0.0,0.464,0.51185,222000,0.023
0.0,0.484,0.53199,223000,0.01
0.0,0.488,0.53601,224000,0.019
0.0,0.48,0.52823,225000,0.014
0.0,0.482,0.52975,226000,0.021
0.0,0.495,0.54338,227000,0.019
0.0,0.474,0.52246,228000,0.022
0.0,0.472,0.52037,229000,0.028
0.0,0.484,0.5325,230000,0.013
0.0,0.487,0.53593,231000,0.013
0.0,0.485,0.5341,232000,0.015
0.0,0.476,0.52494,233000,0.021
0.0,0.495,0.54397,234000,0.018
0.0,0.482,0.52972,235000,0.025
0.0,0.483,0.53066,236000,0.015
0.0,0.487,0.53476,237000,0.016
0.0,0.485,0.53363,238000,0.018
0.0,0.481,0.52959,239000,0.013
0.0,0.485,0.53394,240000,0.016
0.0,0.471,0.5198,241000,0.03
0.0,0.487,0.53538,242000,0.021
0.0,0.476,0.52448,243000,0.022
0.0,0.487,0.53579,244000,0.017
0.0,0.48,0.5288,245000,0.023
0.0,0.473,0.52079,246000,0.012
0.0,0.475,0.52257,247000,0.018
0.0,0.486,0.53482,248000,0.008
0.0,0.481,0.5298,249000,0.024
0.0,0.483,0.53168,250000,0.026
0.0,0.477,0.52587,251000,0.022
0.0,0.489,0.53795,252000,0.02
0.0,0.496,0.54415,253000,0.014
0.0,0.488,0.53727,254000,0.021
0.0,0.493,0.54262,255000,0.017
0.0,0.478,0.52716,256000,0.026
0.0,0.489,0.5389,257000,0.02
