loss_train,avg_diff,avg_score,step_idx,avg_winning
0.0,0.015,0.58932,453000,0.568
0.0,0.004,0.59081,454000,0.569
0.0,0.005,0.59505,455000,0.574
0.0,0.005,0.59896,456000,0.58
0.0,0.01,0.59832,457000,0.578
0.0,0.01,0.59648,458000,0.575
0.0,0.009,0.59475,459000,0.573
0.0,0.009,0.59432,460000,0.574
0.0,0.014,0.59415,461000,0.573
0.0,0.008,0.60563,462000,0.584
0.0,0.013,0.5913,463000,0.571
0.0,0.007,0.59949,464000,0.579
0.0,0.009,0.60112,465000,0.58
0.0,0.011,0.59575,466000,0.576
0.0,0.007,0.59783,467000,0.578
0.0,0.009,0.60695,468000,0.586
0.0,0.009,0.60125,469000,0.581
0.0,0.001,0.60483,470000,0.585
0.0,0.008,0.60577,471000,0.584
0.0,0.005,0.6185,472000,0.596
0.0,0.004,0.59569,473000,0.573
0.0,0.004,0.58125,474000,0.56
0.0,0.006,0.58722,475000,0.566
0.0,0.011,0.63048,476000,0.609
0.0,0.011,0.60323,477000,0.582
0.0,0.01,0.61319,478000,0.591
0.0,0.011,0.59429,479000,0.573
0.0,0.01,0.56504,480000,0.544
0.0,0.007,0.59921,481000,0.577
0.0,0.005,0.59438,482000,0.574
0.0,0.005,0.59088,483000,0.57
0.0,0.006,0.59784,484000,0.577
0.0,0.009,0.61166,485000,0.59
0.0,0.005,0.57895,486000,0.559
0.0,0.011,0.61038,487000,0.589
0.0,0.007,0.59517,488000,0.576
0.0,0.007,0.59172,489000,0.571
0.0,0.005,0.61082,490000,0.588
0.0,0.013,0.58016,491000,0.558
0.0,0.006,0.60097,492000,0.58
0.0,0.006,0.5955,493000,0.573
0.0,0.011,0.57991,494000,0.56
0.0,0.01,0.60425,495000,0.584
0.0,0.009,0.60163,496000,0.58
0.0,0.003,0.61168,497000,0.59
0.0,0.009,0.57246,498000,0.552
0.0,0.004,0.60575,499000,0.584
