avg_score,loss_train,avg_diff,avg_winning,step_idx
0.50556,0.0,0.023,0.463,169000
0.51612,0.0,0.018,0.473,170000
0.51636,0.0,0.012,0.473,171000
0.51697,0.0,0.009,0.473,172000
0.52038,0.0,0.009,0.476,173000
0.50623,0.0,0.022,0.462,174000
0.50895,0.0,0.019,0.465,175000
0.50217,0.0,0.02,0.458,176000
0.52245,0.0,0.022,0.477,177000
0.50276,0.0,0.015,0.459,178000
0.50097,0.0,0.015,0.457,179000
0.51353,0.0,0.02,0.47,180000
0.51795,0.0,0.017,0.474,181000
0.50646,0.0,0.021,0.463,182000
0.49433,0.0,0.019,0.451,183000
0.50983,0.0,0.025,0.466,184000
0.52901,0.0,0.014,0.486,185000
0.52028,0.0,0.024,0.477,186000
0.51727,0.0,0.022,0.474,187000
0.51048,0.0,0.023,0.469,188000
0.50808,0.0,0.017,0.466,189000
nan,0.0,0.024,0.46,190000
0.50855,0.0,0.021,0.466,191000
0.52109,0.0,0.018,0.479,192000
0.50613,0.0,0.014,0.462,193000
0.49329,0.0,0.022,0.45,194000
0.52238,0.0,0.02,0.479,195000
0.5256,0.0,0.014,0.482,196000
0.52198,0.0,0.019,0.478,197000
0.51243,0.0,0.017,0.469,198000
0.51843,0.0,0.02,0.476,199000
0.51963,0.0,0.02,0.477,200000
0.51655,0.0,0.026,0.473,201000
0.50412,0.0,0.019,0.461,202000
0.51166,0.0,0.019,0.468,203000
0.51527,0.0,0.012,0.473,204000
0.50857,0.0,0.017,0.466,205000
0.50885,0.0,0.018,0.466,206000
0.50102,0.0,0.017,0.458,207000
0.52638,0.0,0.018,0.483,208000
0.50181,0.0,0.018,0.459,209000
0.50589,0.0,0.018,0.463,210000
0.51128,0.0,0.02,0.469,211000
0.50385,0.0,0.014,0.461,212000
0.51895,0.0,0.021,0.476,213000
0.51411,0.0,0.014,0.471,214000
0.50463,0.0,0.023,0.461,215000
0.5203,0.0,0.02,0.477,216000
0.50479,0.0,0.018,0.461,217000
0.50423,0.0,0.029,0.461,218000
0.51391,0.0,0.015,0.471,219000
0.51458,0.0,0.019,0.471,220000
0.5232,0.0,0.018,0.479,221000
0.52441,0.0,0.024,0.481,222000
0.52113,0.0,0.024,0.478,223000
0.52002,0.0,0.017,0.477,224000
0.50672,0.0,0.009,0.464,225000
0.52647,0.0,0.027,0.484,226000
0.51432,0.0,0.02,0.472,227000
0.52791,0.0,0.028,0.485,228000
0.51344,0.0,0.029,0.47,229000
0.51851,0.0,0.02,0.474,230000
0.50333,0.0,0.02,0.459,231000
0.51037,0.0,0.021,0.466,232000
0.52198,0.0,0.02,0.478,233000
0.53071,0.0,0.02,0.487,234000
0.52718,0.0,0.02,0.484,235000
0.52577,0.0,0.017,0.483,236000
0.53285,0.0,0.014,0.49,237000
0.52572,0.0,0.022,0.483,238000
0.52805,0.0,0.023,0.485,239000
0.54114,0.0,0.013,0.497,240000
0.51636,0.0,0.011,0.473,241000
0.53409,0.0,0.018,0.491,242000
0.52368,0.0,0.02,0.481,243000
0.52348,0.0,0.016,0.481,244000
0.5133,0.0,0.025,0.471,245000
0.50973,0.0,0.013,0.468,246000
0.53441,0.0,0.012,0.493,247000
0.52318,0.0,0.021,0.482,248000
0.53078,0.0,0.018,0.489,249000
0.52429,0.0,0.015,0.483,250000
