avg_score,avg_diff,loss_train,step_idx,avg_winning
0.50957,0.015,0.0,224000,0.481
0.51489,0.013,0.0,225000,0.485
0.51612,0.016,0.0,226000,0.486
0.52145,0.014,0.0,227000,0.492
0.49806,0.015,0.0,228000,0.47
0.5023,0.012,0.0,229000,0.475
0.48889,0.023,0.0,230000,0.461
0.49836,0.013,0.0,231000,0.471
0.51235,0.018,0.0,232000,0.485
0.52269,0.016,0.0,233000,0.494
0.51655,0.013,0.0,234000,0.488
0.50497,0.01,0.0,235000,0.477
0.50445,0.013,0.0,236000,0.476
0.51683,0.022,0.0,237000,0.489
0.51018,0.017,0.0,238000,0.481
0.50635,0.013,0.0,239000,0.478
0.51953,0.015,0.0,240000,0.49
0.51412,0.01,0.0,241000,0.484
0.51756,0.017,0.0,242000,0.488
0.52873,0.015,0.0,243000,0.499
0.50084,0.013,0.0,244000,0.472
0.52345,0.017,0.0,245000,0.494
0.49283,0.016,0.0,246000,0.464
0.51076,0.014,0.0,247000,0.482
0.51154,0.019,0.0,248000,0.483
0.49616,0.014,0.0,249000,0.468
0.50346,0.016,0.0,250000,0.475
0.49291,0.014,0.0,251000,0.466
0.49957,0.018,0.0,252000,0.473
0.50955,0.02,0.0,253000,0.482
0.51521,0.011,0.0,254000,0.488
0.51327,0.015,0.0,255000,0.488
0.50692,0.018,0.0,256000,0.481
0.48784,0.015,0.0,257000,0.463
0.48949,0.02,0.0,258000,0.465
0.5008,0.015,0.0,259000,0.476
0.51207,0.016,0.0,260000,0.487
0.5021,0.021,0.0,261000,0.476
0.4996,0.016,0.0,262000,0.473
0.49369,0.018,0.0,263000,0.467
0.5208,0.017,0.0,264000,0.493
0.50424,0.019,0.0,265000,0.477
0.50632,0.014,0.0,266000,0.478
0.4929,0.017,0.0,267000,0.466
0.4974,0.015,0.0,268000,0.469
0.49519,0.022,0.0,269000,0.47
0.49442,0.017,0.0,270000,0.469
0.50777,0.015,0.0,271000,0.482
0.4956,0.013,0.0,272000,0.469
0.51342,0.013,0.0,273000,0.486
0.49973,0.014,0.0,274000,0.471
0.51291,0.013,0.0,275000,0.484
