loss_train,avg_diff,avg_score,step_idx,avg_winning
0.0,0.009,0.52146,413000,0.47
0.0,0.011,0.54102,414000,0.49
0.0,0.006,0.51875,415000,0.468
0.0,0.01,0.53465,416000,0.484
0.0,0.016,0.52477,417000,0.473
0.0,0.014,0.53945,418000,0.487
0.0,0.022,0.5148,419000,0.463
0.0,0.009,0.53892,420000,0.486
0.0,0.016,0.53266,421000,0.48
0.0,0.009,0.53635,422000,0.483
0.0,0.016,0.54947,423000,0.496
0.0,0.008,0.53678,424000,0.484
0.0,0.005,0.52991,425000,0.477
0.0,0.008,0.52412,426000,0.473
0.0,0.012,0.52534,427000,0.473
0.0,0.012,0.52151,428000,0.469
0.0,0.005,0.54767,429000,0.495
0.0,0.005,0.52729,430000,0.475
0.0,0.005,0.5302,431000,0.477
0.0,0.01,0.52606,432000,0.474
0.0,0.009,0.52603,433000,0.474
0.0,0.009,0.55348,434000,0.5
0.0,0.008,0.51839,435000,0.466
0.0,0.005,0.52821,436000,0.476
0.0,0.005,0.53631,437000,0.484
0.0,0.009,0.52338,438000,0.47
0.0,0.013,0.5292,439000,0.476
0.0,0.007,0.54494,440000,0.491
0.0,0.017,0.53663,441000,0.484
0.0,0.019,0.54129,442000,0.488
0.0,0.012,0.53269,443000,0.48
0.0,0.007,0.53143,444000,0.479
0.0,0.01,0.5301,445000,0.477
0.0,0.014,0.51929,446000,0.467
0.0,0.007,0.50871,447000,0.458
0.0,0.005,0.52383,448000,0.472
0.0,0.011,0.53224,449000,0.48
0.0,0.01,0.54462,450000,0.492
0.0,0.007,0.53652,451000,0.485
0.0,0.011,0.54666,452000,0.496
0.0,0.008,0.52961,453000,0.479
0.0,0.01,0.51956,454000,0.469
0.0,0.01,0.52461,455000,0.473
0.0,0.015,0.51087,456000,0.459
0.0,0.014,0.526,457000,0.474
0.0,0.011,0.54322,458000,0.491
0.0,0.009,0.54178,459000,0.488
0.0,0.011,0.53801,460000,0.485
0.0,0.007,0.53126,461000,0.478
0.0,0.016,0.53136,462000,0.478
0.0,0.009,0.53472,463000,0.482
0.0,0.013,0.54873,464000,0.495
0.0,0.006,0.52766,465000,0.474
0.0,0.011,0.54009,466000,0.487
0.0,0.013,0.53094,467000,0.478
0.0,0.015,0.53631,468000,0.483
0.0,0.007,0.51637,469000,0.463
0.0,0.017,0.53924,470000,0.486
0.0,0.016,0.5375,471000,0.484
0.0,0.013,0.53623,472000,0.484
0.0,0.014,0.54109,473000,0.488
0.0,0.015,0.5323,474000,0.479
0.0,0.013,0.5449,475000,0.492
0.0,0.016,0.53318,476000,0.481
0.0,0.01,0.53735,477000,0.484
0.0,0.019,0.53349,478000,0.481
0.0,0.011,0.54142,479000,0.489
0.0,0.013,0.52633,480000,0.474
0.0,0.013,0.53564,481000,0.484
0.0,0.016,0.53657,482000,0.484
0.0,0.009,0.53326,483000,0.48
0.0,0.01,0.53782,484000,0.485
