avg_score,avg_diff,loss_train,step_idx,avg_winning
0.53209,0.021,0.0,470000,0.497
0.52801,0.017,0.0,471000,0.493
0.5275,0.023,0.0,472000,0.492
0.52175,0.014,0.0,473000,0.486
0.53805,0.016,0.0,474000,0.503
0.5346,0.025,0.0,475000,0.499
0.52344,0.018,0.0,476000,0.488
0.50538,0.017,0.0,477000,0.47
0.52283,0.012,0.0,478000,0.487
0.51895,0.021,0.0,479000,0.483
0.52842,0.022,0.0,480000,0.495
0.51867,0.019,0.0,481000,0.485
0.52485,0.021,0.0,482000,0.49
0.52661,0.013,0.0,483000,0.492
0.5154,0.019,0.0,484000,0.48
0.51913,0.018,0.0,485000,0.484
0.50726,0.016,0.0,486000,0.472
0.52563,0.018,0.0,487000,0.49
0.52383,0.018,0.0,488000,0.489
0.52332,0.017,0.0,489000,0.488
0.52996,0.022,0.0,490000,0.495
0.52838,0.019,0.0,491000,0.494
0.49476,0.018,0.0,492000,0.461
0.52988,0.019,0.0,493000,0.496
0.50581,0.016,0.0,494000,0.471
0.51641,0.016,0.0,495000,0.484
0.52098,0.014,0.0,496000,0.489
0.4991,0.015,0.0,497000,0.467
0.52117,0.016,0.0,498000,0.489
0.50241,0.02,0.0,499000,0.47
