loss_train,avg_diff,step_idx,avg_winning,avg_score
0.0,0.017,100000,0.244,0.26914
0.0,0.02,101000,0.229,0.25374
0.0,0.023,102000,0.226,0.25166
0.0,0.02,103000,0.228,0.25331
0.0,0.018,104000,0.215,0.24006
0.0,0.015,105000,0.226,0.25079
0.0,0.019,106000,0.223,0.24755
0.0,0.016,107000,0.231,0.25539
0.0,0.019,108000,0.236,0.26158
0.0,0.026,109000,0.235,0.25934
0.0,0.019,110000,0.25,0.27566
0.0,0.017,111000,0.257,0.28293
0.0,0.027,112000,0.227,0.25367
0.0,0.013,113000,0.252,0.27728
0.0,0.022,114000,0.279,0.30517
0.0,0.029,115000,0.276,0.3009
0.0,0.023,116000,0.266,0.2915
0.0,0.019,117000,0.24,0.26483
0.0,0.014,118000,0.28,0.30571
0.0,0.019,119000,0.277,0.30114
0.0,0.019,120000,0.256,0.28135
0.0,0.021,121000,0.279,0.30474
0.0,0.024,122000,0.279,0.30422
0.0,0.021,123000,0.273,0.29701
0.0,0.025,124000,0.274,0.29809
0.0,0.021,125000,0.267,0.29205
0.0,0.019,126000,0.296,0.32227
0.0,0.011,127000,0.302,0.32746
0.0,0.016,128000,0.292,0.31647
0.0,0.018,129000,0.293,0.31825
0.0,0.029,130000,0.264,0.28824
0.0,0.022,131000,0.267,0.29152
0.0,0.015,132000,0.282,0.30456
0.0,0.019,133000,0.273,0.29558
0.0,0.02,134000,0.285,0.30937
0.0,0.019,135000,0.269,0.29188
0.0,0.021,136000,0.304,0.32681
0.0,0.02,137000,0.327,0.35132
0.0,0.012,138000,0.315,0.33783
0.0,0.018,139000,0.333,0.35651
0.0,0.017,140000,0.33,0.35332
0.0,0.022,141000,0.324,0.34723
0.0,0.019,142000,0.325,0.34758
0.0,0.021,143000,0.327,0.35009
0.0,0.022,144000,0.344,0.36587
0.0,0.017,145000,0.343,0.36459
0.0,0.015,146000,0.319,0.34068
0.0,0.019,147000,0.329,0.35043
0.0,0.016,148000,0.322,0.34254
0.0,0.015,149000,0.315,0.33576
0.0,0.018,150000,0.321,0.34177
0.0,0.019,151000,0.303,0.32482
0.0,0.012,152000,0.328,0.34912
0.0,0.021,153000,0.326,0.34772
0.0,0.016,154000,0.347,0.36868
0.0,0.01,155000,0.323,0.34292
0.0,0.023,156000,0.33,0.35076
0.0,0.018,157000,0.333,0.35434
0.0,0.019,158000,0.346,0.36814
0.0,0.017,159000,0.323,0.34648
0.0,0.018,160000,0.329,0.35204
0.0,0.021,161000,0.328,0.34976
0.0,0.023,162000,0.353,0.37603
0.0,0.019,163000,0.332,0.35404
0.0,0.023,164000,0.319,0.34064
0.0,0.021,165000,0.344,0.36481
0.0,0.012,166000,0.336,0.35602
0.0,0.015,167000,0.343,0.36273
0.0,0.009,168000,0.334,0.35333
0.0,0.018,169000,0.343,0.36248
0.0,0.019,170000,0.345,0.36387
0.0,0.013,171000,0.323,0.34235
0.0,0.013,172000,0.34,0.35923
0.0,0.02,173000,0.339,0.35868
0.0,0.011,174000,0.334,0.35395
0.0,0.014,175000,0.348,0.3682
0.0,0.011,176000,0.326,0.34628
0.0,0.014,177000,0.33,0.35019
0.0,0.013,178000,0.345,0.36617
0.0,0.015,179000,0.327,0.34779
0.0,0.011,180000,0.336,0.35689
0.0,0.019,181000,0.328,0.34828
0.0,0.018,182000,0.333,0.35383
0.0,0.011,183000,0.35,0.37167
0.0,0.015,184000,0.327,0.34892
0.0,0.017,185000,0.34,0.36132
0.0,0.02,186000,0.336,0.3581
0.0,0.016,187000,0.341,0.36529
0.0,0.018,188000,0.334,0.35671
0.0,0.023,189000,0.33,0.35352
0.0,0.014,190000,0.347,0.37155
0.0,0.015,191000,0.319,0.34304
0.0,0.019,192000,0.337,0.36029
0.0,0.021,193000,0.328,0.35024
0.0,0.015,194000,0.335,0.35785
0.0,0.012,195000,0.351,0.37201
0.0,0.017,196000,0.331,0.35338
0.0,0.01,197000,0.344,0.36671
0.0,0.013,198000,0.326,0.3493
0.0,0.018,199000,0.33,0.35191
0.0,0.014,200000,0.348,0.3707
0.0,0.018,201000,0.333,0.35532
0.0,0.02,202000,0.326,0.348
0.0,0.018,203000,0.319,0.33946
0.0,0.017,204000,0.312,0.33243
0.0,0.02,205000,0.329,0.34933
0.0,0.018,206000,0.346,0.36638
0.0,0.018,207000,0.323,0.34309
0.0,0.018,208000,0.353,0.37266
0.0,0.013,209000,0.347,0.36719
0.0,0.015,210000,0.344,0.36418
0.0,0.018,211000,0.354,0.37451
0.0,0.022,212000,0.333,0.35251
0.0,0.019,213000,0.345,0.3651
0.0,0.016,214000,0.338,0.35821
0.0,0.015,215000,0.342,0.36305
0.0,0.019,216000,0.347,0.37
0.0,0.019,217000,0.331,0.35304
0.0,0.014,218000,0.328,0.34928
0.0,0.015,219000,0.333,0.35349
0.0,0.018,220000,0.332,0.35283
0.0,0.02,221000,0.329,0.35131
0.0,0.016,222000,0.326,0.34873
0.0,0.017,223000,0.317,0.33953
0.0,0.017,224000,0.329,0.35055
0.0,0.014,225000,0.332,0.35446
0.0,0.011,226000,0.338,0.35988
0.0,0.023,227000,0.335,0.357
0.0,0.02,228000,0.338,0.35845
0.0,0.014,229000,0.337,0.35939
0.0,0.019,230000,0.32,0.34267
0.0,0.016,231000,0.344,0.36694
0.0,0.018,232000,0.313,0.33457
0.0,0.016,233000,0.316,0.33794
0.0,0.019,234000,0.337,0.35746
0.0,0.014,235000,0.338,0.35866
0.0,0.018,236000,0.312,0.33362
0.0,0.02,237000,0.338,0.35929
0.0,0.019,238000,0.328,0.34874
0.0,0.017,239000,0.335,0.35531
0.0,0.016,240000,0.321,0.34274
0.0,0.024,241000,0.323,0.34364
0.0,0.018,242000,0.325,0.34599
0.0,0.02,243000,0.348,0.36912
0.0,0.024,244000,0.324,0.34558
0.0,0.022,245000,0.341,0.36238
0.0,0.018,246000,0.329,0.35068
0.0,0.019,247000,0.332,0.35246
0.0,0.016,248000,0.327,0.34837
0.0,0.015,249000,0.325,0.34691
0.0,0.027,250000,0.34,0.36228
0.0,0.023,251000,0.326,0.34816
0.0,0.015,252000,0.326,0.34717
0.0,0.019,253000,0.337,0.3571
0.0,0.022,254000,0.342,0.36053
0.0,0.014,255000,0.339,0.35817
0.0,0.013,256000,0.34,0.35935
0.0,0.017,257000,0.355,0.37391
0.0,0.017,258000,0.327,0.34694
0.0,0.02,259000,0.345,0.36529
0.0,0.021,260000,0.346,0.36925
0.0,0.025,261000,0.334,0.35723
0.0,0.023,262000,0.349,0.37267
0.0,0.024,263000,0.338,0.36083
0.0,0.018,264000,0.334,0.35715
0.0,0.025,265000,0.338,0.36168
0.0,0.018,266000,0.357,0.3794
0.0,0.019,267000,0.366,0.38992
0.0,0.016,268000,0.363,0.38573
0.0,0.016,269000,0.336,0.35879
0.0,0.016,270000,0.349,0.37178
0.0,0.016,271000,0.356,0.37871
0.0,0.013,272000,0.361,0.38345
0.0,0.018,273000,0.355,0.37843
0.0,0.022,274000,0.341,0.36304
0.0,0.03,275000,0.343,0.3658
0.0,0.021,276000,0.35,0.37288
0.0,0.022,277000,0.359,0.38223
0.0,0.023,278000,0.353,0.3771
0.0,0.021,279000,0.352,0.37497
0.0,0.02,280000,0.344,0.36675
0.0,0.017,281000,0.354,0.3779
0.0,0.023,282000,0.326,0.34833
0.0,0.021,283000,0.345,0.36669
0.0,0.018,284000,0.35,0.37238
0.0,0.019,285000,0.338,0.36123
0.0,0.028,286000,0.334,0.35638
0.0,0.02,287000,0.35,0.37245
0.0,0.02,288000,0.346,0.36907
0.0,0.021,289000,0.342,0.36481
0.0,0.026,290000,0.338,0.35934
0.0,0.026,291000,0.338,0.36224
0.0,0.019,292000,0.338,0.36174
0.0,0.026,293000,0.34,0.36327
0.0,0.022,294000,0.329,0.35213
0.0,0.017,295000,0.354,0.37698
0.0,0.025,296000,0.342,0.36567
0.0,0.023,297000,0.347,0.36979
0.0,0.014,298000,0.341,0.36222
0.0,0.017,299000,0.357,0.37905
0.0,0.02,300000,0.346,0.3676
0.0,0.021,301000,0.348,0.36864
0.0,0.018,302000,0.342,0.36255
0.0,0.017,303000,0.341,0.36333
0.0,0.018,304000,0.327,0.35106
0.0,0.017,305000,0.346,0.37016
0.0,0.016,306000,0.338,0.36158
0.0,0.016,307000,0.344,0.36753
0.0,0.018,308000,0.347,0.37176
0.0,0.026,309000,0.343,0.36731
0.0,0.019,310000,0.344,0.36747
0.0,0.018,311000,0.353,0.37585
0.0,0.022,312000,0.35,0.37313
0.0,0.014,313000,0.327,0.34904
0.0,0.019,314000,0.346,0.36839
0.0,0.016,315000,0.346,0.36997
0.0,0.016,316000,0.348,0.37238
0.0,0.019,317000,0.345,0.36894
0.0,0.023,318000,0.364,0.38662
0.0,0.02,319000,0.349,0.37152
0.0,0.017,320000,0.346,0.36955
0.0,0.015,321000,0.36,0.38491
0.0,0.015,322000,0.369,0.39421
0.0,0.022,323000,0.343,0.36624
0.0,0.026,324000,0.361,0.38357
0.0,0.021,325000,0.354,0.37637
0.0,0.017,326000,0.365,0.38687
0.0,0.016,327000,0.353,0.37499
0.0,0.021,328000,0.363,0.3851
0.0,0.019,329000,0.334,0.35538
0.0,0.022,330000,0.353,0.37556
0.0,0.015,331000,0.349,0.37158
0.0,0.015,332000,0.358,0.38056
0.0,0.025,333000,0.361,0.38366
0.0,0.015,334000,0.348,0.37055
0.0,0.018,335000,0.357,0.38006
0.0,0.018,336000,0.366,0.38933
0.0,0.018,337000,0.372,0.39512
0.0,0.023,338000,0.352,0.37482
0.0,0.014,339000,0.368,0.39111
0.0,0.018,340000,0.351,0.37445
0.0,0.017,341000,0.363,0.38708
0.0,0.016,342000,0.358,0.38286
0.0,0.025,343000,0.361,0.38715
0.0,0.021,344000,0.349,0.37443
0.0,0.021,345000,0.345,0.37038
0.0,0.022,346000,0.349,0.37417
0.0,0.017,347000,0.351,0.37493
0.0,0.019,348000,0.354,0.37786
0.0,0.02,349000,0.369,0.39178
0.0,0.024,350000,0.353,0.37394
0.0,0.011,351000,0.362,0.38179
0.0,0.013,352000,0.347,0.3678
0.0,0.017,353000,0.36,0.38097
0.0,0.015,354000,0.341,0.36229
0.0,0.022,355000,0.353,0.37438
0.0,0.019,356000,0.338,0.36007
0.0,0.025,357000,0.345,0.36749
0.0,0.019,358000,0.375,0.40022
0.0,0.026,359000,0.364,0.39027
0.0,0.019,360000,0.369,0.39581
0.0,0.018,361000,0.365,0.39207
0.0,0.022,362000,0.364,0.39001
0.0,0.017,363000,0.378,0.40603
0.0,0.022,364000,0.363,0.39028
0.0,0.018,365000,0.373,0.40016
0.0,0.016,366000,0.381,0.40785
0.0,0.021,367000,0.371,0.39791
0.0,0.021,368000,0.343,0.3702
0.0,0.022,369000,0.359,0.38527
0.0,0.023,370000,0.375,0.4023
0.0,0.025,371000,0.346,0.37177
0.0,0.013,372000,0.373,0.39877
0.0,0.019,373000,0.366,0.39215
0.0,0.022,374000,0.369,0.39503
0.0,0.02,375000,0.365,0.38985
0.0,0.013,376000,0.359,0.3835
0.0,0.02,377000,0.376,0.40099
0.0,0.026,378000,0.362,0.3878
0.0,0.019,379000,0.363,0.38791
0.0,0.017,380000,0.368,0.39317
0.0,0.022,381000,0.357,0.3817
0.0,0.022,382000,0.364,0.39034
0.0,0.027,383000,0.369,0.3944
0.0,0.023,384000,0.372,0.39682
0.0,0.026,385000,0.366,0.39081
0.0,0.016,386000,0.366,0.39021
0.0,0.021,387000,0.379,0.40306
0.0,0.025,388000,0.363,0.38737
0.0,0.026,389000,0.355,0.37942
0.0,0.025,390000,0.372,0.39974
0.0,0.02,391000,0.373,0.40088
0.0,0.021,392000,0.353,0.3795
0.0,0.023,393000,0.36,0.38534
0.0,0.022,394000,0.377,0.4022
0.0,0.022,395000,0.358,0.38325
0.0,0.02,396000,0.369,0.39351
0.0,0.024,397000,0.376,0.40269
0.0,0.018,398000,0.361,0.38681
0.0,0.019,399000,0.365,0.3892
0.0,0.019,400000,0.362,0.38828
0.0,0.025,401000,0.375,0.40203
0.0,0.027,402000,0.369,0.39439
0.0,0.019,403000,0.359,0.38432
0.0,0.023,404000,0.364,0.38986
0.0,0.023,405000,0.361,0.38712
0.0,0.018,406000,0.362,0.38765
0.0,0.023,407000,0.354,0.37913
0.0,0.02,408000,0.359,0.38468
0.0,0.022,409000,0.363,0.38935
0.0,0.024,410000,0.366,0.39282
0.0,0.018,411000,0.371,0.39771
0.0,0.022,412000,0.396,0.423
0.0,0.033,413000,0.363,0.39006
0.0,0.023,414000,0.385,0.41237
0.0,0.02,415000,0.402,0.4292
0.0,0.027,416000,0.392,0.42022
0.0,0.023,417000,0.399,0.4261
0.0,0.023,418000,0.409,0.4355
0.0,0.016,419000,0.396,0.42191
0.0,0.017,420000,0.42,0.44581
0.0,0.015,421000,0.409,0.4338
0.0,0.015,422000,0.424,0.45056
0.0,0.022,423000,0.414,0.44042
0.0,0.017,424000,0.43,0.45574
0.0,0.021,425000,0.425,0.45067
0.0,0.017,426000,0.429,0.45539
0.0,0.019,427000,0.422,0.44923
0.0,0.018,428000,0.408,0.43396
0.0,0.017,429000,0.402,0.42765
0.0,0.019,430000,0.408,0.43583
0.0,0.014,431000,0.403,0.4296
0.0,0.021,432000,0.403,0.43106
0.0,0.024,433000,0.406,0.43334
0.0,0.025,434000,0.417,0.44432
0.0,0.024,435000,0.402,0.42806
0.0,0.026,436000,0.427,0.45247
0.0,0.02,437000,0.399,0.42092
0.0,0.021,438000,0.417,0.44011
0.0,0.015,439000,0.404,0.42742
0.0,0.016,440000,0.403,0.42668
0.0,0.019,441000,0.386,0.40947
0.0,0.017,442000,0.401,0.42404
0.0,0.019,443000,0.4,0.42276
0.0,0.017,444000,0.409,0.43124
0.0,0.018,445000,0.403,0.42456
0.0,0.017,446000,0.386,0.40743
0.0,0.013,447000,0.414,0.43605
0.0,0.016,448000,0.399,0.42152
0.0,0.013,449000,0.407,0.42984
0.0,0.023,450000,0.398,0.42197
0.0,0.018,451000,0.414,0.43836
0.0,0.02,452000,0.395,0.41869
0.0,0.025,453000,0.399,0.42315
0.0,0.027,454000,0.402,0.42615
0.0,0.02,455000,0.404,0.42819
0.0,0.021,456000,0.404,0.42965
0.0,0.018,457000,0.404,0.42975
0.0,0.021,458000,0.406,0.43102
0.0,0.018,459000,0.408,0.4334
0.0,0.023,460000,0.407,0.43357
0.0,0.017,461000,0.405,0.43161
0.0,0.019,462000,0.401,0.42706
0.0,0.018,463000,0.403,0.42911
0.0,0.024,464000,0.38,0.40517
0.0,0.019,465000,0.396,0.42158
0.0,0.015,466000,0.393,0.41819
0.0,0.022,467000,0.408,0.43351
0.0,0.016,468000,0.387,0.41121
0.0,0.026,469000,0.387,0.41044
0.0,0.025,470000,0.378,0.40206
0.0,0.02,471000,0.4,0.42311
0.0,0.017,472000,0.4,0.42311
0.0,0.026,473000,0.398,0.42124
0.0,0.025,474000,0.4,0.42369
0.0,0.026,475000,0.405,0.42975
0.0,0.017,476000,0.41,0.43608
0.0,0.021,477000,0.401,0.42653
0.0,0.024,478000,0.391,0.41588
0.0,0.019,479000,0.404,0.43084
0.0,0.024,480000,0.397,0.4225
0.0,0.023,481000,0.404,0.42967
0.0,0.021,482000,0.399,0.42574
0.0,0.017,483000,0.382,0.40771
0.0,0.02,484000,0.406,0.43184
0.0,0.02,485000,0.4,0.42669
0.0,0.016,486000,0.413,0.44014
0.0,0.024,487000,0.414,0.44109
0.0,0.022,488000,0.407,0.43317
0.0,0.027,489000,0.417,0.44381
0.0,0.03,490000,0.401,0.42864
0.0,0.022,491000,0.389,0.41546
0.0,0.022,492000,0.407,0.4343
0.0,0.016,493000,0.407,0.43237
0.0,0.022,494000,0.415,0.4412
0.0,0.02,495000,0.4,0.42527
0.0,0.022,496000,0.403,0.42876
0.0,0.02,497000,0.413,0.4393
0.0,0.02,498000,0.413,0.43975
0.0,0.016,499000,0.392,0.418
