avg_score,loss_train,avg_diff,step_idx,avg_winning
0.51125,0.0,0.011,443000,0.483
0.49701,0.0,0.016,444000,0.469
0.50693,0.0,0.013,445000,0.479
0.5086,0.0,0.021,446000,0.48
0.50713,0.0,0.027,447000,0.478
0.52197,0.0,0.011,448000,0.492
0.52193,0.0,0.02,449000,0.493
0.51064,0.0,0.014,450000,0.481
0.51526,0.0,0.017,451000,0.486
0.51031,0.0,0.019,452000,0.481
0.52664,0.0,0.013,453000,0.496
0.52191,0.0,0.012,454000,0.492
0.51921,0.0,0.02,455000,0.49
0.51256,0.0,0.016,456000,0.483
0.50781,0.0,0.008,457000,0.479
0.51383,0.0,0.01,458000,0.485
0.51211,0.0,0.023,459000,0.484
0.50497,0.0,0.015,460000,0.477
0.49595,0.0,0.012,461000,0.468
0.49143,0.0,0.018,462000,0.463
0.50378,0.0,0.017,463000,0.476
0.51075,0.0,0.016,464000,0.483
0.52086,0.0,0.02,465000,0.493
0.48843,0.0,0.019,466000,0.461
0.49842,0.0,0.015,467000,0.471
0.48995,0.0,0.016,468000,0.463
0.50171,0.0,0.015,469000,0.474
0.50523,0.0,0.014,470000,0.477
0.50736,0.0,0.013,471000,0.478
0.49425,0.0,0.008,472000,0.466
0.50977,0.0,0.012,473000,0.482
0.49957,0.0,0.016,474000,0.472
0.50277,0.0,0.009,475000,0.475
0.49796,0.0,0.02,476000,0.47
0.51334,0.0,0.011,477000,0.486
0.50619,0.0,0.017,478000,0.479
0.5268,0.0,0.015,479000,0.499
0.49556,0.0,0.021,480000,0.469
0.51631,0.0,0.01,481000,0.488
0.51511,0.0,0.012,482000,0.487
0.53373,0.0,0.01,483000,0.505
0.50176,0.0,0.015,484000,0.473
0.50488,0.0,0.005,485000,0.477
0.51341,0.0,0.009,486000,0.484
0.50768,0.0,0.023,487000,0.479
0.52034,0.0,0.006,488000,0.491
0.50876,0.0,0.013,489000,0.479
0.51516,0.0,0.009,490000,0.486
0.51609,0.0,0.009,491000,0.487
0.51423,0.0,0.01,492000,0.485
0.49738,0.0,0.01,493000,0.468
0.50116,0.0,0.016,494000,0.471
0.52229,0.0,0.013,495000,0.491
0.5205,0.0,0.008,496000,0.489
0.50252,0.0,0.013,497000,0.471
0.51543,0.0,0.016,498000,0.484
0.50123,0.0,0.012,499000,0.471
