step_idx,avg_winning
300,0.15000000000000002
600,0.22999999999999998
900,0.235
1200,0.265
1500,0.3
1800,0.21500000000000002
2100,0.275
2400,0.26
2700,0.3
3000,0.27
3300,0.365
3600,0.485
3900,0.41
4200,0.385
4500,0.475
4800,0.52
5100,0.52
5400,0.455
5700,0.5650000000000001
6000,0.535
6300,0.52
6600,0.515
6900,0.56
7200,0.51
7500,0.49
7800,0.52
8100,0.51
8400,0.485
8700,0.515
9000,0.485
9300,0.475
9600,0.48
9900,0.45
10200,0.455
10500,0.47
10800,0.475
11100,0.385
11400,0.46499999999999997
11700,0.47
12000,0.46499999999999997
12300,0.435
12600,0.445
12900,0.38
13200,0.44
13500,0.44
13800,0.475
14100,0.5
14400,0.485
14700,0.44
15000,0.46499999999999997
15300,0.44
15600,0.39
15900,0.425
16200,0.435
16500,0.48
16800,0.455
17100,0.39
17400,0.45
17700,0.48
18000,0.45999999999999996
18300,0.43
18600,0.435
18900,0.445
19200,0.5
19500,0.475
19800,0.45999999999999996
20100,0.415
20400,0.435
20700,0.39499999999999996
21000,0.475
21300,0.45999999999999996
21600,0.47
21900,0.455
22200,0.415
22500,0.445
22800,0.44
23100,0.46499999999999997
23400,0.45
23700,0.435
24000,0.44
24300,0.385
24600,0.40499999999999997
24900,0.39999999999999997
25200,0.40499999999999997
25500,0.385
25800,0.35
26100,0.415
26400,0.38
26700,0.375
27000,0.39499999999999996
27300,0.375
27600,0.39999999999999997
27900,0.375
28200,0.385
28500,0.365
28800,0.355
29100,0.36
29400,0.395
29700,0.37
30000,0.365
30300,0.35
30600,0.38
30900,0.39
31200,0.365
31500,0.38
31800,0.355
32100,0.385
32400,0.32
32700,0.39
33000,0.40499999999999997
33300,0.39999999999999997
33600,0.39
33900,0.38
34200,0.40499999999999997
34500,0.435
34800,0.395
35100,0.35
35400,0.40499999999999997
35700,0.365
36000,0.39
36300,0.39999999999999997
36600,0.41
36900,0.40499999999999997
37200,0.415
37500,0.41
37800,0.455
38100,0.46499999999999997
38400,0.5
38700,0.455
39000,0.435
39300,0.39499999999999996
39600,0.41
39900,0.415
40200,0.365
40500,0.395
40800,0.42
41100,0.375
41400,0.38
41700,0.39999999999999997
42000,0.40499999999999997
42300,0.37
42600,0.39999999999999997
42900,0.355
43200,0.365
43500,0.39
43800,0.445
44100,0.47
44400,0.42
44700,0.45999999999999996
45000,0.435
45300,0.425
45600,0.45
45900,0.39999999999999997
46200,0.39999999999999997
46500,0.38
46800,0.41
47100,0.435
47400,0.425
47700,0.425
48000,0.43
48300,0.42
48600,0.37
48900,0.39999999999999997
49200,0.385
