step_idx,avg_winning
300,0.21500000000000002
600,0.22000000000000003
900,0.26
1200,0.255
1500,0.265
1800,0.22000000000000003
2100,0.235
2400,0.25
2700,0.245
3000,0.345
3300,0.36
3600,0.41
3900,0.305
4200,0.3
4500,0.345
4800,0.33999999999999997
5100,0.38
5400,0.39499999999999996
5700,0.41
6000,0.40499999999999997
6300,0.40499999999999997
6600,0.415
6900,0.43
7200,0.425
7500,0.425
7800,0.41
8100,0.38
8400,0.435
8700,0.425
9000,0.41
9300,0.375
9600,0.455
9900,0.42
10200,0.425
10500,0.45999999999999996
10800,0.39999999999999997
11100,0.415
11400,0.45
11700,0.40499999999999997
12000,0.40499999999999997
12300,0.44
12600,0.44
12900,0.415
13200,0.42
13500,0.43
13800,0.425
14100,0.45
14400,0.385
14700,0.425
15000,0.435
15300,0.41
15600,0.40499999999999997
15900,0.42
16200,0.42
16500,0.385
16800,0.39
17100,0.385
17400,0.435
17700,0.435
18000,0.39999999999999997
18300,0.42
18600,0.44
18900,0.425
19200,0.41
19500,0.39
19800,0.38
20100,0.39499999999999996
20400,0.425
20700,0.415
21000,0.39
21300,0.42
21600,0.425
21900,0.435
22200,0.455
22500,0.375
22800,0.41
23100,0.40499999999999997
23400,0.415
23700,0.42
24000,0.39
24300,0.42
24600,0.45
24900,0.435
25200,0.39
25500,0.435
25800,0.43
26100,0.435
26400,0.385
26700,0.455
27000,0.485
27300,0.505
27600,0.455
27900,0.365
28200,0.385
28500,0.41
28800,0.445
29100,0.46499999999999997
29400,0.46499999999999997
29700,0.45999999999999996
30000,0.455
30300,0.43
30600,0.44
30900,0.42
31200,0.445
31500,0.36
31800,0.40499999999999997
32100,0.45
32400,0.45999999999999996
32700,0.47
33000,0.43
33300,0.45999999999999996
33600,0.45
33900,0.475
34200,0.46499999999999997
34500,0.415
34800,0.45
35100,0.435
35400,0.445
35700,0.43
36000,0.5
36300,0.45999999999999996
36600,0.48
36900,0.475
37200,0.485
37500,0.485
37800,0.48
38100,0.42
38400,0.445
38700,0.45999999999999996
39000,0.48
39300,0.485
39600,0.505
39900,0.505
40200,0.46499999999999997
40500,0.475
40800,0.5
41100,0.435
41400,0.425
41700,0.45
42000,0.415
42300,0.36
42600,0.41
42900,0.365
43200,0.43
43500,0.445
43800,0.435
44100,0.42
44400,0.435
44700,0.46499999999999997
45000,0.435
45300,0.365
45600,0.345
45900,0.45
46200,0.39999999999999997
46500,0.40499999999999997
46800,0.43
47100,0.425
47400,0.39999999999999997
47700,0.41
48000,0.455
48300,0.40499999999999997
48600,0.43
48900,0.44
49200,0.41
49500,0.435
49800,0.40499999999999997
50100,0.39
50400,0.425
50700,0.39
51000,0.40499999999999997
51300,0.355
51600,0.355
51900,0.42
52200,0.39
52500,0.42
52800,0.415
53100,0.475
53400,0.445
53700,0.48
54000,0.435
54300,0.40499999999999997
54600,0.445
54900,0.415
55200,0.425
55500,0.41
55800,0.375
56100,0.38
56400,0.365
56700,0.37
57000,0.39
57300,0.375
57600,0.37
57900,0.415
58200,0.42
58500,0.43
58800,0.42
59100,0.40499999999999997
59400,0.39
59700,0.41
60000,0.35
60300,0.425
60600,0.385
60900,0.39499999999999996
61200,0.37
61500,0.385
61800,0.39
62100,0.355
62400,0.38
62700,0.375
63000,0.38
63300,0.385
63600,0.38
63900,0.375
64200,0.385
64500,0.42
64800,0.39499999999999996
65100,0.38
65400,0.385
65700,0.42
66000,0.385
66300,0.41
66600,0.425
66900,0.40499999999999997
67200,0.39499999999999996
67500,0.385
67800,0.43
68100,0.45999999999999996
68400,0.445
68700,0.445
69000,0.44
69300,0.445
69600,0.45999999999999996
69900,0.475
70200,0.435
70500,0.39999999999999997
70800,0.41
71100,0.41
71400,0.40499999999999997
