avg_score,avg_score_no,avg_diff,step_idx,avg_winning,loss_train
0.46836,0.03836,0.005,162000,0.43,-0.015
0.47303,0.03803,0.01,162300,0.435,-0.022
0.47881,0.03881,0.015,162600,0.44,0.014
0.4758,0.0408,0.005,162900,0.435,-0.024
0.45918,0.03918,0.02,163200,0.42,-0.049
0.4639,0.0389,0.015,163500,0.425,-0.027
0.44888,0.03888,0.015,163800,0.41,-0.023
0.43855,0.03855,0.01,164100,0.4,0.021
0.47887,0.03887,0.015,164400,0.44,-0.007
0.44353,0.03853,-0.005,164700,0.405,0.006
0.43871,0.03871,0.025,165000,0.4,-0.019
0.47935,0.03935,0.0,165300,0.44,-0.0
0.45505,0.04005,0.005,165600,0.415,0.001
0.44355,0.03855,0.01,165900,0.405,-0.024
0.46038,0.04038,-0.005,166200,0.42,-0.027
0.44952,0.03952,0.005,166500,0.41,-0.058
0.44487,0.03987,0.005,166800,0.405,-0.007
0.44296,0.03796,0.02,167100,0.405,-0.044
0.44468,0.03968,0.04,167400,0.405,0.007
0.47721,0.03721,0.025,167700,0.44,-0.019
0.44296,0.03796,0.01,168000,0.405,0.02
0.46345,0.03845,0.01,168300,0.425,-0.033
0.4698,0.0398,0.015,168600,0.43,-0.042
0.46482,0.03982,0.005,168900,0.425,-0.018
0.43833,0.03833,-0.005,169200,0.4,-0.013
0.42393,0.03893,0.02,169500,0.385,-0.029
0.43377,0.03877,0.02,169800,0.395,-0.025
0.41835,0.03835,0.03,170100,0.38,-0.035
0.45687,0.03687,0.04,170400,0.42,-0.031
0.45699,0.03699,0.03,170700,0.42,-0.057
0.43005,0.03505,0.025,171000,0.395,0.017
0.43105,0.03605,0.015,171300,0.395,0.009
0.46127,0.03627,0.01,171600,0.425,-0.045
0.45682,0.03682,0.015,171900,0.42,-0.004
0.44893,0.03893,-0.005,172200,0.41,-0.036
0.42271,0.03771,0.005,172500,0.385,-0.067
0.43724,0.03724,0.03,172800,0.4,-0.024
0.49415,0.03915,0.025,173100,0.455,-0.035
0.46824,0.03824,0.02,173400,0.43,-0.082
0.45405,0.03905,0.0,173700,0.415,-0.022
0.44209,0.03709,0.025,174000,0.405,0.01
0.4531,0.0381,0.0,174300,0.415,-0.045
0.43288,0.03788,0.015,174600,0.395,-0.028
0.48767,0.03767,0.015,174900,0.45,-0.044
0.46668,0.03668,0.015,175200,0.43,-0.019
0.48789,0.03789,0.01,175500,0.45,-0.02
0.45322,0.03822,0.005,175800,0.415,-0.013
0.4516,0.0366,0.025,176100,0.415,-0.069
0.43881,0.03381,0.025,176400,0.405,-0.019
0.45972,0.03472,0.005,176700,0.425,-0.052
0.43327,0.03827,0.015,177000,0.395,0.016
0.45694,0.03694,0.02,177300,0.42,-0.043
0.47117,0.03617,-0.005,177600,0.435,-0.052
0.47059,0.03559,0.035,177900,0.435,-0.043
0.47761,0.03761,0.02,178200,0.44,-0.037
0.47156,0.03656,0.03,178500,0.435,-0.02
0.44795,0.03795,0.01,178800,0.41,-0.022
0.47153,0.03653,0.025,179100,0.435,-0.085
0.47747,0.03747,0.035,179400,0.44,-0.002
0.47767,0.03767,0.02,179700,0.44,-0.023
0.47624,0.03624,0.04,180000,0.44,0.042
0.45064,0.03564,0.02,180300,0.415,-0.036
0.48177,0.03677,0.035,180600,0.445,-0.046
0.50983,0.03483,0.03,180900,0.475,-0.053
0.50073,0.03573,0.03,181200,0.465,-0.041
0.48074,0.03574,0.03,181500,0.445,0.026
0.46981,0.03481,0.035,181800,0.435,-0.028
0.46984,0.03484,0.04,182100,0.435,-0.003
0.47987,0.03487,0.045,182400,0.445,-0.054
0.49878,0.03378,0.03,182700,0.465,-0.067
0.46805,0.03305,0.04,183000,0.435,-0.018
0.48958,0.03458,0.01,183300,0.455,-0.045
0.4907,0.0357,0.005,183600,0.455,-0.039
0.46363,0.03363,0.025,183900,0.43,-0.013
0.50481,0.03481,0.02,184200,0.47,0.003
0.52632,0.03632,0.015,184500,0.49,0.025
0.49564,0.03564,0.025,184800,0.46,-0.009
0.47992,0.03492,0.005,185100,0.445,-0.023
0.48514,0.03514,0.01,185400,0.45,-0.046
0.49093,0.03593,0.02,185700,0.455,0.013
0.47473,0.03473,0.025,186000,0.44,-0.006
0.4966,0.0366,0.02,186300,0.46,-0.028
0.45095,0.03595,0.02,186600,0.415,-0.027
0.49696,0.03696,0.02,186900,0.46,-0.003
0.49051,0.03551,0.01,187200,0.455,-0.048
0.49131,0.03631,0.005,187500,0.455,0.003
0.49715,0.03715,0.01,187800,0.46,-0.009
0.49201,0.03701,0.025,188100,0.455,-0.007
0.52276,0.03776,0.015,188400,0.485,0.005
0.49838,0.03838,0.025,188700,0.46,-0.001
0.50651,0.03651,0.005,189000,0.47,-0.03
0.52258,0.03758,0.01,189300,0.485,0.043
0.52319,0.03819,0.01,189600,0.485,0.006
0.49982,0.03982,0.015,189900,0.46,-0.053
0.50005,0.04005,-0.005,190200,0.46,-0.012
0.50537,0.04037,0.01,190500,0.465,-0.024
0.53023,0.04023,0.015,190800,0.49,-0.028
0.48738,0.03738,0.005,191100,0.45,-0.071
0.49215,0.03715,0.005,191400,0.455,-0.091
0.51615,0.03615,0.02,191700,0.48,-0.038
0.52494,0.03494,0.0,192000,0.49,0.013
0.49499,0.03499,0.02,192300,0.46,-0.02
0.50585,0.03585,0.015,192600,0.47,0.021
0.48596,0.03596,0.005,192900,0.45,-0.078
0.45166,0.03666,0.01,193200,0.415,0.012
0.51282,0.03782,0.005,193500,0.475,-0.022
0.50336,0.03836,0.015,193800,0.465,-0.032
0.49395,0.03895,0.0,194100,0.455,-0.03
0.45905,0.03905,0.03,194400,0.42,-0.055
0.45861,0.03861,0.005,194700,0.42,-0.008
0.4889,0.0389,0.01,195000,0.45,-0.017
0.47618,0.03618,0.01,195300,0.44,-0.055
0.46595,0.03595,0.005,195600,0.43,0.02
0.46623,0.03623,0.01,195900,0.43,-0.038
0.46116,0.03616,0.005,196200,0.425,-0.029
0.50202,0.03702,0.005,196500,0.465,-0.006
0.49684,0.03684,0.005,196800,0.46,-0.029
0.47635,0.03635,0.02,197100,0.44,0.005
0.46868,0.03868,0.01,197400,0.43,0.01
0.46881,0.03881,0.005,197700,0.43,0.016
0.4615,0.0365,0.025,198000,0.425,-0.029
0.49586,0.03586,0.005,198300,0.46,-0.036
0.50089,0.03589,0.01,198600,0.465,-0.021
0.51391,0.03391,0.005,198900,0.48,-0.031
0.49454,0.03454,0.01,199200,0.46,-0.031
0.4544,0.0344,0.015,199500,0.42,-0.009
0.49866,0.03866,0.0,199800,0.46,-0.023
0.47659,0.03659,0.01,200100,0.44,-0.03
0.45987,0.03487,0.02,200400,0.425,-0.048
0.47361,0.03361,0.015,200700,0.44,-0.11
0.484,0.034,0.01,201000,0.45,-0.054
0.49385,0.03385,0.02,201300,0.46,-0.057
0.49411,0.03411,0.02,201600,0.46,-0.063
0.48439,0.03439,0.015,201900,0.45,0.023
0.47416,0.03416,0.01,202200,0.44,-0.049
0.50174,0.03174,0.01,202500,0.47,-0.03
0.46265,0.03265,0.01,202800,0.43,-0.014
0.48789,0.03289,0.01,203100,0.455,-0.011
0.51255,0.03255,0.02,203400,0.48,-0.013
0.50815,0.03315,0.015,203700,0.475,-0.058
0.48141,0.03141,-0.005,204000,0.45,-0.015
0.5061,0.0311,0.02,204300,0.475,-0.04
0.46766,0.03266,0.005,204600,0.435,0.017
0.47397,0.03397,0.015,204900,0.44,-0.033
0.48366,0.03366,0.01,205200,0.45,-0.031
0.47798,0.03298,-0.005,205500,0.445,-0.004
0.48438,0.03438,0.01,205800,0.45,0.002
0.45911,0.03411,0.005,206100,0.425,-0.021
0.48988,0.03488,0.01,206400,0.455,-0.031
0.45958,0.03458,0.005,206700,0.425,0.027
0.50081,0.03581,0.015,207000,0.465,-0.003
0.49536,0.03536,0.02,207300,0.46,-0.043
0.45534,0.03534,0.025,207600,0.42,0.001
0.46533,0.03533,0.01,207900,0.43,-0.031
0.49283,0.03283,0.015,208200,0.46,-0.0
0.51563,0.03563,0.005,208500,0.48,-0.047
0.48753,0.03253,0.015,208800,0.455,-0.035
0.48357,0.03357,0.025,209100,0.45,-0.052
0.44342,0.03342,0.01,209400,0.41,0.001
0.48003,0.03503,0.005,209700,0.445,0.013
0.45559,0.03559,0.0,210000,0.42,-0.04
0.44929,0.03429,-0.01,210300,0.415,-0.045
0.48085,0.03585,-0.02,210600,0.445,-0.017
0.47475,0.03475,0.01,210900,0.44,-0.098
0.46805,0.03305,0.0,211200,0.435,0.014
0.47847,0.03347,0.005,211500,0.445,-0.034
0.49368,0.03368,-0.015,211800,0.46,-0.001
0.47266,0.03266,0.005,212100,0.44,-0.034
0.50548,0.03548,0.0,212400,0.47,-0.013
0.4807,0.0357,-0.01,212700,0.445,-0.039
0.44935,0.03435,0.01,213000,0.415,-0.01
0.49,0.035,0.01,213300,0.455,0.001
0.44826,0.03326,0.005,213600,0.415,-0.05
0.48523,0.03523,0.005,213900,0.45,-0.023
0.52263,0.03763,0.01,214200,0.485,0.054
0.49699,0.03699,0.01,214500,0.46,0.051
0.50103,0.03603,0.02,214800,0.465,-0.063
0.51645,0.03645,-0.005,215100,0.48,0.04
0.53155,0.03655,0.005,215400,0.495,-0.032
0.50669,0.03669,0.0,215700,0.47,0.007
0.50787,0.03787,0.0,216000,0.47,-0.036
0.49081,0.03581,0.01,216300,0.455,-0.006
0.50253,0.03753,0.01,216600,0.465,-0.021
0.48898,0.03898,0.005,216900,0.45,-0.017
0.48974,0.03974,0.01,217200,0.45,-0.023
0.50016,0.04016,0.01,217500,0.46,-0.044
0.51124,0.04124,0.02,217800,0.47,0.033
0.46418,0.03918,0.015,218100,0.425,-0.02
0.46872,0.03872,0.025,218400,0.43,-0.066
0.45853,0.03853,0.025,218700,0.42,-0.046
0.46294,0.03794,0.02,219000,0.425,0.007
0.44156,0.03656,0.035,219300,0.405,-0.048
0.45194,0.03694,0.035,219600,0.415,-0.031
0.47379,0.03379,0.03,219900,0.44,-0.039
0.48434,0.03934,0.025,220200,0.445,-0.038
0.46253,0.03753,0.02,220500,0.425,-0.048
0.47282,0.03782,0.015,220800,0.435,-0.008
0.45983,0.03483,0.025,221100,0.425,0.008
0.48231,0.03731,0.015,221400,0.445,0.005
0.44941,0.03941,0.01,221700,0.41,0.032
0.46445,0.03945,0.0,222000,0.425,-0.055
0.4758,0.0408,0.015,222300,0.435,-0.029
0.45978,0.03978,0.02,222600,0.42,0.008
0.44471,0.03971,0.01,222900,0.405,0.024
0.466,0.041,0.015,223200,0.425,0.0
0.51183,0.04183,0.01,223500,0.47,-0.061
0.46886,0.03886,0.005,223800,0.43,-0.044
0.47021,0.04021,0.01,224100,0.43,-0.026
0.46829,0.03829,0.01,224400,0.43,-0.016
0.49073,0.04073,0.02,224700,0.45,-0.005
0.49467,0.03967,-0.005,225000,0.455,-0.07
0.47418,0.03918,0.01,225300,0.435,-0.068
0.44306,0.03806,0.03,225600,0.405,-0.064
0.4323,0.0373,0.02,225900,0.395,-0.043
0.45638,0.03638,0.025,226200,0.42,-0.038
0.4799,0.0399,0.025,226500,0.44,-0.027
0.4825,0.0375,0.005,226800,0.445,-0.042
0.45341,0.03841,0.02,227100,0.415,0.032
0.49006,0.04006,0.025,227400,0.45,0.013
0.50946,0.03946,0.01,227700,0.47,-0.021
0.48553,0.04053,0.005,228000,0.445,0.004
0.47891,0.03891,0.0,228300,0.44,-0.026
0.48507,0.04007,0.015,228600,0.445,-0.017
0.47946,0.03946,0.025,228900,0.44,-0.013
0.5004,0.0404,0.015,229200,0.46,0.013
0.46427,0.03927,0.015,229500,0.425,-0.043
0.46462,0.03962,0.01,229800,0.425,-0.049
0.4788,0.0388,0.02,230100,0.44,-0.015
0.47626,0.03626,0.015,230400,0.44,-0.005
0.42929,0.03429,0.02,230700,0.395,-0.035
0.47083,0.03583,0.015,231000,0.435,-0.048
0.47141,0.03641,0.01,231300,0.435,-0.067
0.4458,0.0358,0.015,231600,0.41,0.013
0.46004,0.03504,0.02,231900,0.425,-0.051
0.45988,0.03488,0.02,232200,0.425,-0.004
0.49166,0.03666,0.025,232500,0.455,-0.02
0.46632,0.03632,0.025,232800,0.43,-0.023
0.4931,0.0381,0.015,233100,0.455,-0.005
0.48576,0.04076,0.02,233400,0.445,-0.062
0.50023,0.04023,0.01,233700,0.46,-0.015
0.52004,0.04004,0.005,234000,0.48,-0.034
0.47407,0.03907,0.005,234300,0.435,-0.022
0.50042,0.04042,0.015,234600,0.46,-0.038
0.52541,0.04041,0.01,234900,0.485,0.001
0.48752,0.03752,0.005,235200,0.45,-0.06
0.48904,0.03904,0.025,235500,0.45,-0.053
0.50316,0.03816,0.005,235800,0.465,-0.057
0.49919,0.03919,-0.005,236100,0.46,-0.005
0.52962,0.03962,0.005,236400,0.49,-0.031
0.50254,0.03754,-0.005,236700,0.465,-0.04
0.50787,0.03787,-0.005,237000,0.47,-0.053
0.47261,0.03761,0.015,237300,0.435,-0.012
0.49923,0.03923,0.015,237600,0.46,-0.039
0.47918,0.03918,0.03,237900,0.44,-0.025
0.50688,0.03688,0.005,238200,0.47,-0.058
0.5179,0.0379,0.01,238500,0.48,-0.007
0.49969,0.03969,0.0,238800,0.46,-0.035
0.49982,0.03982,0.005,239100,0.46,-0.024
0.50184,0.03684,0.005,239400,0.465,-0.052
0.51672,0.03672,0.005,239700,0.48,-0.057
0.51193,0.03693,0.01,240000,0.475,-0.046
0.49479,0.03479,0.025,240300,0.46,-0.064
0.51225,0.03725,-0.005,240600,0.475,-0.037
0.50728,0.03728,0.005,240900,0.47,-0.012
0.50273,0.03773,0.01,241200,0.465,-0.01
0.53098,0.03598,0.0,241500,0.495,-0.048
0.47906,0.03406,0.005,241800,0.445,-0.028
0.48645,0.03645,0.0,242100,0.45,-0.053
0.51593,0.03593,0.01,242400,0.48,-0.014
0.48113,0.03613,0.02,242700,0.445,0.01
0.49039,0.03539,0.015,243000,0.455,-0.071
0.4981,0.0381,0.02,243300,0.46,-0.032
0.52258,0.03758,0.01,243600,0.485,-0.011
0.50609,0.03609,0.01,243900,0.47,-0.029
0.47017,0.03517,0.03,244200,0.435,-0.038
0.47758,0.03258,0.025,244500,0.445,-0.057
0.4654,0.0354,0.01,244800,0.43,-0.035
0.46873,0.03373,0.025,245100,0.435,-0.005
0.46965,0.03465,0.02,245400,0.435,-0.037
0.4498,0.0348,0.025,245700,0.415,-0.017
0.47001,0.03501,0.025,246000,0.435,-0.051
0.533,0.033,0.025,246300,0.5,0.003
0.54158,0.03158,0.02,246600,0.51,-0.039
0.49236,0.03236,0.025,246900,0.46,-0.031
0.54767,0.03267,0.025,247200,0.515,-0.017
0.52871,0.03371,0.025,247500,0.495,-0.004
0.52738,0.03238,0.015,247800,0.495,-0.037
0.50006,0.03506,0.015,248100,0.465,0.007
0.49632,0.03632,0.02,248400,0.46,-0.042
0.52666,0.03666,0.025,248700,0.49,-0.047
0.4946,0.0346,0.015,249000,0.46,0.018
0.51004,0.03504,0.01,249300,0.475,-0.088
0.48627,0.03627,0.0,249600,0.45,-0.039
0.46704,0.03704,0.03,249900,0.43,-0.058
0.4502,0.0352,0.02,250200,0.415,-0.051
0.46984,0.03484,0.015,250500,0.435,-0.018
0.51467,0.03467,0.005,250800,0.48,-0.048
0.47645,0.03645,0.02,251100,0.44,-0.0
0.46629,0.03629,-0.005,251400,0.43,-0.04
0.49613,0.03613,0.02,251700,0.46,-0.092
0.45691,0.03691,0.03,252000,0.42,0.019
0.50552,0.03552,0.015,252300,0.47,-0.023
0.48953,0.03453,0.015,252600,0.455,-0.008
0.4857,0.0357,0.005,252900,0.45,-0.032
0.54896,0.03396,0.005,253200,0.515,-0.08
0.52468,0.03468,0.01,253500,0.49,-0.036
0.50836,0.03336,0.02,253800,0.475,-0.128
0.54286,0.03286,0.02,254100,0.51,-0.08
0.54503,0.03503,0.01,254400,0.51,0.003
0.52694,0.03694,0.015,254700,0.49,-0.054
0.52158,0.03658,0.02,255000,0.485,-0.002
0.51331,0.03831,0.01,255300,0.475,-0.01
0.49835,0.03835,0.02,255600,0.46,-0.029
0.52829,0.03829,0.025,255900,0.49,0.004
0.5134,0.0384,0.015,256200,0.475,-0.024
0.50482,0.03982,0.015,256500,0.465,-0.025
0.51926,0.03926,0.01,256800,0.48,-0.048
0.54056,0.04056,0.025,257100,0.5,0.006
0.54143,0.04143,0.02,257400,0.5,-0.032
0.53545,0.04045,0.02,257700,0.495,-0.008
0.53949,0.03949,0.04,258000,0.5,-0.073
0.51418,0.03918,0.04,258300,0.475,-0.064
0.49361,0.03861,0.04,258600,0.455,-0.005
0.47043,0.04043,0.015,258900,0.43,0.008
0.50042,0.04042,0.04,259200,0.46,0.016
0.51623,0.04123,0.02,259500,0.475,-0.018
0.49578,0.04078,0.04,259800,0.455,-0.026
0.4915,0.0415,0.03,260100,0.45,-0.028
0.4801,0.0401,0.04,260400,0.44,-0.095
0.50606,0.04106,0.035,260700,0.465,-0.031
0.49288,0.04288,0.035,261000,0.45,-0.019
0.47063,0.04063,0.025,261300,0.43,-0.079
0.5055,0.0405,0.01,261600,0.465,-0.053
0.48306,0.03806,0.04,261900,0.445,-0.025
0.46966,0.03966,0.025,262200,0.43,-0.015
0.48583,0.04083,0.03,262500,0.445,-0.022
0.52411,0.03911,0.025,262800,0.485,-0.067
0.47279,0.03779,0.015,263100,0.435,-0.053
0.50491,0.03991,0.035,263400,0.465,0.017
0.50881,0.03881,0.025,263700,0.47,-0.037
0.47478,0.03978,0.01,264000,0.435,-0.002
0.51005,0.04005,0.03,264300,0.47,-0.015
0.48393,0.03893,0.025,264600,0.445,-0.035
0.49893,0.03893,0.035,264900,0.46,-0.018
0.47975,0.03975,0.03,265200,0.44,-0.066
0.48308,0.03808,0.035,265500,0.445,-0.017
0.52439,0.03939,0.03,265800,0.485,-0.028
0.50886,0.03886,0.025,266100,0.47,-0.059
0.45256,0.03256,0.035,266400,0.42,-0.055
0.48224,0.03224,0.015,266700,0.45,-0.002
0.47921,0.03421,0.015,267000,0.445,-0.024
0.46038,0.03038,0.0,267300,0.43,-0.025
0.51231,0.03231,0.03,267600,0.48,-0.024
0.49092,0.03092,0.02,267900,0.46,-0.004
0.50942,0.03442,0.04,268200,0.475,-0.08
0.48237,0.03237,0.03,268500,0.45,-0.026
0.46677,0.03177,0.02,268800,0.435,-0.005
0.50513,0.03513,0.015,269100,0.47,-0.031
0.45271,0.03271,0.04,269400,0.42,-0.043
0.46614,0.03114,0.02,269700,0.435,-0.08
0.47144,0.03144,0.02,270000,0.44,0.008
0.47431,0.02931,0.015,270300,0.445,-0.053
0.4561,0.0311,0.025,270600,0.425,-0.026
0.45592,0.03092,0.02,270900,0.425,0.003
0.45562,0.03062,0.025,271200,0.425,-0.031
0.46157,0.03157,0.025,271500,0.43,-0.037
0.51921,0.03421,0.025,271800,0.485,0.018
0.51088,0.03588,0.035,272100,0.475,0.025
0.4712,0.0362,0.03,272400,0.435,0.006
0.47703,0.03203,0.03,272700,0.445,-0.06
0.4796,0.0346,0.025,273000,0.445,-0.033
0.46661,0.03161,0.025,273300,0.435,-0.013
0.4752,0.0352,0.03,273600,0.44,-0.023
0.46129,0.03629,0.025,273900,0.425,-0.042
0.47568,0.03568,0.025,274200,0.44,-0.046
0.44901,0.03401,0.04,274500,0.415,0.03
0.485,0.035,0.025,274800,0.45,-0.041
0.45435,0.03435,0.025,275100,0.42,-0.012
0.4607,0.0357,0.02,275400,0.425,0.009
0.45295,0.03295,0.03,275700,0.42,0.01
0.453,0.033,0.03,276000,0.42,0.042
0.43536,0.03536,0.03,276300,0.4,0.012
0.46002,0.03502,0.02,276600,0.425,-0.082
0.46,0.035,0.02,276900,0.425,-0.015
0.42905,0.03405,0.03,277200,0.395,-0.031
0.44054,0.03554,0.03,277500,0.405,-0.058
0.45317,0.03317,0.025,277800,0.42,-0.079
0.42432,0.03432,0.015,278100,0.39,-0.022
0.45001,0.03501,0.015,278400,0.415,-0.036
0.43862,0.03362,0.02,278700,0.405,-0.01
0.44959,0.03459,0.04,279000,0.415,-0.039
0.47386,0.03386,0.025,279300,0.44,-0.029
0.45853,0.03353,0.02,279600,0.425,-0.012
0.49589,0.03589,0.015,279900,0.46,-0.028
0.47071,0.03571,0.015,280200,0.435,-0.039
0.50229,0.03729,0.005,280500,0.465,-0.016
0.51612,0.03612,0.02,280800,0.48,-0.055
0.47152,0.03652,0.015,281100,0.435,-0.013
0.45493,0.03493,0.02,281400,0.42,-0.046
0.5004,0.0354,0.005,281700,0.465,-0.049
0.48897,0.03397,0.005,282000,0.455,-0.047
0.43922,0.03422,0.025,282300,0.405,0.01
0.45583,0.03583,0.01,282600,0.42,-0.008
0.4761,0.0361,0.005,282900,0.44,0.025
0.51007,0.03507,0.015,283200,0.475,-0.049
0.4469,0.0369,0.005,283500,0.41,-0.02
0.5223,0.0373,0.015,283800,0.485,-0.042
0.5212,0.0362,0.015,284100,0.485,-0.077
0.49088,0.03588,0.03,284400,0.455,-0.015
0.50639,0.03639,0.01,284700,0.47,0.006
0.50158,0.03658,0.025,285000,0.465,0.036
0.48072,0.03572,0.015,285300,0.445,-0.05
0.51642,0.03642,0.025,285600,0.48,-0.038
0.48745,0.03245,0.02,285900,0.455,-0.011
0.49963,0.03463,0.035,286200,0.465,0.005
0.47033,0.03533,0.025,286500,0.435,-0.004
0.506,0.036,0.015,286800,0.47,-0.051
0.51153,0.03653,0.025,287100,0.475,-0.013
0.50145,0.03645,0.01,287400,0.465,-0.053
0.54962,0.03462,0.02,287700,0.515,-0.037
0.54161,0.03661,0.01,288000,0.505,0.046
0.51642,0.03642,0.01,288300,0.48,-0.099
0.49838,0.03338,0.01,288600,0.465,-0.021
0.49527,0.03527,0.01,288900,0.46,-0.04
0.54335,0.03335,0.005,289200,0.51,-0.036
0.54254,0.03254,0.015,289500,0.51,-0.031
0.51168,0.03168,0.015,289800,0.48,-0.021
0.50705,0.03205,0.005,290100,0.475,-0.072
0.50279,0.03279,-0.005,290400,0.47,0.031
0.50312,0.03312,0.005,290700,0.47,-0.029
0.47405,0.03405,0.0,291000,0.44,-0.044
0.48276,0.03276,0.0,291300,0.45,-0.024
0.53299,0.03299,0.025,291600,0.5,-0.031
0.53032,0.03532,0.015,291900,0.495,-0.01
0.5413,0.0363,0.02,292200,0.505,-0.03
0.54097,0.03597,0.02,292500,0.505,0.0
0.53987,0.03487,0.015,292800,0.505,-0.038
0.56611,0.03611,0.015,293100,0.53,-0.021
0.54581,0.03581,0.025,293400,0.51,-0.074
0.56151,0.03651,0.02,293700,0.525,-0.005
0.55668,0.03668,0.01,294000,0.52,0.004
0.55411,0.03411,0.03,294300,0.52,-0.013
0.56046,0.03546,0.01,294600,0.525,0.012
0.56,0.035,0.0,294900,0.525,-0.062
0.55513,0.03513,0.005,295200,0.52,0.004
0.57489,0.03489,0.015,295500,0.54,-0.046
0.56073,0.03573,0.015,295800,0.525,-0.078
0.55677,0.03677,-0.01,296100,0.52,-0.08
0.54104,0.03604,0.01,296400,0.505,-0.025
0.56837,0.03837,0.01,296700,0.53,-0.071
0.5167,0.0367,0.0,297000,0.48,0.034
0.50471,0.03471,0.01,297300,0.47,-0.054
0.5257,0.0357,0.0,297600,0.49,-0.038
0.51085,0.03585,0.0,297900,0.475,0.001
0.51755,0.03755,0.005,298200,0.48,-0.027
0.51229,0.03729,0.02,298500,0.475,-0.012
0.50424,0.03924,0.04,298800,0.465,0.017
0.52117,0.03617,0.015,299100,0.485,-0.055
0.49567,0.03567,0.02,299400,0.46,-0.03
0.51297,0.03797,0.01,299700,0.475,-0.06
0.51084,0.03584,0.005,300000,0.475,-0.013
0.50125,0.03625,0.015,300300,0.465,-0.078
0.47749,0.03749,0.025,300600,0.44,0.005
0.4752,0.0352,0.0,300900,0.44,-0.056
0.49049,0.03549,0.0,301200,0.455,-0.042
0.50787,0.03787,0.02,301500,0.47,-0.013
0.51161,0.03661,0.03,301800,0.475,-0.048
0.51067,0.03567,0.03,302100,0.475,-0.046
0.53616,0.03616,0.035,302400,0.5,-0.074
0.5319,0.0369,0.05,302700,0.495,-0.08
0.54145,0.03645,0.025,303000,0.505,-0.076
0.51698,0.03698,0.01,303300,0.48,-0.029
0.57772,0.03772,0.035,303600,0.54,-0.035
0.55659,0.03659,0.035,303900,0.52,-0.029
0.53241,0.03741,0.03,304200,0.495,0.016
0.52808,0.03808,0.04,304500,0.49,-0.082
0.52727,0.03727,0.025,304800,0.49,-0.033
0.51224,0.03724,0.015,305100,0.475,-0.056
0.52347,0.03847,0.02,305400,0.485,-0.013
0.51202,0.03702,0.025,305700,0.475,0.005
0.52709,0.03709,0.035,306000,0.49,-0.086
0.54134,0.03634,0.015,306300,0.505,-0.036
0.52203,0.03703,0.03,306600,0.485,-0.033
0.54227,0.03727,0.025,306900,0.505,-0.007
0.5365,0.0365,0.0,307200,0.5,-0.059
0.5264,0.0364,0.0,307500,0.49,-0.06
0.51684,0.03684,0.015,307800,0.48,-0.022
0.5071,0.0371,0.02,308100,0.47,-0.033
0.4921,0.0371,0.025,308400,0.455,-0.011
0.50719,0.03719,-0.005,308700,0.47,-0.014
0.48665,0.03665,-0.005,309000,0.45,-0.017
0.48232,0.03732,0.005,309300,0.445,-0.054
0.48801,0.03801,-0.005,309600,0.45,-0.019
0.50387,0.03887,-0.015,309900,0.465,-0.056
0.49413,0.03913,0.005,310200,0.455,-0.028
0.49334,0.03834,0.0,310500,0.455,-0.067
0.50382,0.03882,0.01,310800,0.465,0.007
0.48184,0.03684,0.015,311100,0.445,-0.016
0.50393,0.03893,0.005,311400,0.465,-0.019
0.45331,0.03331,0.01,311700,0.42,-0.081
0.4818,0.0368,0.025,312000,0.445,-0.043
0.49816,0.03816,0.005,312300,0.46,-0.071
0.48182,0.03682,0.02,312600,0.445,-0.026
0.50701,0.03701,0.04,312900,0.47,-0.021
0.49763,0.03763,0.02,313200,0.46,-0.074
0.50159,0.03659,0.005,313500,0.465,-0.042
0.54781,0.03781,0.025,313800,0.51,-0.036
0.53128,0.03628,0.02,314100,0.495,0.007
0.52477,0.03477,0.025,314400,0.49,-0.065
0.50388,0.03388,0.02,314700,0.47,-0.039
0.5244,0.0344,0.01,315000,0.49,-0.02
0.5052,0.0352,0.015,315300,0.47,-0.003
0.52609,0.03609,0.02,315600,0.49,-0.076
0.50779,0.03779,0.015,315900,0.47,-0.009
0.47707,0.03707,0.0,316200,0.44,-0.02
0.5216,0.0366,0.005,316500,0.485,-0.084
0.5223,0.0373,-0.01,316800,0.485,-0.028
0.51761,0.03761,0.02,317100,0.48,-0.08
0.51238,0.03738,0.025,317400,0.475,-0.053
0.52837,0.03837,0.03,317700,0.49,-0.015
0.55325,0.03825,0.005,318000,0.515,-0.022
0.54369,0.03869,0.02,318300,0.505,-0.078
0.55856,0.03856,0.005,318600,0.52,-0.011
0.5071,0.0371,0.02,318900,0.47,-0.012
0.55309,0.03809,0.015,319200,0.515,-0.083
0.54268,0.03768,0.015,319500,0.505,-0.044
0.52221,0.03721,0.005,319800,0.485,-0.073
0.50111,0.03611,0.02,320100,0.465,-0.059
0.48051,0.03551,-0.005,320400,0.445,-0.002
0.49653,0.03653,-0.005,320700,0.46,0.018
0.50953,0.03453,0.01,321000,0.475,-0.01
0.54066,0.03566,0.02,321300,0.505,0.019
0.50636,0.03636,0.01,321600,0.47,-0.057
0.51049,0.03549,0.02,321900,0.475,-0.036
0.49715,0.03715,0.035,322200,0.46,0.007
0.49764,0.03764,0.005,322500,0.46,-0.012
0.46724,0.03724,0.02,322800,0.43,-0.04
0.53216,0.03716,0.0,323100,0.495,-0.041
0.49827,0.03827,0.03,323400,0.46,0.03
0.4815,0.0365,0.01,323700,0.445,-0.068
