step_idx,avg_winning
300,0.22000000000000003
600,0.24
900,0.275
1200,0.27
1500,0.175
1800,0.25
2100,0.22499999999999998
2400,0.27
2700,0.27
3000,0.26
3300,0.3
3600,0.3
3900,0.3
4200,0.27
4500,0.195
4800,0.295
5100,0.32
5400,0.27
5700,0.285
6000,0.365
6300,0.415
6600,0.375
6900,0.44
7200,0.495
7500,0.47
7800,0.41
8100,0.42
8400,0.435
8700,0.39999999999999997
9000,0.45
9300,0.45999999999999996
9600,0.46499999999999997
9900,0.485
10200,0.495
10500,0.48
10800,0.51
11100,0.505
11400,0.51
11700,0.48
12000,0.49
12300,0.525
12600,0.525
12900,0.5
13200,0.47
13500,0.48
13800,0.44
14100,0.475
14400,0.47
14700,0.455
15000,0.43
15300,0.445
15600,0.42
15900,0.39
16200,0.41
16500,0.41
16800,0.415
17100,0.45999999999999996
17400,0.495
17700,0.46499999999999997
18000,0.45999999999999996
18300,0.475
18600,0.45999999999999996
18900,0.45
19200,0.47
19500,0.44
19800,0.475
20100,0.39
20400,0.42
20700,0.39499999999999996
21000,0.41
21300,0.40499999999999997
21600,0.445
21900,0.385
22200,0.39999999999999997
22500,0.385
22800,0.41
23100,0.41
23400,0.42
23700,0.415
24000,0.435
24300,0.41
24600,0.415
24900,0.425
25200,0.45
25500,0.46499999999999997
25800,0.485
26100,0.455
26400,0.44
26700,0.39
27000,0.45
27300,0.435
27600,0.445
27900,0.455
28200,0.42
28500,0.45999999999999996
28800,0.455
29100,0.47
29400,0.39499999999999996
29700,0.435
30000,0.44
30300,0.43
30600,0.425
30900,0.415
31200,0.39499999999999996
31500,0.39999999999999997
31800,0.415
32100,0.42
32400,0.41
32700,0.39499999999999996
33000,0.425
33300,0.40499999999999997
33600,0.39
33900,0.375
34200,0.36
34500,0.385
34800,0.38
35100,0.37
35400,0.40499999999999997
35700,0.39
36000,0.36
36300,0.385
36600,0.38
36900,0.375
37200,0.39999999999999997
37500,0.425
37800,0.39499999999999996
38100,0.37
38400,0.39
38700,0.39999999999999997
39000,0.39499999999999996
39300,0.39
39600,0.39
39900,0.36
40200,0.385
40500,0.365
40800,0.375
41100,0.35
41400,0.36
41700,0.365
42000,0.355
42300,0.38
42600,0.37
42900,0.385
43200,0.39
43500,0.375
43800,0.39499999999999996
44100,0.385
44400,0.355
44700,0.35
45000,0.36
45300,0.355
45600,0.38
45900,0.395
46200,0.35
46500,0.385
46800,0.37
47100,0.355
47400,0.395
47700,0.365
48000,0.37
48300,0.365
48600,0.385
48900,0.37
49200,0.375
49500,0.365
49800,0.36
50100,0.39999999999999997
50400,0.355
50700,0.33999999999999997
51000,0.375
51300,0.37
51600,0.385
51900,0.39
52200,0.425
52500,0.385
52800,0.375
53100,0.39
53400,0.42
53700,0.39
54000,0.415
54300,0.425
54600,0.375
54900,0.39
55200,0.415
55500,0.39999999999999997
55800,0.40499999999999997
56100,0.39
56400,0.37
56700,0.395
57000,0.35
57300,0.36
57600,0.385
57900,0.39499999999999996
58200,0.375
58500,0.40499999999999997
58800,0.39
59100,0.37
59400,0.43
59700,0.39999999999999997
60000,0.385
60300,0.39499999999999996
60600,0.39499999999999996
60900,0.39999999999999997
61200,0.38
61500,0.36
61800,0.39
62100,0.36
62400,0.36
62700,0.38
63000,0.355
63300,0.37
63600,0.38
63900,0.38
64200,0.39
64500,0.415
64800,0.40499999999999997
65100,0.415
65400,0.365
65700,0.39
66000,0.425
66300,0.38
66600,0.39999999999999997
66900,0.42
67200,0.44
67500,0.435
67800,0.39499999999999996
68100,0.41
68400,0.39499999999999996
68700,0.40499999999999997
69000,0.415
69300,0.415
69600,0.43
69900,0.39999999999999997
70200,0.415
70500,0.455
70800,0.44
71100,0.39499999999999996
71400,0.44
71700,0.45999999999999996
72000,0.365
72300,0.355
72600,0.455
72900,0.47
73200,0.47
73500,0.47
73800,0.485
74100,0.485
74400,0.415
74700,0.485
75000,0.435
75300,0.45999999999999996
75600,0.31
75900,0.325
76200,0.305
76500,0.32
76800,0.31
77100,0.315
77400,0.325
77700,0.315
78000,0.32
78300,0.31
78600,0.29500000000000004
78900,0.32
79200,0.33
79500,0.315
79800,0.315
80100,0.315
80400,0.32
80700,0.33
81000,0.33999999999999997
81300,0.355
81600,0.29000000000000004
81900,0.365
82200,0.40499999999999997
82500,0.385
82800,0.39999999999999997
83100,0.375
83400,0.39
83700,0.445
84000,0.43
84300,0.435
84600,0.45
84900,0.445
85200,0.42
85500,0.44
85800,0.41
86100,0.39499999999999996
86400,0.31
86700,0.39999999999999997
87000,0.44
87300,0.41
87600,0.43
87900,0.435
88200,0.375
88500,0.39499999999999996
88800,0.31
89100,0.425
89400,0.39
89700,0.30000000000000004
90000,0.355
90300,0.43
90600,0.37
90900,0.35
91200,0.39499999999999996
91500,0.415
91800,0.445
92100,0.415
92400,0.40499999999999997
92700,0.45
93000,0.45
93300,0.45
93600,0.48
93900,0.45
94200,0.485
94500,0.46499999999999997
94800,0.41
95100,0.43
95400,0.44
95700,0.455
96000,0.445
96300,0.45
96600,0.43
96900,0.39499999999999996
97200,0.39999999999999997
97500,0.40499999999999997
97800,0.415
98100,0.42
98400,0.44
98700,0.39499999999999996
99000,0.40499999999999997
99300,0.42
99600,0.415
99900,0.39999999999999997
100200,0.43
100500,0.39999999999999997
100800,0.39499999999999996
101100,0.39999999999999997
101400,0.415
101700,0.39
102000,0.39499999999999996
102300,0.39999999999999997
102600,0.39999999999999997
102900,0.375
103200,0.41
103500,0.40499999999999997
103800,0.41
104100,0.37
104400,0.415
104700,0.385
105000,0.40499999999999997
105300,0.38
105600,0.42
105900,0.355
106200,0.43
106500,0.395
106800,0.415
107100,0.36
107400,0.39999999999999997
107700,0.385
108000,0.385
108300,0.375
108600,0.45
108900,0.38
109200,0.39999999999999997
109500,0.35
109800,0.40499999999999997
110100,0.43
110400,0.39499999999999996
110700,0.45
111000,0.385
111300,0.385
111600,0.39
111900,0.375
112200,0.39499999999999996
112500,0.40499999999999997
112800,0.39999999999999997
113100,0.385
113400,0.39
113700,0.355
114000,0.37
114300,0.375
114600,0.395
114900,0.365
115200,0.39
115500,0.365
115800,0.40499999999999997
116100,0.385
116400,0.37
116700,0.39999999999999997
117000,0.36
117300,0.40499999999999997
117600,0.38
117900,0.385
118200,0.39499999999999996
118500,0.42
118800,0.37
119100,0.41
119400,0.36
119700,0.43
120000,0.37
120300,0.37
120600,0.39499999999999996
120900,0.38
121200,0.43
121500,0.41
121800,0.38
122100,0.40499999999999997
122400,0.43
122700,0.415
123000,0.40499999999999997
123300,0.39999999999999997
123600,0.415
123900,0.42
124200,0.42
124500,0.43
124800,0.45
125100,0.435
125400,0.39999999999999997
125700,0.37
126000,0.37
126300,0.45
126600,0.38
126900,0.385
127200,0.40499999999999997
127500,0.42
127800,0.37
128100,0.39
128400,0.39499999999999996
128700,0.39999999999999997
129000,0.41
129300,0.385
129600,0.385
129900,0.40499999999999997
130200,0.40499999999999997
130500,0.375
130800,0.39499999999999996
131100,0.385
131400,0.39499999999999996
131700,0.415
132000,0.39499999999999996
132300,0.39999999999999997
132600,0.415
132900,0.40499999999999997
133200,0.42
133500,0.40499999999999997
133800,0.385
134100,0.43
134400,0.42
134700,0.43
135000,0.415
135300,0.435
135600,0.415
135900,0.45999999999999996
136200,0.445
136500,0.38
136800,0.365
137100,0.40499999999999997
137400,0.39
137700,0.43
138000,0.44
138300,0.39
138600,0.44
138900,0.435
139200,0.39999999999999997
139500,0.47
139800,0.475
140100,0.47
140400,0.43
140700,0.44
141000,0.41
141300,0.45999999999999996
141600,0.445
141900,0.41
142200,0.43
142500,0.37
142800,0.455
143100,0.44
143400,0.42
143700,0.43
144000,0.40499999999999997
144300,0.41
144600,0.43
144900,0.455
145200,0.425
145500,0.48
145800,0.40499999999999997
146100,0.40499999999999997
146400,0.43
146700,0.415
147000,0.43
147300,0.45
147600,0.39
147900,0.40499999999999997
148200,0.415
148500,0.455
148800,0.46499999999999997
149100,0.39999999999999997
149400,0.425
149700,0.38
150000,0.40499999999999997
150300,0.39999999999999997
150600,0.42
150900,0.445
151200,0.45
151500,0.43
151800,0.35
152100,0.445
152400,0.45
152700,0.415
153000,0.455
153300,0.45
153600,0.38
153900,0.39499999999999996
154200,0.41
154500,0.46499999999999997
154800,0.385
155100,0.36
155400,0.39
155700,0.385
156000,0.43
156300,0.425
156600,0.455
156900,0.435
157200,0.42
157500,0.47
157800,0.43
158100,0.475
158400,0.39999999999999997
158700,0.42
159000,0.385
159300,0.355
159600,0.455
159900,0.375
160200,0.32
160500,0.36
160800,0.425
161100,0.43
161400,0.44
161700,0.425
162000,0.46499999999999997
162300,0.45999999999999996
162600,0.415
162900,0.46499999999999997
163200,0.455
163500,0.435
163800,0.36
164100,0.43
164400,0.39999999999999997
164700,0.44
165000,0.39999999999999997
165300,0.43
165600,0.415
165900,0.385
166200,0.36
166500,0.41
166800,0.39499999999999996
167100,0.39499999999999996
167400,0.39999999999999997
167700,0.43
168000,0.415
168300,0.385
168600,0.38
168900,0.435
169200,0.375
169500,0.39499999999999996
169800,0.375
170100,0.40499999999999997
170400,0.39
170700,0.43
171000,0.39999999999999997
171300,0.425
171600,0.415
171900,0.40499999999999997
172200,0.425
172500,0.39
172800,0.38
173100,0.39999999999999997
173400,0.39999999999999997
173700,0.39
174000,0.43
174300,0.43
174600,0.385
174900,0.375
175200,0.375
175500,0.38
175800,0.35
176100,0.385
176400,0.37
176700,0.375
177000,0.385
177300,0.365
177600,0.425
177900,0.42
178200,0.41
178500,0.375
178800,0.39
179100,0.39499999999999996
179400,0.40499999999999997
