avg_score,avg_diff,step_idx,avg_winning,loss_train
0.24966,0.012,1000,0.235,0.033
0.24987,0.017,2000,0.242,0.043
0.26224,0.026,3000,0.253,0.042
0.25843,0.025,4000,0.244,0.04
0.23125,0.023,5000,0.211,0.03
0.24979,0.025,6000,0.233,0.03
0.28944,0.032,7000,0.269,0.031
0.2892,0.021,8000,0.267,0.03
0.2956,0.033,9000,0.271,0.028
