avg_diff,avg_score,avg_winning,loss_train,step_idx,avg_score_no
0.03,0.4684,0.43,0.001,161700,0.0384
0.02,0.48465,0.445,-0.034,162000,0.03965
0.03,0.45981,0.42,-0.031,162300,0.03981
0.02,0.50607,0.465,-0.0,162600,0.04107
0.015,0.49382,0.455,0.004,162900,0.03882
0.035,0.48416,0.445,-0.015,163200,0.03916
0.025,0.45908,0.42,-0.089,163500,0.03908
0.005,0.49116,0.45,-0.0,163800,0.04116
0.015,0.46615,0.425,-0.016,164100,0.04115
0.02,0.47016,0.43,-0.039,164400,0.04016
0.02,0.48435,0.445,-0.039,164700,0.03935
0.015,0.44046,0.4,0.005,165000,0.04046
0.015,0.49569,0.455,-0.053,165300,0.04069
0.01,0.45027,0.41,0.006,165600,0.04027
0.015,0.47092,0.43,-0.009,165900,0.04092
-0.005,0.46069,0.42,-0.048,166200,0.04069
0.025,0.44492,0.405,-0.048,166500,0.03992
0.02,0.49051,0.45,0.01,166800,0.04051
0.02,0.45469,0.415,-0.037,167100,0.03969
0.015,0.51553,0.475,0.023,167400,0.04053
0.02,0.45431,0.415,-0.041,167700,0.03931
0.015,0.48572,0.445,-0.031,168000,0.04072
0.005,0.47068,0.43,-0.012,168300,0.04068
0.0,0.49173,0.45,0.001,168600,0.04173
-0.005,0.4759,0.435,-0.007,168900,0.0409
0.005,0.46074,0.42,-0.017,169200,0.04074
0.01,0.47734,0.435,-0.011,169500,0.04234
-0.01,0.45154,0.41,-0.026,169800,0.04154
0.01,0.43401,0.395,-0.007,170100,0.03901
0.015,0.43205,0.395,-0.027,170400,0.03705
0.005,0.47537,0.435,0.021,170700,0.04037
0.015,0.48045,0.44,-0.016,171000,0.04045
0.015,0.50565,0.465,-0.037,171300,0.04065
0.02,0.50776,0.47,-0.022,171600,0.03776
0.015,0.47849,0.44,-0.004,171900,0.03849
0.02,0.47727,0.44,-0.064,172200,0.03727
0.02,0.51479,0.475,-0.035,172500,0.03979
0.01,0.47446,0.435,0.0,172800,0.03946
0.005,0.49423,0.455,-0.011,173100,0.03923
0.015,0.47955,0.44,-0.011,173400,0.03955
0.02,0.49766,0.46,-0.052,173700,0.03766
0.025,0.5085,0.47,-0.054,174000,0.0385
0.01,0.52936,0.49,-0.035,174300,0.03936
0.005,0.4943,0.455,-0.006,174600,0.0393
0.02,0.52414,0.485,0.022,174900,0.03914
0.01,0.49782,0.46,-0.025,175200,0.03782
0.015,0.48381,0.445,0.026,175500,0.03881
0.015,0.55007,0.51,-0.061,175800,0.04007
0.015,0.52056,0.48,-0.083,176100,0.04056
0.025,0.48233,0.445,-0.059,176400,0.03733
0.03,0.47613,0.44,-0.023,176700,0.03613
0.015,0.50221,0.465,-0.04,177000,0.03721
0.025,0.48846,0.45,-0.005,177300,0.03846
0.025,0.47331,0.435,-0.059,177600,0.03831
0.015,0.48268,0.445,-0.005,177900,0.03768
0.02,0.47307,0.435,-0.031,178200,0.03807
0.01,0.4674,0.43,-0.045,178500,0.0374
0.01,0.47317,0.435,-0.024,178800,0.03817
0.01,0.52308,0.485,-0.018,179100,0.03808
0.015,0.49646,0.46,-0.061,179400,0.03646
0.005,0.52321,0.485,-0.034,179700,0.03821
0.005,0.49773,0.46,-0.004,180000,0.03773
0.035,0.48298,0.445,0.003,180300,0.03798
-0.005,0.47227,0.435,-0.024,180600,0.03727
0.01,0.49851,0.46,-0.055,180900,0.03851
0.015,0.51151,0.475,-0.072,181200,0.03651
0.015,0.52114,0.485,-0.024,181500,0.03614
0.005,0.50131,0.465,-0.034,181800,0.03631
0.01,0.51703,0.48,0.001,182100,0.03703
0.02,0.48854,0.45,-0.044,182400,0.03854
0.02,0.4742,0.435,-0.038,182700,0.0392
0.015,0.45474,0.415,-0.045,183000,0.03974
0.015,0.41861,0.38,-0.032,183300,0.03861
0.02,0.45942,0.42,-0.075,183600,0.03942
0.025,0.45371,0.415,-0.045,183900,0.03871
0.015,0.48203,0.445,-0.057,184200,0.03703
0.015,0.5245,0.485,-0.01,184500,0.0395
0.015,0.49378,0.455,-0.048,184800,0.03878
0.015,0.46343,0.425,-0.017,185100,0.03843
0.015,0.50843,0.47,-0.053,185400,0.03843
0.035,0.50341,0.465,-0.025,185700,0.03841
0.005,0.50772,0.47,-0.03,186000,0.03772
0.015,0.51313,0.475,-0.029,186300,0.03813
0.01,0.54925,0.51,-0.06,186600,0.03925
0.01,0.54021,0.5,-0.036,186900,0.04021
0.01,0.54406,0.505,-0.039,187200,0.03906
0.015,0.52936,0.49,0.002,187500,0.03936
0.015,0.54043,0.5,-0.024,187800,0.04043
0.01,0.5294,0.49,-0.077,188100,0.0394
0.005,0.53867,0.5,-0.044,188400,0.03867
0.005,0.5662,0.525,-0.023,188700,0.0412
0.04,0.55594,0.515,-0.022,189000,0.04094
0.025,0.53994,0.5,-0.062,189300,0.03994
0.035,0.54437,0.505,-0.028,189600,0.03937
0.03,0.54375,0.505,-0.033,189900,0.03875
0.03,0.53026,0.49,-0.022,190200,0.04026
0.035,0.50908,0.47,-0.01,190500,0.03908
0.03,0.51172,0.475,-0.039,190800,0.03672
0.015,0.55335,0.515,-0.06,191100,0.03835
0.035,0.52953,0.49,-0.015,191400,0.03953
0.02,0.53023,0.49,0.005,191700,0.04023
0.03,0.5101,0.47,0.005,192000,0.0401
0.005,0.54485,0.505,-0.03,192300,0.03985
0.01,0.5296,0.49,-0.045,192600,0.0396
0.02,0.49533,0.455,-0.019,192900,0.04033
0.02,0.50978,0.47,-0.018,193200,0.03978
0.01,0.50839,0.47,-0.015,193500,0.03839
0.035,0.51853,0.48,-0.029,193800,0.03853
0.02,0.50187,0.465,-0.015,194100,0.03687
0.02,0.50802,0.47,-0.062,194400,0.03802
0.03,0.48826,0.45,-0.028,194700,0.03826
0.02,0.48801,0.45,0.004,195000,0.03801
0.02,0.5027,0.465,-0.033,195300,0.0377
0.01,0.50773,0.47,-0.008,195600,0.03773
0.025,0.50345,0.465,-0.031,195900,0.03845
0.03,0.48687,0.45,-0.063,196200,0.03687
0.025,0.51427,0.475,0.009,196500,0.03927
0.025,0.49292,0.455,-0.013,196800,0.03792
0.035,0.4864,0.45,0.014,197100,0.0364
0.03,0.49425,0.455,-0.032,197400,0.03925
0.035,0.50367,0.465,-0.034,197700,0.03867
0.045,0.46808,0.43,-0.023,198000,0.03808
0.03,0.45164,0.415,-0.018,198300,0.03664
0.015,0.49087,0.455,-0.028,198600,0.03587
0.03,0.47033,0.435,-0.089,198900,0.03533
0.03,0.476,0.44,-0.046,199200,0.036
0.04,0.49205,0.455,-0.067,199500,0.03705
0.02,0.50153,0.465,0.002,199800,0.03653
0.03,0.45629,0.42,-0.038,200100,0.03629
0.055,0.49142,0.455,-0.029,200400,0.03642
0.015,0.49856,0.46,-0.062,200700,0.03856
0.03,0.48959,0.45,-0.007,201000,0.03959
0.035,0.46776,0.43,-0.1,201300,0.03776
0.025,0.51067,0.47,-0.003,201600,0.04067
0.025,0.47901,0.44,-0.083,201900,0.03901
0.03,0.47221,0.435,-0.022,202200,0.03721
0.055,0.48453,0.445,-0.033,202500,0.03953
0.035,0.47542,0.435,-0.066,202800,0.04042
0.04,0.4691,0.43,-0.024,203100,0.0391
0.035,0.47487,0.435,-0.058,203400,0.03987
0.005,0.47527,0.435,-0.06,203700,0.04027
0.035,0.4743,0.435,-0.077,204000,0.0393
0.04,0.47491,0.435,-0.022,204300,0.03991
0.025,0.45471,0.415,-0.052,204600,0.03971
0.045,0.47489,0.435,-0.047,204900,0.03989
0.055,0.49422,0.455,-0.03,205200,0.03922
0.04,0.50491,0.465,0.002,205500,0.03991
0.015,0.48092,0.44,-0.033,205800,0.04092
0.035,0.43389,0.395,-0.007,206100,0.03889
0.015,0.44995,0.41,-0.026,206400,0.03995
0.045,0.47483,0.435,-0.009,206700,0.03983
0.02,0.45032,0.41,-0.023,207000,0.04032
0.0,0.43027,0.39,-0.002,207300,0.04027
0.025,0.42926,0.39,-0.037,207600,0.03926
0.01,0.41822,0.38,-0.059,207900,0.03822
0.03,0.47059,0.43,-0.017,208200,0.04059
0.055,0.45868,0.42,-0.008,208500,0.03868
0.02,0.46995,0.43,-0.015,208800,0.03995
0.035,0.45928,0.42,-0.011,209100,0.03928
0.035,0.47452,0.435,-0.006,209400,0.03952
0.01,0.52832,0.49,-0.107,209700,0.03832
-0.005,0.50867,0.47,-0.031,210000,0.03867
0.02,0.43801,0.4,0.053,210300,0.03801
0.02,0.48472,0.445,-0.057,210600,0.03972
0.015,0.44893,0.41,-0.041,210900,0.03893
0.025,0.44346,0.405,-0.087,211200,0.03846
0.03,0.43007,0.39,-0.035,211500,0.04007
0.035,0.46081,0.42,-0.007,211800,0.04081
0.02,0.50634,0.465,-0.046,212100,0.04134
0.035,0.47041,0.43,-0.046,212400,0.04041
0.015,0.46978,0.43,-0.048,212700,0.03978
0.03,0.45573,0.415,-0.006,213000,0.04073
0.015,0.51511,0.475,-0.05,213300,0.04011
0.005,0.48617,0.445,-0.052,213600,0.04117
0.005,0.49081,0.45,-0.019,213900,0.04081
0.01,0.52286,0.48,-0.018,214200,0.04286
0.01,0.49636,0.455,0.006,214500,0.04136
0.02,0.47502,0.435,-0.058,214800,0.04002
0.02,0.51043,0.47,-0.034,215100,0.04043
0.005,0.54624,0.505,-0.014,215400,0.04124
0.015,0.51049,0.47,-0.023,215700,0.04049
0.035,0.47058,0.43,-0.008,216000,0.04058
0.03,0.47167,0.43,-0.051,216300,0.04167
0.03,0.50663,0.465,-0.027,216600,0.04163
0.01,0.5114,0.47,-0.066,216900,0.0414
0.03,0.47164,0.43,-0.061,217200,0.04164
0.01,0.53148,0.49,-0.021,217500,0.04148
0.02,0.46122,0.42,-0.007,217800,0.04122
0.01,0.46033,0.42,-0.023,218100,0.04033
0.015,0.47449,0.435,-0.034,218400,0.03949
0.005,0.46531,0.425,-0.062,218700,0.04031
0.0,0.47045,0.43,-0.013,219000,0.04045
0.02,0.49063,0.45,-0.008,219300,0.04063
0.01,0.49138,0.45,-0.05,219600,0.04138
-0.005,0.49896,0.46,-0.049,219900,0.03896
0.0,0.48949,0.45,-0.007,220200,0.03949
-0.01,0.48482,0.445,-0.038,220500,0.03982
0.01,0.4992,0.46,0.016,220800,0.0392
0.015,0.51786,0.475,-0.006,221100,0.04286
0.02,0.50634,0.465,-0.04,221400,0.04134
0.025,0.5012,0.46,-0.037,221700,0.0412
0.025,0.47913,0.44,-0.026,222000,0.03913
0.025,0.44987,0.41,-0.059,222300,0.03987
0.025,0.47016,0.43,-0.045,222600,0.04016
0.025,0.47917,0.44,-0.006,222900,0.03917
0.01,0.51144,0.47,0.019,223200,0.04144
0.02,0.48652,0.445,-0.0,223500,0.04152
0.02,0.49909,0.46,-0.039,223800,0.03909
0.03,0.51923,0.48,-0.051,224100,0.03923
0.025,0.49861,0.46,-0.023,224400,0.03861
0.015,0.53421,0.495,-0.047,224700,0.03921
0.04,0.49308,0.455,0.001,225000,0.03808
0.035,0.51899,0.48,0.021,225300,0.03899
0.02,0.53682,0.495,0.004,225600,0.04182
0.03,0.52529,0.485,-0.02,225900,0.04029
0.025,0.53397,0.495,-0.052,226200,0.03897
0.03,0.50331,0.465,-0.027,226500,0.03831
0.025,0.50926,0.47,-0.034,226800,0.03926
0.01,0.53274,0.495,0.001,227100,0.03774
0.03,0.52556,0.49,-0.016,227400,0.03556
0.025,0.52518,0.49,0.051,227700,0.03518
0.02,0.53792,0.5,0.028,228000,0.03792
0.015,0.52635,0.49,-0.053,228300,0.03635
0.02,0.49002,0.455,-0.024,228600,0.03502
0.015,0.50991,0.475,-0.043,228900,0.03491
0.015,0.49598,0.46,0.002,229200,0.03598
0.005,0.51144,0.475,-0.052,229500,0.03644
0.005,0.49434,0.455,-0.018,229800,0.03934
0.01,0.47802,0.44,-0.085,230100,0.03802
0.015,0.48513,0.445,-0.004,230400,0.04013
0.02,0.50235,0.46,0.012,230700,0.04235
0.02,0.51515,0.475,-0.058,231000,0.04015
0.015,0.52896,0.49,-0.019,231300,0.03896
0.02,0.54118,0.5,-0.002,231600,0.04118
0.025,0.52191,0.48,-0.021,231900,0.04191
0.03,0.54731,0.505,-0.039,232200,0.04231
0.035,0.51949,0.48,-0.011,232500,0.03949
0.035,0.50519,0.465,-0.007,232800,0.04019
0.03,0.52609,0.485,-0.067,233100,0.04109
0.04,0.50635,0.465,-0.023,233400,0.04135
0.02,0.49611,0.455,-0.014,233700,0.04111
0.02,0.49133,0.45,-0.009,234000,0.04133
0.035,0.52193,0.48,0.03,234300,0.04193
0.04,0.53218,0.49,-0.022,234600,0.04218
0.03,0.49615,0.455,-0.025,234900,0.04115
0.035,0.49236,0.45,-0.008,235200,0.04236
0.045,0.48732,0.445,-0.048,235500,0.04232
0.025,0.52245,0.48,-0.021,235800,0.04245
0.03,0.49771,0.455,-0.025,236100,0.04271
0.025,0.50286,0.46,-0.052,236400,0.04286
0.03,0.48018,0.44,-0.031,236700,0.04018
0.025,0.49176,0.45,-0.034,237000,0.04176
0.02,0.49249,0.45,-0.022,237300,0.04249
0.02,0.53237,0.49,-0.042,237600,0.04237
0.025,0.52812,0.485,-0.043,237900,0.04312
0.03,0.51624,0.475,0.009,238200,0.04124
0.015,0.52634,0.485,-0.001,238500,0.04134
0.025,0.51186,0.47,-0.077,238800,0.04186
0.025,0.55279,0.51,-0.041,239100,0.04279
0.035,0.53091,0.49,-0.013,239400,0.04091
0.03,0.52737,0.485,-0.065,239700,0.04237
0.02,0.48727,0.445,-0.011,240000,0.04227
0.03,0.52282,0.48,-0.014,240300,0.04282
0.02,0.51229,0.47,-0.005,240600,0.04229
0.02,0.49653,0.455,-0.045,240900,0.04153
0.0,0.53658,0.495,-0.03,241200,0.04158
0.015,0.48079,0.44,-0.036,241500,0.04079
0.02,0.48031,0.44,-0.069,241800,0.04031
0.02,0.52521,0.485,-0.03,242100,0.04021
0.03,0.51527,0.475,-0.008,242400,0.04027
0.035,0.51487,0.475,-0.032,242700,0.03987
0.03,0.49844,0.46,-0.012,243000,0.03844
0.015,0.48161,0.445,-0.031,243300,0.03661
0.015,0.4891,0.45,0.001,243600,0.0391
0.0,0.47346,0.435,-0.075,243900,0.03846
0.03,0.4836,0.445,-0.069,244200,0.0386
0.03,0.50924,0.47,0.007,244500,0.03924
0.025,0.53104,0.49,0.001,244800,0.04104
0.035,0.53612,0.495,-0.019,245100,0.04112
0.03,0.52121,0.48,-0.004,245400,0.04121
0.03,0.52146,0.48,0.024,245700,0.04146
0.025,0.52594,0.485,-0.04,246000,0.04094
0.03,0.53152,0.49,-0.009,246300,0.04152
0.025,0.52056,0.48,-0.052,246600,0.04056
0.03,0.53619,0.495,-0.054,246900,0.04119
0.02,0.53004,0.49,-0.066,247200,0.04004
0.02,0.52463,0.485,-0.017,247500,0.03963
0.025,0.53478,0.495,-0.019,247800,0.03978
0.005,0.53453,0.495,-0.036,248100,0.03953
0.015,0.50499,0.465,0.003,248400,0.03999
0.005,0.50992,0.47,-0.028,248700,0.03992
0.03,0.47336,0.435,-0.059,249000,0.03836
0.025,0.48326,0.445,0.01,249300,0.03826
0.0,0.47208,0.435,-0.013,249600,0.03708
0.015,0.48921,0.45,-0.008,249900,0.03921
0.005,0.48913,0.45,-0.012,250200,0.03913
0.01,0.49379,0.455,0.015,250500,0.03879
0.015,0.5078,0.47,-0.003,250800,0.0378
0.03,0.54515,0.505,-0.009,251100,0.04015
0.015,0.50413,0.465,-0.019,251400,0.03913
0.01,0.47862,0.44,-0.036,251700,0.03862
0.005,0.48502,0.445,-0.001,252000,0.04002
0.0,0.47444,0.435,-0.044,252300,0.03944
0.015,0.48959,0.45,-0.06,252600,0.03959
0.03,0.48915,0.45,-0.047,252900,0.03915
0.01,0.49417,0.455,-0.011,253200,0.03917
0.02,0.47421,0.435,-0.022,253500,0.03921
0.025,0.52005,0.48,-0.014,253800,0.04005
0.03,0.48001,0.44,-0.006,254100,0.04001
0.01,0.46371,0.425,-0.033,254400,0.03871
0.015,0.48957,0.45,-0.02,254700,0.03957
0.015,0.48625,0.445,-0.076,255000,0.04125
0.015,0.48612,0.445,-0.043,255300,0.04112
0.005,0.48565,0.445,-0.039,255600,0.04065
0.015,0.50516,0.465,0.001,255900,0.04016
0.015,0.4992,0.46,-0.063,256200,0.0392
0.01,0.50546,0.465,-0.025,256500,0.04046
0.025,0.51113,0.47,-0.027,256800,0.04113
0.01,0.49412,0.455,-0.048,257100,0.03912
0.03,0.47956,0.44,-0.076,257400,0.03956
0.01,0.46942,0.43,-0.021,257700,0.03942
0.01,0.51434,0.475,0.006,258000,0.03934
0.025,0.49932,0.46,-0.007,258300,0.03932
0.015,0.52551,0.485,-0.054,258600,0.04051
0.015,0.55579,0.515,-0.025,258900,0.04079
0.03,0.51426,0.475,-0.046,259200,0.03926
0.035,0.50556,0.465,-0.046,259500,0.04056
0.025,0.5004,0.46,-0.088,259800,0.0404
0.025,0.51053,0.47,-0.045,260100,0.04053
0.025,0.49107,0.45,-0.038,260400,0.04107
0.02,0.49009,0.45,-0.062,260700,0.04009
0.02,0.52692,0.485,-0.037,261000,0.04192
0.02,0.49523,0.455,0.009,261300,0.04023
0.025,0.49107,0.45,-0.022,261600,0.04107
0.01,0.49078,0.45,-0.035,261900,0.04078
0.015,0.53195,0.49,-0.077,262200,0.04195
0.02,0.46007,0.42,-0.085,262500,0.04007
0.02,0.4856,0.445,-0.071,262800,0.0406
0.005,0.48359,0.445,-0.054,263100,0.03859
0.025,0.50976,0.47,-0.029,263400,0.03976
0.015,0.50058,0.46,-0.03,263700,0.04058
0.02,0.50675,0.465,-0.02,264000,0.04175
0.015,0.51041,0.47,-0.063,264300,0.04041
0.02,0.52061,0.48,0.022,264600,0.04061
0.005,0.54636,0.505,-0.063,264900,0.04136
0.005,0.52881,0.49,-0.018,265200,0.03881
0.02,0.54835,0.51,-0.013,265500,0.03835
0.015,0.51263,0.475,-0.002,265800,0.03763
0.02,0.53886,0.5,-0.028,266100,0.03886
0.01,0.54443,0.505,-0.01,266400,0.03943
0.0,0.52884,0.49,0.018,266700,0.03884
0.01,0.53332,0.495,-0.03,267000,0.03832
0.005,0.53894,0.5,-0.05,267300,0.03894
0.015,0.54713,0.51,0.011,267600,0.03713
0.0,0.53191,0.495,-0.042,267900,0.03691
0.015,0.55432,0.515,-0.032,268200,0.03932
0.01,0.57981,0.54,-0.034,268500,0.03981
0.01,0.57661,0.535,-0.019,268800,0.04161
0.01,0.56205,0.52,-0.05,269100,0.04205
0.005,0.5419,0.5,-0.063,269400,0.0419
0.015,0.51628,0.475,-0.013,269700,0.04128
0.01,0.52623,0.485,-0.049,270000,0.04123
0.005,0.51151,0.47,-0.05,270300,0.04151
0.0,0.52243,0.48,-0.024,270600,0.04243
0.015,0.48952,0.45,-0.053,270900,0.03952
-0.005,0.51151,0.47,-0.022,271200,0.04151
0.0,0.52108,0.48,0.019,271500,0.04108
-0.005,0.52699,0.485,-0.021,271800,0.04199
0.005,0.53709,0.495,-0.031,272100,0.04209
0.01,0.51627,0.475,-0.018,272400,0.04127
0.015,0.52716,0.485,-0.009,272700,0.04216
0.0,0.52214,0.48,-0.076,273000,0.04214
0.01,0.52213,0.48,-0.056,273300,0.04213
0.005,0.52331,0.48,-0.003,273600,0.04331
0.015,0.55268,0.51,0.02,273900,0.04268
-0.01,0.50566,0.465,-0.018,274200,0.04066
0.005,0.53778,0.495,-0.016,274500,0.04278
0.005,0.51356,0.47,-0.077,274800,0.04356
0.0,0.51334,0.47,-0.079,275100,0.04334
0.01,0.48718,0.445,-0.024,275400,0.04218
-0.005,0.50641,0.465,-0.042,275700,0.04141
0.0,0.53224,0.49,-0.037,276000,0.04224
0.01,0.49104,0.45,-0.037,276300,0.04104
0.01,0.51666,0.475,-0.041,276600,0.04166
0.025,0.48527,0.445,-0.085,276900,0.04027
0.015,0.5098,0.47,-0.013,277200,0.0398
0.005,0.50941,0.47,-0.026,277500,0.03941
0.005,0.48968,0.45,-0.017,277800,0.03968
0.025,0.48526,0.445,-0.032,278100,0.04026
0.015,0.49969,0.46,-0.043,278400,0.03969
0.01,0.50901,0.47,-0.014,278700,0.03901
0.01,0.49874,0.46,-0.011,279000,0.03874
0.015,0.48206,0.445,-0.003,279300,0.03706
0.005,0.48227,0.445,-0.025,279600,0.03727
0.015,0.49254,0.455,-0.033,279900,0.03754
0.02,0.49754,0.46,-0.077,280200,0.03754
0.015,0.47684,0.44,-0.003,280500,0.03684
0.025,0.48713,0.45,0.013,280800,0.03713
0.01,0.4718,0.435,-0.0,281100,0.0368
0.01,0.47898,0.44,-0.02,281400,0.03898
0.015,0.45412,0.415,-0.071,281700,0.03912
0.02,0.46381,0.425,0.019,282000,0.03881
0.015,0.46391,0.425,-0.044,282300,0.03891
0.035,0.47436,0.435,-0.035,282600,0.03936
0.04,0.45411,0.415,-0.034,282900,0.03911
0.02,0.42367,0.385,0.005,283200,0.03867
0.025,0.4695,0.43,-0.002,283500,0.0395
0.035,0.42353,0.385,-0.038,283800,0.03853
0.035,0.47858,0.44,-0.036,284100,0.03858
0.035,0.45885,0.42,-0.029,284400,0.03885
0.045,0.45024,0.41,-0.036,284700,0.04024
0.035,0.41281,0.375,-0.033,285000,0.03781
0.015,0.42867,0.39,-0.058,285300,0.03867
0.03,0.46994,0.43,-0.033,285600,0.03994
0.025,0.46014,0.42,-0.01,285900,0.04014
0.025,0.45013,0.41,-0.056,286200,0.04013
0.055,0.40872,0.37,0.002,286500,0.03872
0.06,0.43438,0.395,-0.044,286800,0.03938
0.045,0.45003,0.41,-0.045,287100,0.04003
0.025,0.40968,0.37,-0.031,287400,0.03968
0.045,0.44033,0.4,-0.058,287700,0.04033
0.025,0.41509,0.375,-0.043,288000,0.04009
0.035,0.42929,0.39,0.005,288300,0.03929
0.015,0.44407,0.405,-0.032,288600,0.03907
0.015,0.43031,0.39,-0.045,288900,0.04031
0.04,0.4343,0.395,-0.06,289200,0.0393
0.03,0.44547,0.405,0.002,289500,0.04047
0.02,0.42349,0.385,0.004,289800,0.03849
0.035,0.42815,0.39,-0.038,290100,0.03815
0.015,0.43354,0.395,-0.027,290400,0.03854
0.035,0.41866,0.38,-0.033,290700,0.03866
0.015,0.46838,0.43,-0.053,291000,0.03838
0.01,0.44323,0.405,0.033,291300,0.03823
0.015,0.42806,0.39,-0.035,291600,0.03806
0.035,0.42987,0.39,-0.013,291900,0.03987
0.02,0.42221,0.385,-0.053,292200,0.03721
0.03,0.42423,0.385,-0.02,292500,0.03923
0.03,0.40792,0.37,0.001,292800,0.03792
0.025,0.45883,0.42,-0.015,293100,0.03883
0.02,0.43879,0.4,-0.04,293400,0.03879
0.04,0.46384,0.425,-0.056,293700,0.03884
0.035,0.4339,0.395,-0.028,294000,0.0389
0.03,0.42772,0.39,-0.037,294300,0.03772
0.02,0.45951,0.42,-0.044,294600,0.03951
0.025,0.44606,0.405,-0.092,294900,0.04106
0.04,0.46599,0.425,-0.052,295200,0.04099
0.035,0.46507,0.425,-0.046,295500,0.04007
0.015,0.44932,0.41,-0.018,295800,0.03932
0.025,0.4704,0.43,-0.039,296100,0.0404
0.015,0.43909,0.4,-0.072,296400,0.03909
0.02,0.42893,0.39,-0.033,296700,0.03893
0.025,0.4506,0.41,0.005,297000,0.0406
0.045,0.42887,0.39,-0.087,297300,0.03887
0.035,0.4543,0.415,0.035,297600,0.0393
0.02,0.44815,0.41,-0.083,297900,0.03815
0.025,0.44705,0.41,0.001,298200,0.03705
0.03,0.42533,0.39,-0.046,298500,0.03533
0.025,0.42181,0.385,-0.007,298800,0.03681
0.025,0.43234,0.395,-0.07,299100,0.03734
0.04,0.44859,0.41,-0.028,299400,0.03859
0.035,0.44237,0.405,-0.027,299700,0.03737
0.04,0.41618,0.38,-0.033,300000,0.03618
0.025,0.43013,0.395,-0.057,300300,0.03513
0.02,0.44139,0.405,0.006,300600,0.03639
0.025,0.43782,0.4,0.006,300900,0.03782
0.02,0.42367,0.385,-0.063,301200,0.03867
0.025,0.42882,0.39,-0.042,301500,0.03882
0.03,0.43871,0.4,-0.029,301800,0.03871
0.045,0.41266,0.375,-0.031,302100,0.03766
0.035,0.44888,0.41,-0.017,302400,0.03888
0.05,0.44349,0.405,-0.059,302700,0.03849
0.05,0.43373,0.395,0.005,303000,0.03873
0.04,0.43907,0.4,-0.032,303300,0.03907
0.045,0.44523,0.405,-0.059,303600,0.04023
0.04,0.45417,0.415,-0.133,303900,0.03917
0.025,0.50356,0.465,-0.0,304200,0.03856
0.035,0.45219,0.415,-0.05,304500,0.03719
0.02,0.44283,0.405,-0.012,304800,0.03783
0.05,0.44553,0.41,0.005,305100,0.03553
0.04,0.46951,0.435,-0.024,305400,0.03451
0.02,0.46636,0.43,0.003,305700,0.03636
0.03,0.49043,0.455,-0.03,306000,0.03543
0.045,0.46194,0.425,-0.015,306300,0.03694
0.045,0.45821,0.42,-0.105,306600,0.03821
0.04,0.43275,0.395,-0.032,306900,0.03775
0.05,0.46795,0.43,-0.022,307200,0.03795
0.03,0.48559,0.45,-0.091,307500,0.03559
0.03,0.5075,0.47,-0.015,307800,0.0375
0.025,0.51033,0.475,-0.051,308100,0.03533
0.03,0.4455,0.41,-0.045,308400,0.0355
0.02,0.45614,0.42,-0.04,308700,0.03614
0.025,0.44588,0.41,0.0,309000,0.03588
0.02,0.43072,0.395,-0.058,309300,0.03572
0.01,0.45685,0.42,-0.071,309600,0.03685
0.025,0.44477,0.41,-0.05,309900,0.03477
0.03,0.43037,0.395,-0.021,310200,0.03537
0.03,0.46757,0.43,-0.048,310500,0.03757
0.03,0.47779,0.44,0.008,310800,0.03779
0.015,0.44612,0.41,-0.041,311100,0.03612
0.015,0.4799,0.445,-0.063,311400,0.0349
0.03,0.47035,0.435,-0.071,311700,0.03535
0.015,0.47959,0.445,-0.02,312000,0.03459
0.015,0.44913,0.415,-0.021,312300,0.03413
0.015,0.48516,0.45,-0.064,312600,0.03516
0.02,0.47839,0.445,-0.057,312900,0.03339
0.015,0.46946,0.435,-0.074,313200,0.03446
0.03,0.44436,0.41,-0.045,313500,0.03436
0.03,0.46004,0.425,-0.029,313800,0.03504
0.035,0.43549,0.4,0.007,314100,0.03549
0.03,0.46228,0.425,-0.017,314400,0.03728
0.025,0.47426,0.435,-0.012,314700,0.03926
0.01,0.48471,0.445,-0.018,315000,0.03971
0.025,0.43381,0.395,-0.005,315300,0.03881
0.035,0.46375,0.425,-0.012,315600,0.03875
0.02,0.47857,0.44,0.015,315900,0.03857
0.025,0.43301,0.395,-0.054,316200,0.03801
0.02,0.46265,0.425,-0.027,316500,0.03765
0.02,0.45289,0.415,-0.06,316800,0.03789
0.005,0.45857,0.42,-0.028,317100,0.03857
0.005,0.45227,0.415,-0.057,317400,0.03727
0.0,0.45823,0.42,0.022,317700,0.03823
0.025,0.42763,0.39,-0.034,318000,0.03763
0.015,0.42842,0.39,-0.068,318300,0.03842
0.02,0.4233,0.385,-0.081,318600,0.0383
0.015,0.46869,0.43,-0.036,318900,0.03869
0.015,0.46353,0.425,-0.001,319200,0.03853
0.025,0.44312,0.405,-0.048,319500,0.03812
0.04,0.44892,0.41,0.049,319800,0.03892
0.02,0.4682,0.43,-0.005,320100,0.0382
0.03,0.44233,0.405,-0.021,320400,0.03733
0.015,0.4475,0.41,-0.029,320700,0.0375
0.005,0.40222,0.365,-0.028,321000,0.03722
0.025,0.45262,0.415,-0.056,321300,0.03762
0.035,0.40911,0.37,-0.051,321600,0.03911
0.025,0.43948,0.4,-0.019,321900,0.03948
0.02,0.45398,0.415,-0.038,322200,0.03898
0.015,0.43434,0.395,-0.031,322500,0.03934
0.01,0.46866,0.43,-0.041,322800,0.03866
0.02,0.43881,0.4,0.004,323100,0.03881
