avg_diff,avg_score,avg_winning,loss_train,step_idx,avg_score_no
0.015,0.46309,0.425,-0.062,485100,0.03809
0.025,0.44609,0.41,-0.028,485400,0.03609
0.025,0.48132,0.445,-0.066,485700,0.03632
0.02,0.42952,0.395,-0.033,486000,0.03452
-0.005,0.48868,0.455,-0.009,486300,0.03368
0.01,0.45485,0.42,-0.038,486600,0.03485
0.02,0.4366,0.4,-0.022,486900,0.0366
0.025,0.43656,0.4,-0.071,487200,0.03656
0.03,0.41205,0.375,-0.029,487500,0.03705
0.04,0.41632,0.38,-0.036,487800,0.03632
0.03,0.41764,0.38,-0.026,488100,0.03764
0.03,0.42773,0.39,0.004,488400,0.03773
0.02,0.46236,0.425,-0.053,488700,0.03736
0.025,0.44301,0.405,-0.059,489000,0.03801
0.02,0.43297,0.395,-0.032,489300,0.03797
0.025,0.45787,0.42,-0.057,489600,0.03787
0.015,0.45344,0.415,-0.042,489900,0.03844
0.015,0.4416,0.405,-0.058,490200,0.0366
0.015,0.44682,0.41,-0.043,490500,0.03682
0.015,0.43259,0.395,-0.038,490800,0.03759
0.025,0.46198,0.425,-0.003,491100,0.03698
0.015,0.40966,0.375,-0.086,491400,0.03466
0.015,0.4154,0.38,-0.057,491700,0.0354
0.025,0.39263,0.36,-0.099,492000,0.03263
0.005,0.39338,0.36,-0.023,492300,0.03338
0.015,0.44029,0.405,-0.029,492600,0.03529
0.015,0.4368,0.4,-0.024,492900,0.0368
0.025,0.44247,0.405,-0.014,493200,0.03747
0.02,0.40668,0.37,-0.048,493500,0.03668
0.02,0.42229,0.385,-0.028,493800,0.03729
0.015,0.41775,0.38,-0.006,494100,0.03775
0.025,0.45322,0.415,-0.059,494400,0.03822
0.02,0.47301,0.435,-0.076,494700,0.03801
0.04,0.44733,0.41,-0.041,495000,0.03733
0.04,0.43729,0.4,0.004,495300,0.03729
0.035,0.43785,0.4,-0.048,495600,0.03785
0.025,0.43247,0.395,-0.044,495900,0.03747
0.025,0.45203,0.415,-0.036,496200,0.03703
0.01,0.46629,0.43,-0.072,496500,0.03629
0.015,0.45696,0.42,-0.065,496800,0.03696
0.02,0.43703,0.4,-0.029,497100,0.03703
0.015,0.46695,0.43,-0.051,497400,0.03695
0.0,0.43615,0.4,-0.037,497700,0.03615
0.01,0.48229,0.445,-0.099,498000,0.03729
0.01,0.44101,0.405,-0.051,498300,0.03601
0.01,0.42681,0.39,-0.009,498600,0.03681
0.015,0.47543,0.44,-0.02,498900,0.03543
0.01,0.47706,0.44,0.019,499200,0.03706
0.01,0.46367,0.425,-0.042,499500,0.03867
0.005,0.47775,0.44,-0.03,499800,0.03775
0.0,0.47311,0.435,-0.067,500100,0.03811
0.0,0.45197,0.415,-0.061,500400,0.03697
-0.005,0.46748,0.43,-0.009,500700,0.03748
0.0,0.46156,0.425,-0.052,501000,0.03656
0.02,0.46262,0.425,-0.066,501300,0.03762
0.005,0.46211,0.425,-0.029,501600,0.03711
0.005,0.47735,0.44,-0.014,501900,0.03735
0.01,0.45618,0.42,-0.029,502200,0.03618
0.0,0.48182,0.445,-0.092,502500,0.03682
0.005,0.46589,0.43,-0.001,502800,0.03589
0.02,0.47655,0.44,-0.078,503100,0.03655
0.01,0.45039,0.415,0.002,503400,0.03539
0.02,0.47127,0.435,-0.038,503700,0.03627
0.03,0.4494,0.415,-0.085,504000,0.0344
0.005,0.49618,0.46,-0.01,504300,0.03618
0.025,0.47517,0.44,-0.018,504600,0.03517
0.015,0.47952,0.445,0.009,504900,0.03452
0.005,0.46447,0.43,-0.089,505200,0.03447
0.015,0.48,0.445,-0.049,505500,0.035
0.01,0.47948,0.445,-0.05,505800,0.03448
0.015,0.4802,0.445,-0.06,506100,0.0352
0.015,0.48072,0.445,-0.069,506400,0.03572
0.03,0.44972,0.415,-0.039,506700,0.03472
0.01,0.47956,0.445,-0.034,507000,0.03456
0.005,0.46928,0.435,-0.008,507300,0.03428
0.02,0.46501,0.43,-0.028,507600,0.03501
0.02,0.46927,0.435,-0.085,507900,0.03427
0.005,0.46078,0.425,-0.09,508200,0.03578
0.01,0.47419,0.44,-0.042,508500,0.03419
0.01,0.45891,0.425,-0.067,508800,0.03391
0.005,0.47508,0.44,-0.006,509100,0.03508
-0.005,0.48309,0.445,-0.041,509400,0.03809
-0.015,0.48335,0.445,-0.037,509700,0.03835
0.005,0.49844,0.46,-0.042,510000,0.03844
0.005,0.48866,0.45,-0.076,510300,0.03866
-0.01,0.45113,0.415,-0.053,510600,0.03613
0.02,0.45175,0.415,-0.055,510900,0.03675
0.015,0.45996,0.425,-0.014,511200,0.03496
0.01,0.45573,0.42,-0.045,511500,0.03573
0.005,0.48263,0.445,-0.012,511800,0.03763
0.01,0.46333,0.425,-0.047,512100,0.03833
0.015,0.46613,0.43,-0.013,512400,0.03613
0.0,0.46326,0.425,-0.01,512700,0.03826
0.005,0.46262,0.425,-0.059,513000,0.03762
-0.005,0.44709,0.41,-0.022,513300,0.03709
0.0,0.44819,0.41,-0.019,513600,0.03819
-0.005,0.44805,0.41,-0.076,513900,0.03805
0.005,0.44422,0.405,-0.022,514200,0.03922
0.01,0.43296,0.395,-0.032,514500,0.03796
0.01,0.45373,0.415,-0.077,514800,0.03873
0.01,0.44738,0.41,-0.01,515100,0.03738
0.01,0.44858,0.41,-0.051,515400,0.03858
0.01,0.46402,0.425,-0.013,515700,0.03902
0.005,0.46381,0.425,-0.075,516000,0.03881
0.01,0.47593,0.435,-0.031,516300,0.04093
-0.005,0.46908,0.43,-0.03,516600,0.03908
-0.005,0.44439,0.405,-0.057,516900,0.03939
0.005,0.45466,0.415,-0.014,517200,0.03966
0.005,0.45433,0.415,-0.04,517500,0.03933
0.01,0.44912,0.41,-0.01,517800,0.03912
0.0,0.43934,0.4,-0.031,518100,0.03934
0.01,0.43873,0.4,-0.063,518400,0.03873
0.01,0.46319,0.425,-0.027,518700,0.03819
0.005,0.43833,0.4,0.002,519000,0.03833
0.005,0.45446,0.415,-0.017,519300,0.03946
0.005,0.47834,0.44,-0.083,519600,0.03834
0.01,0.46452,0.425,-0.053,519900,0.03952
0.005,0.42873,0.39,-0.019,520200,0.03873
-0.01,0.45447,0.415,-0.044,520500,0.03947
0.0,0.46855,0.43,-0.046,520800,0.03855
-0.005,0.47481,0.435,-0.025,521100,0.03981
0.005,0.4441,0.405,-0.039,521400,0.0391
-0.005,0.46504,0.425,-0.038,521700,0.04004
0.0,0.47506,0.435,-0.052,522000,0.04006
0.015,0.47157,0.43,-0.017,522300,0.04157
0.015,0.47647,0.435,-0.072,522600,0.04147
-0.005,0.44437,0.405,-0.071,522900,0.03937
0.0,0.4691,0.43,-0.061,523200,0.0391
0.0,0.42175,0.385,-0.048,523500,0.03675
0.005,0.45859,0.42,-0.061,523800,0.03859
0.005,0.46815,0.43,-0.055,524100,0.03815
0.01,0.4459,0.41,-0.052,524400,0.0359
0.01,0.46537,0.43,0.004,524700,0.03537
0.005,0.44978,0.415,-0.035,525000,0.03478
0.01,0.4308,0.395,-0.034,525300,0.0358
0.005,0.45171,0.415,-0.04,525600,0.03671
0.0,0.47706,0.44,0.006,525900,0.03706
0.015,0.47107,0.435,-0.016,526200,0.03607
0.005,0.47026,0.435,-0.05,526500,0.03526
0.02,0.45863,0.425,0.012,526800,0.03363
0.01,0.47405,0.44,-0.084,527100,0.03405
0.01,0.45339,0.42,0.012,527400,0.03339
0.025,0.45346,0.42,-0.005,527700,0.03346
0.02,0.49374,0.46,-0.016,528000,0.03374
0.015,0.48337,0.45,-0.027,528300,0.03337
0.005,0.47029,0.435,-0.002,528600,0.03529
0.015,0.48013,0.445,-0.07,528900,0.03513
0.005,0.50137,0.465,-0.039,529200,0.03637
0.0,0.48674,0.45,0.024,529500,0.03674
0.005,0.47607,0.44,-0.044,529800,0.03607
0.0,0.45143,0.415,0.02,530100,0.03643
0.005,0.4553,0.42,-0.045,530400,0.0353
-0.005,0.44545,0.41,0.015,530700,0.03545
0.015,0.46238,0.425,0.05,531000,0.03738
0.015,0.4408,0.405,-0.024,531300,0.0358
-0.005,0.47244,0.435,-0.056,531600,0.03744
0.0,0.44641,0.41,-0.066,531900,0.03641
-0.005,0.47727,0.44,0.008,532200,0.03727
-0.005,0.48868,0.45,-0.042,532500,0.03868
0.0,0.50016,0.46,-0.024,532800,0.04016
0.005,0.469,0.43,-0.055,533100,0.039
-0.005,0.45887,0.42,-0.018,533400,0.03887
-0.01,0.45477,0.42,-0.066,533700,0.03477
0.015,0.45304,0.415,-0.056,534000,0.03804
0.02,0.44721,0.41,-0.032,534300,0.03721
0.005,0.43078,0.395,-0.071,534600,0.03578
0.0,0.44527,0.41,-0.02,534900,0.03527
0.0,0.4566,0.42,-0.036,535200,0.0366
-0.005,0.46207,0.425,-0.013,535500,0.03707
-0.01,0.46216,0.425,-0.034,535800,0.03716
0.01,0.48695,0.45,-0.034,536100,0.03695
0.02,0.46264,0.425,0.042,536400,0.03764
0.015,0.43841,0.4,0.018,536700,0.03841
0.005,0.49344,0.455,-0.09,537000,0.03844
0.005,0.49899,0.46,-0.064,537300,0.03899
-0.005,0.46979,0.43,-0.023,537600,0.03979
0.02,0.47495,0.435,-0.041,537900,0.03995
0.01,0.45367,0.415,-0.008,538200,0.03867
-0.01,0.40271,0.365,-0.024,538500,0.03771
0.01,0.41814,0.38,-0.036,538800,0.03814
0.01,0.45898,0.42,-0.045,539100,0.03898
0.015,0.44025,0.4,-0.075,539400,0.04025
0.015,0.42314,0.385,-0.025,539700,0.03814
0.015,0.42088,0.385,-0.065,540000,0.03588
0.005,0.45622,0.42,-0.032,540300,0.03622
0.01,0.45711,0.42,-0.013,540600,0.03711
0.01,0.45785,0.42,-0.024,540900,0.03785
-0.01,0.46199,0.425,-0.044,541200,0.03699
0.0,0.43712,0.4,-0.029,541500,0.03712
0.03,0.41251,0.375,-0.062,541800,0.03751
0.01,0.43932,0.4,-0.026,542100,0.03932
0.015,0.42299,0.385,-0.055,542400,0.03799
0.01,0.44324,0.405,-0.021,542700,0.03824
0.01,0.44412,0.405,-0.037,543000,0.03912
0.02,0.46192,0.425,-0.032,543300,0.03692
0.025,0.45931,0.425,-0.057,543600,0.03431
0.005,0.48178,0.445,-0.002,543900,0.03678
0.03,0.46141,0.425,-0.053,544200,0.03641
0.02,0.46101,0.425,-0.039,544500,0.03601
0.04,0.45634,0.42,-0.064,544800,0.03634
0.02,0.43673,0.4,-0.088,545100,0.03673
0.015,0.41572,0.38,-0.048,545400,0.03572
0.02,0.44622,0.41,-0.035,545700,0.03622
0.04,0.44005,0.405,-0.011,546000,0.03505
0.035,0.42536,0.39,-0.064,546300,0.03536
0.0,0.45062,0.415,-0.023,546600,0.03562
0.01,0.40689,0.37,-0.02,546900,0.03689
0.005,0.41558,0.38,-0.063,547200,0.03558
0.03,0.44056,0.405,-0.019,547500,0.03556
0.015,0.45541,0.42,-0.057,547800,0.03541
0.025,0.41982,0.385,0.006,548100,0.03482
0.02,0.41941,0.385,-0.064,548400,0.03441
0.03,0.40964,0.375,-0.035,548700,0.03464
0.02,0.4237,0.39,-0.005,549000,0.0337
0.025,0.41382,0.38,-0.02,549300,0.03382
0.02,0.38885,0.355,-0.027,549600,0.03385
0.025,0.41976,0.385,-0.095,549900,0.03476
0.01,0.40037,0.365,0.013,550200,0.03537
0.03,0.37971,0.345,-0.023,550500,0.03471
0.015,0.42662,0.39,-0.075,550800,0.03662
0.005,0.43842,0.4,0.021,551100,0.03842
0.025,0.39689,0.36,-0.049,551400,0.03689
0.01,0.4173,0.38,-0.051,551700,0.0373
0.01,0.41263,0.375,-0.056,552000,0.03763
0.005,0.40273,0.365,-0.052,552300,0.03773
0.04,0.428,0.39,-0.077,552600,0.038
0.03,0.42243,0.385,-0.05,552900,0.03743
0.02,0.43243,0.395,-0.011,553200,0.03743
0.01,0.41201,0.375,-0.015,553500,0.03701
0.02,0.425,0.39,-0.001,553800,0.035
0.025,0.4468,0.41,-0.048,554100,0.0368
0.005,0.44536,0.41,-0.024,554400,0.03536
0.01,0.43062,0.395,-0.063,554700,0.03562
0.02,0.44532,0.41,-0.038,555000,0.03532
0.02,0.47671,0.44,0.009,555300,0.03671
0.015,0.49191,0.455,-0.057,555600,0.03691
0.025,0.47184,0.435,-0.062,555900,0.03684
0.015,0.463,0.425,-0.025,556200,0.038
0.03,0.47672,0.44,-0.019,556500,0.03672
0.015,0.44601,0.41,-0.05,556800,0.03601
0.02,0.42118,0.385,-0.03,557100,0.03618
0.015,0.4364,0.4,-0.034,557400,0.0364
0.015,0.46074,0.425,-0.007,557700,0.03574
0.005,0.43215,0.395,-0.073,558000,0.03715
0.04,0.48696,0.45,-0.051,558300,0.03696
0.02,0.4399,0.405,-0.07,558600,0.0349
0.02,0.47198,0.435,-0.037,558900,0.03698
0.02,0.46617,0.43,0.005,559200,0.03617
0.025,0.4549,0.42,-0.03,559500,0.0349
0.025,0.44512,0.41,-0.008,559800,0.03512
0.015,0.42568,0.39,-0.039,560100,0.03568
0.02,0.42159,0.385,-0.061,560400,0.03659
0.035,0.42612,0.39,-0.064,560700,0.03612
0.01,0.44134,0.405,-0.06,561000,0.03634
0.025,0.45666,0.42,-0.11,561300,0.03666
0.015,0.40684,0.37,-0.037,561600,0.03684
0.02,0.41092,0.375,-0.041,561900,0.03592
0.02,0.47286,0.435,-0.086,562200,0.03786
0.005,0.48684,0.45,-0.06,562500,0.03684
0.04,0.46304,0.425,0.042,562800,0.03804
0.02,0.43281,0.395,-0.012,563100,0.03781
0.025,0.42251,0.385,-0.068,563400,0.03751
0.015,0.39586,0.36,-0.047,563700,0.03586
0.04,0.41656,0.38,-0.028,564000,0.03656
0.03,0.43206,0.395,-0.024,564300,0.03706
0.03,0.42609,0.39,-0.038,564600,0.03609
0.03,0.42146,0.385,-0.02,564900,0.03646
0.03,0.4426,0.405,-0.045,565200,0.0376
0.05,0.45749,0.42,-0.039,565500,0.03749
0.02,0.4632,0.425,-0.092,565800,0.0382
0.025,0.43699,0.4,-0.088,566100,0.03699
0.015,0.45278,0.415,-0.111,566400,0.03778
0.02,0.43706,0.4,-0.012,566700,0.03706
0.025,0.43753,0.4,-0.026,567000,0.03753
0.02,0.46793,0.43,-0.087,567300,0.03793
0.02,0.47304,0.435,-0.059,567600,0.03804
0.02,0.46744,0.43,0.018,567900,0.03744
0.02,0.48413,0.445,-0.056,568200,0.03913
0.015,0.47825,0.44,-0.015,568500,0.03825
0.025,0.43206,0.395,-0.026,568800,0.03706
0.03,0.46245,0.425,-0.029,569100,0.03745
0.025,0.4335,0.395,0.011,569400,0.0385
0.035,0.47438,0.435,-0.018,569700,0.03938
0.02,0.46934,0.43,-0.067,570000,0.03934
0.02,0.48877,0.45,0.003,570300,0.03877
0.015,0.45823,0.42,-0.003,570600,0.03823
0.025,0.48365,0.445,-0.049,570900,0.03865
0.0,0.46857,0.43,-0.015,571200,0.03857
0.01,0.4632,0.425,-0.038,571500,0.0382
0.035,0.46235,0.425,-0.09,571800,0.03735
0.03,0.45745,0.42,-0.033,572100,0.03745
0.025,0.48854,0.45,-0.045,572400,0.03854
0.03,0.4482,0.41,-0.042,572700,0.0382
0.02,0.46371,0.425,-0.044,573000,0.03871
0.035,0.47986,0.44,-0.038,573300,0.03986
0.03,0.42611,0.39,-0.048,573600,0.03611
0.035,0.44745,0.41,-0.067,573900,0.03745
0.035,0.45674,0.42,-0.046,574200,0.03674
0.025,0.45972,0.425,-0.058,574500,0.03472
0.03,0.45699,0.42,0.004,574800,0.03699
0.025,0.46687,0.43,-0.078,575100,0.03687
0.02,0.48242,0.445,-0.023,575400,0.03742
0.01,0.45307,0.415,-0.044,575700,0.03807
0.03,0.44264,0.405,-0.059,576000,0.03764
0.02,0.44873,0.41,-0.033,576300,0.03873
0.02,0.46813,0.43,-0.013,576600,0.03813
0.03,0.43448,0.395,-0.03,576900,0.03948
0.04,0.44811,0.41,-0.021,577200,0.03811
0.015,0.47321,0.435,-0.026,577500,0.03821
0.04,0.4535,0.415,-0.085,577800,0.0385
0.035,0.43875,0.4,-0.026,578100,0.03875
0.02,0.45827,0.42,-0.068,578400,0.03827
0.02,0.43161,0.395,-0.047,578700,0.03661
0.025,0.43735,0.4,-0.055,579000,0.03735
0.035,0.41333,0.375,-0.024,579300,0.03833
0.04,0.41813,0.38,-0.063,579600,0.03813
0.03,0.44417,0.405,-0.013,579900,0.03917
0.04,0.4239,0.385,-0.106,580200,0.0389
0.03,0.42271,0.385,-0.044,580500,0.03771
0.03,0.41818,0.38,-0.029,580800,0.03818
0.04,0.41137,0.375,-0.092,581100,0.03637
0.025,0.44825,0.41,-0.024,581400,0.03825
0.025,0.41728,0.38,-0.094,581700,0.03728
0.04,0.41128,0.375,-0.074,582000,0.03628
0.04,0.41727,0.38,-0.016,582300,0.03727
0.035,0.40707,0.37,-0.047,582600,0.03707
0.025,0.40706,0.37,-0.074,582900,0.03706
0.04,0.41159,0.375,-0.095,583200,0.03659
0.025,0.3923,0.355,-0.004,583500,0.0373
0.03,0.43794,0.4,-0.052,583800,0.03794
0.035,0.40751,0.37,-0.007,584100,0.03751
0.025,0.41824,0.38,-0.014,584400,0.03824
0.02,0.42488,0.385,-0.058,584700,0.03988
0.025,0.43484,0.395,-0.02,585000,0.03984
0.02,0.41482,0.375,-0.058,585300,0.03982
0.035,0.40879,0.37,-0.047,585600,0.03879
0.045,0.40813,0.37,-0.018,585900,0.03813
0.04,0.38695,0.35,-0.035,586200,0.03695
0.04,0.40493,0.365,-0.039,586500,0.03993
0.035,0.43549,0.395,-0.013,586800,0.04049
0.035,0.39311,0.355,-0.048,587100,0.03811
0.02,0.44867,0.41,-0.029,587400,0.03867
0.025,0.42828,0.39,-0.055,587700,0.03828
0.03,0.41262,0.375,-0.069,588000,0.03762
0.025,0.44878,0.41,-0.033,588300,0.03878
0.02,0.42305,0.385,-0.051,588600,0.03805
0.025,0.43479,0.395,-0.027,588900,0.03979
0.03,0.43814,0.4,-0.018,589200,0.03814
0.035,0.4438,0.405,-0.012,589500,0.0388
0.035,0.42394,0.385,-0.05,589800,0.03894
0.025,0.43966,0.4,-0.089,590100,0.03966
0.03,0.48031,0.44,-0.07,590400,0.04031
0.04,0.47547,0.435,-0.064,590700,0.04047
0.035,0.46567,0.425,-0.014,591000,0.04067
0.02,0.46606,0.425,-0.042,591300,0.04106
0.035,0.47376,0.435,-0.08,591600,0.03876
0.015,0.47428,0.435,-0.076,591900,0.03928
0.02,0.44973,0.41,-0.001,592200,0.03973
0.04,0.46821,0.43,-0.028,592500,0.03821
0.035,0.45182,0.415,-0.035,592800,0.03682
0.035,0.44592,0.41,-0.096,593100,0.03592
0.035,0.45856,0.42,0.021,593400,0.03856
0.035,0.47246,0.435,-0.021,593700,0.03746
0.05,0.45771,0.42,-0.036,594000,0.03771
0.04,0.46818,0.43,-0.009,594300,0.03818
0.045,0.45935,0.42,0.023,594600,0.03935
0.025,0.4796,0.44,-0.042,594900,0.0396
0.02,0.47442,0.435,-0.029,595200,0.03942
0.02,0.45983,0.42,-0.066,595500,0.03983
0.01,0.47012,0.43,-0.062,595800,0.04012
0.01,0.46526,0.425,-0.042,596100,0.04026
0.005,0.47571,0.435,0.048,596400,0.04071
0.005,0.48539,0.445,0.011,596700,0.04039
0.02,0.42853,0.39,-0.055,597000,0.03853
0.0,0.45465,0.415,0.002,597300,0.03965
0.005,0.46908,0.43,-0.019,597600,0.03908
0.015,0.50781,0.47,-0.043,597900,0.03781
0.0,0.50837,0.47,-0.026,598200,0.03837
0.005,0.48776,0.45,-0.067,598500,0.03776
0.015,0.48865,0.45,-0.025,598800,0.03865
0.025,0.48821,0.45,-0.039,599100,0.03821
0.005,0.48842,0.45,-0.035,599400,0.03842
0.015,0.48969,0.45,-0.022,599700,0.03969
0.03,0.48884,0.45,-0.005,600000,0.03884
0.025,0.45435,0.415,-0.071,600300,0.03935
0.015,0.47951,0.44,-0.01,600600,0.03951
0.015,0.48221,0.445,-0.068,600900,0.03721
0.02,0.46661,0.43,-0.065,601200,0.03661
0.025,0.49704,0.46,-0.049,601500,0.03704
0.01,0.50227,0.465,-0.007,601800,0.03727
0.015,0.49174,0.455,-0.086,602100,0.03674
0.02,0.48796,0.45,-0.027,602400,0.03796
0.02,0.47216,0.435,0.015,602700,0.03716
0.015,0.49721,0.46,-0.053,603000,0.03721
0.02,0.48826,0.45,-0.04,603300,0.03826
0.015,0.49326,0.455,-0.054,603600,0.03826
0.015,0.49975,0.46,-0.073,603900,0.03975
0.015,0.49417,0.455,-0.051,604200,0.03917
0.005,0.49819,0.46,-0.033,604500,0.03819
0.01,0.49258,0.455,-0.024,604800,0.03758
0.02,0.49295,0.455,-0.022,605100,0.03795
0.01,0.48154,0.445,-0.073,605400,0.03654
0.015,0.48832,0.45,-0.089,605700,0.03832
0.02,0.50377,0.465,-0.054,606000,0.03877
0.005,0.47157,0.435,-0.057,606300,0.03657
0.01,0.4661,0.43,-0.081,606600,0.0361
0.015,0.45713,0.42,-0.058,606900,0.03713
0.005,0.48262,0.445,-0.023,607200,0.03762
0.0,0.441,0.405,-0.028,607500,0.036
0.005,0.4823,0.445,-0.034,607800,0.0373
0.015,0.45038,0.415,-0.079,608100,0.03538
0.015,0.47524,0.44,-0.057,608400,0.03524
0.015,0.46184,0.425,-0.017,608700,0.03684
0.015,0.46717,0.43,-0.08,609000,0.03717
0.015,0.49086,0.455,-0.019,609300,0.03586
0.01,0.49737,0.46,-0.06,609600,0.03737
0.02,0.44671,0.41,-0.051,609900,0.03671
0.02,0.48267,0.445,-0.094,610200,0.03767
0.025,0.45321,0.415,-0.033,610500,0.03821
0.02,0.4376,0.4,-0.1,610800,0.0376
0.015,0.45052,0.415,-0.082,611100,0.03552
0.01,0.45443,0.42,-0.023,611400,0.03443
0.015,0.45971,0.425,-0.076,611700,0.03471
0.01,0.49661,0.46,-0.002,612000,0.03661
0.005,0.43624,0.4,-0.071,612300,0.03624
0.025,0.44688,0.41,-0.067,612600,0.03688
0.015,0.44721,0.41,-0.062,612900,0.03721
0.01,0.47626,0.44,-0.045,613200,0.03626
0.0,0.46659,0.43,-0.093,613500,0.03659
0.0,0.47476,0.44,-0.028,613800,0.03476
0.0,0.47901,0.445,-0.047,614100,0.03401
0.035,0.43342,0.4,-0.061,614400,0.03342
0.015,0.47532,0.44,-0.047,614700,0.03532
0.015,0.48048,0.445,-0.043,615000,0.03548
0.0,0.46046,0.425,-0.067,615300,0.03546
-0.005,0.44945,0.415,-0.058,615600,0.03445
0.01,0.40377,0.37,0.015,615900,0.03377
-0.015,0.43456,0.4,-0.078,616200,0.03456
-0.015,0.43413,0.4,-0.025,616500,0.03413
-0.005,0.41316,0.38,-0.053,616800,0.03316
0.01,0.43985,0.405,0.004,617100,0.03485
0.015,0.42849,0.395,-0.002,617400,0.03349
0.0,0.41802,0.385,-0.102,617700,0.03302
0.0,0.44152,0.41,-0.04,618000,0.03152
0.01,0.43847,0.405,-0.022,618300,0.03347
0.01,0.45248,0.42,-0.069,618600,0.03248
0.01,0.42393,0.39,-0.025,618900,0.03393
0.0,0.41719,0.385,-0.045,619200,0.03219
0.01,0.4124,0.38,-0.085,619500,0.0324
0.005,0.41076,0.38,-0.029,619800,0.03076
0.0,0.44081,0.41,-0.031,620100,0.03081
0.0,0.45024,0.42,-0.114,620400,0.03024
0.01,0.47774,0.445,-0.05,620700,0.03274
0.005,0.46428,0.43,-0.055,621000,0.03428
-0.005,0.48917,0.455,-0.068,621300,0.03417
0.01,0.46541,0.43,-0.051,621600,0.03541
0.01,0.45232,0.415,-0.056,621900,0.03732
-0.005,0.46817,0.43,-0.06,622200,0.03817
-0.005,0.47375,0.435,-0.003,622500,0.03875
0.0,0.46766,0.43,-0.02,622800,0.03766
0.015,0.47324,0.435,-0.039,623100,0.03824
0.005,0.45922,0.42,-0.008,623400,0.03922
-0.005,0.45416,0.415,-0.055,623700,0.03916
0.0,0.46799,0.43,-0.097,624000,0.03799
0.025,0.47299,0.435,-0.012,624300,0.03799
0.04,0.44292,0.405,-0.031,624600,0.03792
0.035,0.42857,0.39,-0.055,624900,0.03857
0.005,0.44803,0.41,0.014,625200,0.03803
0.02,0.45908,0.42,0.004,625500,0.03908
0.005,0.45912,0.42,-0.051,625800,0.03912
0.005,0.45869,0.42,-0.015,626100,0.03869
0.005,0.44244,0.405,-0.017,626400,0.03744
0.005,0.45302,0.415,-0.04,626700,0.03802
0.005,0.44807,0.41,-0.072,627000,0.03807
0.0,0.44705,0.41,-0.046,627300,0.03705
0.01,0.47758,0.44,-0.068,627600,0.03758
0.03,0.47175,0.435,-0.072,627900,0.03675
0.015,0.45715,0.42,-0.036,628200,0.03715
0.03,0.47823,0.44,-0.023,628500,0.03823
0.025,0.4679,0.43,-0.067,628800,0.0379
0.025,0.48362,0.445,-0.061,629100,0.03862
0.035,0.47662,0.44,-0.093,629400,0.03662
0.015,0.49448,0.455,-0.06,629700,0.03948
0.025,0.47852,0.44,-0.054,630000,0.03852
0.015,0.48276,0.445,-0.04,630300,0.03776
0.01,0.48253,0.445,-0.07,630600,0.03753
0.02,0.50615,0.47,-0.076,630900,0.03615
0.025,0.47152,0.435,0.033,631200,0.03652
0.0,0.49221,0.455,0.059,631500,0.03721
0.015,0.50802,0.47,-0.079,631800,0.03802
0.02,0.4639,0.425,-0.101,632100,0.0389
0.025,0.46393,0.425,-0.028,632400,0.03893
0.025,0.47359,0.435,-0.083,632700,0.03859
0.035,0.45231,0.415,-0.06,633000,0.03731
0.02,0.45852,0.42,-0.08,633300,0.03852
0.035,0.43878,0.4,-0.007,633600,0.03878
0.015,0.46237,0.425,-0.055,633900,0.03737
0.03,0.442,0.405,0.001,634200,0.037
0.01,0.436,0.4,0.027,634500,0.036
0.035,0.43143,0.395,-0.049,634800,0.03643
0.01,0.47812,0.44,-0.09,635100,0.03812
0.025,0.42666,0.39,-0.042,635400,0.03666
0.035,0.44145,0.405,-0.073,635700,0.03645
0.035,0.4465,0.41,-0.063,636000,0.0365
0.03,0.44147,0.405,-0.036,636300,0.03647
0.02,0.44156,0.405,0.002,636600,0.03656
0.025,0.4047,0.37,-0.044,636900,0.0347
0.015,0.41503,0.38,-0.02,637200,0.03503
0.045,0.39848,0.365,-0.059,637500,0.03348
0.02,0.42944,0.395,-0.078,637800,0.03444
0.02,0.42508,0.39,-0.057,638100,0.03508
0.02,0.41562,0.38,-0.064,638400,0.03562
0.03,0.4307,0.395,-0.024,638700,0.0357
0.01,0.45098,0.415,-0.029,639000,0.03598
0.01,0.42284,0.385,-0.029,639300,0.03784
0.02,0.41175,0.375,-0.075,639600,0.03675
0.02,0.43637,0.4,-0.057,639900,0.03637
0.03,0.44785,0.41,-0.024,640200,0.03785
0.02,0.45681,0.42,-0.029,640500,0.03681
0.025,0.44593,0.41,-0.055,640800,0.03593
0.03,0.45106,0.415,-0.044,641100,0.03606
0.01,0.41801,0.38,-0.048,641400,0.03801
0.02,0.44224,0.405,-0.078,641700,0.03724
0.015,0.44738,0.41,-0.072,642000,0.03738
0.015,0.44772,0.41,-0.085,642300,0.03772
0.02,0.46638,0.43,-0.009,642600,0.03638
0.02,0.45108,0.415,-0.057,642900,0.03608
0.05,0.4549,0.42,-0.054,643200,0.0349
0.025,0.47025,0.435,-0.027,643500,0.03525
0.02,0.43429,0.4,-0.068,643800,0.03429
0.015,0.46568,0.43,-0.016,644100,0.03568
0.01,0.44923,0.415,-0.031,644400,0.03423
0.035,0.48055,0.445,-0.033,644700,0.03555
0.015,0.48157,0.445,-0.033,645000,0.03657
0.035,0.43714,0.4,-0.021,645300,0.03714
0.02,0.46266,0.425,-0.074,645600,0.03766
0.025,0.45767,0.42,-0.08,645900,0.03767
0.015,0.48862,0.45,-0.08,646200,0.03862
