loss_train,avg_diff,avg_score,step_idx,avg_winning
0.032,0.025,0.24495,1000,0.228
0.042,0.025,0.28052,2000,0.269
0.044,0.017,0.26159,3000,0.249
0.041,0.008,0.26775,4000,0.252
0.036,0.017,0.26201,5000,0.245
0.038,0.018,0.2842,6000,0.267
0.037,0.013,0.27859,7000,0.26
0.036,0.018,0.29206,8000,0.271
