loss_train,avg_diff,step_idx,avg_winning,avg_score
0.0,0.025,153000,0.48,0.52659
0.0,0.021,154000,0.439,0.47672
0.0,0.026,155000,0.454,0.48518
0.0,0.015,156000,0.505,0.55218
0.0,0.017,157000,0.469,0.51666
0.0,0.023,158000,0.486,0.53368
0.0,0.022,159000,0.475,0.52317
0.0,0.017,160000,0.472,0.51987
0.0,0.015,161000,0.479,0.52685
0.0,0.014,162000,0.465,0.51226
0.0,0.026,163000,0.458,0.50436
0.0,0.024,164000,0.467,0.50778
0.0,0.024,165000,0.461,0.50311
0.0,0.018,166000,0.469,0.51516
0.0,0.015,167000,0.473,0.51959
0.0,0.026,168000,0.457,0.49936
0.0,0.025,169000,0.48,0.52474
0.0,0.022,170000,0.462,0.50548
0.0,0.015,171000,0.464,0.50762
0.0,0.017,172000,0.494,0.53851
0.0,0.017,173000,0.47,0.51075
0.0,0.021,174000,0.473,0.51714
0.0,0.017,175000,0.485,0.52976
0.0,0.022,176000,0.481,0.5273
0.0,0.02,177000,0.488,0.53464
0.0,0.024,178000,0.474,0.51797
0.0,0.019,179000,0.476,0.52128
0.0,0.012,180000,0.474,0.51589
0.0,0.023,181000,0.481,0.52625
0.0,0.021,182000,0.482,0.52767
0.0,0.015,183000,0.483,0.52817
0.0,0.021,184000,0.5,0.54548
0.0,0.015,185000,0.501,0.54629
0.0,0.022,186000,0.469,0.51198
0.0,0.032,187000,0.476,0.521
0.0,0.024,188000,0.479,0.52332
0.0,0.022,189000,0.471,0.51611
0.0,0.022,190000,0.459,0.50426
0.0,0.018,191000,0.47,0.51596
0.0,0.027,192000,0.453,0.49796
0.0,0.019,193000,0.486,0.53164
0.0,0.03,194000,0.484,0.528
0.0,0.018,195000,0.458,0.50378
0.0,0.024,196000,0.472,0.51658
0.0,0.023,197000,0.472,0.51752
0.0,0.024,198000,0.472,0.51472
0.0,0.022,199000,0.466,0.50046
0.0,0.013,200000,0.461,0.50488
0.0,0.024,201000,0.459,0.49519
0.0,0.023,202000,0.466,0.51078
0.0,0.018,203000,0.488,0.53365
0.0,0.022,204000,0.471,0.51176
0.0,0.017,205000,0.47,0.51474
0.0,0.023,206000,0.475,0.51274
0.0,0.012,207000,0.462,0.50666
0.0,0.024,208000,0.468,0.51395
0.0,0.019,209000,0.447,0.4938
0.0,0.021,210000,0.47,0.51576
0.0,0.017,211000,0.493,0.53908
0.0,0.026,212000,0.474,0.51447
0.0,0.021,213000,0.478,0.51797
0.0,0.015,214000,0.464,0.50947
0.0,0.015,215000,0.486,0.51927
0.0,0.02,216000,0.453,0.48699
0.0,0.024,217000,0.467,0.5095
0.0,0.021,218000,0.458,0.50413
0.0,0.02,219000,0.456,0.50162
0.0,0.018,220000,0.474,0.5205
0.0,0.027,221000,0.474,0.5201
0.0,0.025,222000,0.467,0.51299
0.0,0.028,223000,0.468,0.51494
0.0,0.027,224000,0.477,0.52238
0.0,0.02,225000,0.449,0.49512
0.0,0.029,226000,0.47,0.51531
0.0,0.029,227000,0.457,0.50056
0.0,0.023,228000,0.467,0.5109
0.0,0.022,229000,0.456,0.5003
0.0,0.026,230000,0.466,0.50832
0.0,0.03,231000,0.47,0.51552
0.0,0.032,232000,0.477,0.5217
0.0,0.017,233000,0.466,0.51249
0.0,0.02,234000,0.486,0.53212
0.0,0.027,235000,0.451,0.49737
0.0,0.019,236000,0.477,0.52028
0.0,0.026,237000,0.458,0.49935
0.0,0.028,238000,0.46,0.49748
0.0,0.035,239000,0.475,0.51716
0.0,0.03,240000,0.464,0.50777
0.0,0.02,241000,0.466,0.51092
0.0,0.024,242000,0.462,0.50746
0.0,0.025,243000,0.456,0.50184
0.0,0.031,244000,0.44,0.4843
0.0,0.026,245000,0.487,0.5296
0.0,0.016,246000,0.472,0.51666
0.0,0.021,247000,0.481,0.52872
0.0,0.026,248000,0.467,0.51334
0.0,0.024,249000,0.472,0.51557
0.0,0.022,250000,0.473,0.51846
0.0,0.03,251000,0.455,0.49921
0.0,0.032,252000,0.475,0.5188
0.0,0.032,253000,0.476,0.52006
0.0,0.027,254000,0.473,0.51388
0.0,0.034,255000,0.478,0.51872
0.0,0.019,256000,0.461,0.50505
0.0,0.013,257000,0.471,0.51658
0.0,0.021,258000,0.454,0.49975
0.0,0.021,259000,0.462,0.50797
0.0,0.024,260000,0.462,0.50556
0.0,0.022,261000,0.436,0.48053
0.0,0.021,262000,0.458,0.50278
0.0,0.021,263000,0.454,0.49862
0.0,0.018,264000,0.461,0.50644
0.0,0.018,265000,0.462,0.50672
0.0,0.018,266000,0.458,0.5019
0.0,0.022,267000,0.446,0.48898
0.0,0.025,268000,0.458,0.50354
0.0,0.027,269000,0.437,0.48093
0.0,0.016,270000,0.447,0.49011
0.0,0.026,271000,0.482,0.52321
0.0,0.022,272000,0.445,0.48409
0.0,0.019,273000,0.478,0.51673
0.0,0.028,274000,0.471,0.51279
0.0,0.019,275000,0.456,0.501
0.0,0.026,276000,0.49,0.53067
0.0,0.025,277000,0.471,0.50875
0.0,0.015,278000,0.489,0.53228
0.0,0.025,279000,0.463,0.5073
0.0,0.022,280000,0.466,0.51027
0.0,0.017,281000,0.447,0.49187
0.0,0.013,282000,0.466,0.50562
0.0,0.017,283000,0.47,0.50991
0.0,0.014,284000,0.474,0.51763
0.0,0.024,285000,0.466,0.50958
0.0,0.025,286000,0.457,0.50296
0.0,0.021,287000,0.463,0.5057
0.0,0.022,288000,0.483,0.52039
0.0,0.023,289000,0.47,0.50556
0.0,0.027,290000,0.476,0.5163
0.0,0.028,291000,0.484,0.52194
0.0,0.024,292000,0.455,0.48478
0.0,0.022,293000,0.477,0.51734
0.0,0.024,294000,0.444,0.48624
0.0,0.023,295000,0.439,0.48108
0.0,0.02,296000,0.458,0.50244
0.0,0.015,297000,0.455,0.49887
0.0,0.022,298000,0.455,0.49623
0.0,0.024,299000,0.458,0.4984
0.0,0.027,300000,0.462,0.50176
0.0,0.024,301000,0.445,0.48774
0.0,0.026,302000,0.446,0.48894
0.0,0.023,303000,0.453,0.49601
0.0,0.025,304000,0.476,0.51494
0.0,0.028,305000,0.464,0.50713
0.0,0.021,306000,0.447,0.49198
0.0,0.024,307000,0.447,0.48866
0.0,0.015,308000,0.439,0.48374
0.0,0.024,309000,0.466,0.51056
0.0,0.027,310000,0.454,0.49875
0.0,0.026,311000,0.461,0.50565
0.0,0.023,312000,0.455,0.49851
0.0,0.024,313000,0.477,0.52117
0.0,0.019,314000,0.462,0.50496
0.0,0.013,315000,0.444,0.48639
0.0,0.023,316000,0.498,0.54105
0.0,0.023,317000,0.474,0.51752
0.0,0.009,318000,0.462,0.50654
0.0,0.02,319000,0.47,0.51449
0.0,0.016,320000,0.453,0.49627
0.0,0.023,321000,0.466,0.5055
0.0,0.027,322000,0.471,0.51261
0.0,0.021,323000,0.475,0.51951
0.0,0.022,324000,0.468,0.51223
0.0,0.022,325000,0.444,0.48874
0.0,0.021,326000,0.436,0.48053
0.0,0.018,327000,0.444,0.48691
0.0,0.02,328000,0.449,0.49324
0.0,0.022,329000,0.437,0.48189
0.0,0.023,330000,0.452,0.49527
0.0,0.019,331000,0.458,0.50198
0.0,0.023,332000,0.448,0.49167
0.0,0.009,333000,0.461,0.50671
0.0,0.017,334000,0.46,0.50485
0.0,0.027,335000,0.469,0.51343
0.0,0.013,336000,0.434,0.47917
0.0,0.023,337000,0.462,0.50703
0.0,0.018,338000,0.449,0.49204
0.0,0.023,339000,0.464,0.50677
0.0,0.009,340000,0.443,0.48672
0.0,0.015,341000,0.433,0.47597
0.0,0.031,342000,0.458,0.49864
0.0,0.024,343000,0.471,0.51327
0.0,0.02,344000,0.447,0.49019
0.0,0.021,345000,0.435,0.47919
0.0,0.022,346000,0.444,0.48764
0.0,0.017,347000,0.447,0.48955
0.0,0.016,348000,0.443,0.47626
0.0,0.021,349000,0.441,0.47409
0.0,0.023,350000,0.479,0.51631
0.0,0.027,351000,0.451,0.49331
0.0,0.015,352000,0.471,0.51434
0.0,0.027,353000,0.441,0.48194
0.0,0.008,354000,0.465,0.50588
0.0,0.027,355000,0.452,0.49024
0.0,0.031,356000,0.451,0.49043
0.0,0.019,357000,0.468,0.5084
0.0,0.02,358000,0.446,0.48981
0.0,0.019,359000,0.444,0.48793
0.0,0.023,360000,0.463,0.50709
0.0,0.025,361000,0.442,0.48643
0.0,0.029,362000,0.448,0.49068
0.0,0.019,363000,0.441,0.47474
0.0,0.02,364000,0.44,0.47395
0.0,0.02,365000,0.442,0.47961
0.0,0.019,366000,0.482,0.52172
0.0,0.024,367000,0.457,0.49623
0.0,0.028,368000,0.467,0.50958
0.0,0.015,369000,0.455,0.49744
0.0,0.016,370000,0.446,0.48525
0.0,0.018,371000,0.437,0.4793
0.0,0.028,372000,0.459,0.50199
0.0,0.02,373000,0.455,0.49829
0.0,0.022,374000,0.466,0.50649
0.0,0.018,375000,0.468,0.51168
0.0,0.024,376000,0.433,0.47625
0.0,0.023,377000,0.439,0.48217
0.0,0.026,378000,0.439,0.48325
0.0,0.025,379000,0.435,0.4781
0.0,0.027,380000,0.458,0.50075
0.0,0.019,381000,0.447,0.48987
0.0,0.017,382000,0.438,0.47785
0.0,0.026,383000,0.462,0.50393
0.0,0.028,384000,0.441,0.48262
0.0,0.014,385000,0.45,0.49061
0.0,0.021,386000,0.44,0.48419
0.0,0.023,387000,0.471,0.51562
0.0,0.017,388000,0.466,0.50972
0.0,0.024,389000,0.471,0.51356
0.0,0.026,390000,0.471,0.51436
0.0,0.019,391000,0.478,0.51946
0.0,0.015,392000,0.454,0.49642
0.0,0.012,393000,0.462,0.50175
0.0,0.019,394000,0.459,0.50079
0.0,0.019,395000,0.461,0.50018
0.0,0.023,396000,0.459,0.49669
0.0,0.016,397000,0.465,0.50919
0.0,0.029,398000,0.462,0.50387
0.0,0.01,399000,0.472,0.51144
0.0,0.018,400000,0.461,0.49972
0.0,0.022,401000,0.47,0.51368
0.0,0.021,402000,0.438,0.48095
0.0,0.021,403000,0.433,0.4749
0.0,0.013,404000,0.457,0.49776
0.0,0.022,405000,0.47,0.5114
0.0,0.028,406000,0.428,0.47011
0.0,0.024,407000,0.452,0.49489
0.0,0.02,408000,0.446,0.48912
0.0,0.016,409000,0.476,0.51992
0.0,0.028,410000,0.446,0.4894
0.0,0.018,411000,0.449,0.4927
0.0,0.016,412000,0.454,0.49586
0.0,0.016,413000,0.5,0.53921
0.0,0.021,414000,0.461,0.49698
0.0,0.009,415000,0.489,0.53072
0.0,0.026,416000,0.448,0.49153
0.0,0.016,417000,0.459,0.49992
0.0,0.027,418000,0.471,0.5081
0.0,0.016,419000,0.486,0.52482
0.0,0.021,420000,0.455,0.49884
0.0,0.011,421000,0.486,0.52764
0.0,0.016,422000,0.486,0.52888
0.0,0.024,423000,0.472,0.51426
0.0,0.023,424000,0.491,0.5347
0.0,0.023,425000,0.488,0.53085
0.0,0.009,426000,0.484,0.52511
0.0,0.02,427000,0.487,0.5317
0.0,0.02,428000,0.462,0.50615
0.0,0.022,429000,0.465,0.50978
0.0,0.024,430000,0.452,0.49626
0.0,0.022,431000,0.46,0.50319
0.0,0.02,432000,0.462,0.50432
0.0,0.027,433000,0.468,0.51162
0.0,0.015,434000,0.477,0.51567
0.0,0.022,435000,0.469,0.50627
0.0,0.022,436000,0.462,0.50463
0.0,0.022,437000,0.482,0.5245
0.0,0.028,438000,0.471,0.50913
0.0,0.018,439000,0.481,0.52324
0.0,0.024,440000,0.489,0.52563
0.0,0.019,441000,0.475,0.5127
0.0,0.019,442000,0.48,0.51844
0.0,0.017,443000,0.481,0.52221
0.0,0.023,444000,0.474,0.51609
0.0,0.026,445000,0.493,0.53345
0.0,0.025,446000,0.444,0.48587
0.0,0.023,447000,0.438,0.4809
0.0,0.012,448000,0.47,0.50941
0.0,0.018,449000,0.458,0.50182
0.0,0.009,450000,0.483,0.52583
0.0,0.027,451000,0.459,0.50102
0.0,0.02,452000,0.466,0.50871
0.0,0.021,453000,0.456,0.48974
0.0,0.019,454000,0.485,0.52193
0.0,0.02,455000,0.482,0.52496
0.0,0.013,456000,0.478,0.51991
0.0,0.019,457000,0.48,0.52203
0.0,0.017,458000,0.485,0.52671
0.0,0.018,459000,0.487,0.52747
0.0,0.01,460000,0.489,0.52687
0.0,0.021,461000,0.49,0.52981
0.0,0.008,462000,0.47,0.51146
0.0,0.024,463000,0.502,0.53939
0.0,0.027,464000,0.493,0.53276
0.0,0.021,465000,0.476,0.51824
0.0,0.018,466000,0.496,0.54025
0.0,0.017,467000,0.492,nan
0.0,0.018,468000,0.477,0.51326
0.0,0.02,469000,0.486,0.52479
0.0,0.021,470000,0.48,0.52203
0.0,0.022,471000,0.485,0.52655
0.0,0.025,472000,0.499,0.53709
0.0,0.014,473000,0.516,0.55738
0.0,0.02,474000,0.525,0.56161
0.0,0.017,475000,0.491,0.53105
0.0,0.015,476000,0.447,0.48813
0.0,0.021,477000,0.433,0.47433
0.0,0.011,478000,0.462,0.50454
0.0,0.022,479000,0.482,0.51792
0.0,0.02,480000,0.501,0.532
0.0,0.018,481000,0.471,0.50987
0.0,0.015,482000,0.476,0.51434
0.0,0.02,483000,0.454,0.49455
0.0,0.021,484000,0.472,0.51071
0.0,0.01,485000,0.457,0.4969
0.0,0.021,486000,0.477,0.51244
0.0,0.024,487000,0.455,0.49705
0.0,0.011,488000,0.446,0.48816
0.0,0.023,489000,0.478,0.51482
0.0,0.014,490000,0.454,0.49536
0.0,0.012,491000,0.458,nan
0.0,0.02,492000,0.458,0.4952
0.0,0.021,493000,0.473,0.50494
0.0,0.018,494000,0.461,0.498
0.0,0.009,495000,0.481,0.51831
0.0,0.025,496000,0.456,0.49464
0.0,0.023,497000,0.494,0.5262
0.0,0.02,498000,0.437,0.47804
0.0,0.018,499000,0.468,0.50301
