step_idx,avg_winning
300,0.3
600,0.28
900,0.22000000000000003
1200,0.21000000000000002
1500,0.26
1800,0.285
2100,0.29
2400,0.325
2700,0.295
3000,0.39999999999999997
3300,0.525
3600,0.42
3900,0.33999999999999997
4200,0.45
4500,0.48
4800,0.495
5100,0.49
5400,0.51
5700,0.46499999999999997
6000,0.38
6300,0.46499999999999997
6600,0.495
6900,0.45999999999999996
7200,0.37
7500,0.45999999999999996
7800,0.46499999999999997
8100,0.46499999999999997
8400,0.42
8700,0.445
9000,0.445
9300,0.39
9600,0.41
9900,0.445
10200,0.38
10500,0.445
10800,0.455
11100,0.455
11400,0.42
11700,0.385
12000,0.37
12300,0.45999999999999996
12600,0.39999999999999997
12900,0.44
13200,0.385
13500,0.44
13800,0.44
14100,0.44
14400,0.39
14700,0.43
15000,0.41
15300,0.425
15600,0.425
15900,0.45
16200,0.435
16500,0.435
16800,0.44
17100,0.45999999999999996
17400,0.47
17700,0.45
18000,0.44
18300,0.46499999999999997
18600,0.47
18900,0.485
19200,0.44
19500,0.42
19800,0.435
20100,0.36
20400,0.485
20700,0.48
21000,0.46499999999999997
21300,0.435
21600,0.47
21900,0.47
22200,0.485
22500,0.44
22800,0.44
23100,0.445
23400,0.425
23700,0.475
24000,0.49
24300,0.435
24600,0.45
24900,0.44
25200,0.43
25500,0.435
25800,0.39
26100,0.44
26400,0.45999999999999996
26700,0.44
27000,0.45
27300,0.39499999999999996
27600,0.41
27900,0.42
28200,0.40499999999999997
28500,0.415
28800,0.40499999999999997
29100,0.42
29400,0.445
29700,0.44
30000,0.415
30300,0.40499999999999997
30600,0.415
30900,0.425
31200,0.40499999999999997
31500,0.42
31800,0.425
32100,0.36
32400,0.425
32700,0.41
33000,0.44
33300,0.47
33600,0.41
33900,0.425
34200,0.445
34500,0.45
34800,0.455
35100,0.44
35400,0.47
35700,0.47
36000,0.45
36300,0.385
36600,0.41
36900,0.43
37200,0.43
37500,0.44
37800,0.435
38100,0.46499999999999997
38400,0.42
38700,0.375
39000,0.45
39300,0.425
39600,0.44
39900,0.435
40200,0.44
40500,0.415
40800,0.445
41100,0.435
41400,0.39999999999999997
41700,0.42
42000,0.445
42300,0.475
42600,0.385
42900,0.435
43200,0.415
43500,0.41
43800,0.40499999999999997
44100,0.37
44400,0.41
44700,0.39
45000,0.425
45300,0.425
45600,0.42
45900,0.41
46200,0.435
46500,0.435
46800,0.37
47100,0.435
47400,0.43
47700,0.41
48000,0.45
48300,0.40499999999999997
48600,0.44
48900,0.44
49200,0.44
49500,0.415
49800,0.415
50100,0.475
50400,0.43
50700,0.39499999999999996
51000,0.385
51300,0.40499999999999997
51600,0.435
51900,0.39999999999999997
52200,0.385
52500,0.385
52800,0.45
53100,0.40499999999999997
53400,0.41
53700,0.415
54000,0.40499999999999997
54300,0.375
54600,0.375
54900,0.435
55200,0.385
55500,0.385
55800,0.40499999999999997
56100,0.415
56400,0.32
56700,0.35
57000,0.41
57300,0.365
57600,0.355
57900,0.415
58200,0.41
58500,0.415
58800,0.415
59100,0.44
59400,0.445
59700,0.355
60000,0.39999999999999997
60300,0.45
60600,0.43
60900,0.425
61200,0.45
61500,0.42
61800,0.415
62100,0.41
62400,0.39499999999999996
62700,0.415
63000,0.385
63300,0.43
63600,0.33
63900,0.445
64200,0.355
64500,0.40499999999999997
64800,0.445
65100,0.46499999999999997
65400,0.41
65700,0.46499999999999997
66000,0.45
66300,0.44
66600,0.495
66900,0.45
67200,0.425
67500,0.45
67800,0.45
68100,0.445
68400,0.45999999999999996
68700,0.46499999999999997
69000,0.435
69300,0.455
69600,0.435
69900,0.415
70200,0.48
70500,0.445
70800,0.445
71100,0.44
71400,0.42
71700,0.41
72000,0.415
72300,0.45
72600,0.43
72900,0.45999999999999996
73200,0.41
73500,0.41
73800,0.40499999999999997
74100,0.39999999999999997
74400,0.415
74700,0.41
75000,0.45999999999999996
75300,0.445
75600,0.48
75900,0.39499999999999996
76200,0.45
76500,0.47
76800,0.44
77100,0.46499999999999997
77400,0.455
77700,0.44
78000,0.435
78300,0.43
78600,0.485
78900,0.45
79200,0.455
79500,0.475
79800,0.47
80100,0.425
80400,0.435
80700,0.45
81000,0.425
81300,0.455
81600,0.475
81900,0.475
82200,0.435
82500,0.46499999999999997
82800,0.45999999999999996
83100,0.48
83400,0.45
83700,0.455
84000,0.47
84300,0.45999999999999996
84600,0.48
84900,0.435
85200,0.455
85500,0.41
85800,0.45999999999999996
86100,0.495
86400,0.44
86700,0.47
87000,0.475
87300,0.415
87600,0.39999999999999997
87900,0.455
88200,0.455
88500,0.475
88800,0.475
89100,0.475
89400,0.415
89700,0.45
90000,0.45999999999999996
90300,0.455
90600,0.45
90900,0.42
91200,0.455
91500,0.445
91800,0.475
92100,0.45999999999999996
92400,0.475
92700,0.495
93000,0.445
93300,0.46499999999999997
93600,0.46499999999999997
93900,0.46499999999999997
94200,0.475
94500,0.45
94800,0.425
95100,0.475
95400,0.425
95700,0.43
96000,0.44
96300,0.445
96600,0.43
96900,0.425
97200,0.425
97500,0.445
97800,0.375
98100,0.44
98400,0.44
98700,0.42
99000,0.45
99300,0.445
99600,0.44
99900,0.47
100200,0.47
100500,0.46499999999999997
100800,0.45999999999999996
101100,0.44
101400,0.425
101700,0.385
102000,0.44
102300,0.425
102600,0.445
102900,0.47
103200,0.445
103500,0.47
103800,0.455
104100,0.435
